architecture,checkpoint_state,budget_tier,m,n_train,ridge_setting,ridge_value,target,test_nmse_median,test_nmse_mean,split_count,source_file
eSEN,matched-compute-LOW,LOW,1024,64,rho_1e-06,1e-06,common,0.06410169289210621,0.07547736791391792,20,analysis_outputs/matched_compute_large_m_krr_2026_08_22/krr_learning_curves_m1024.csv
eSEN,matched-compute-LOW,LOW,1024,64,rho_1e-08,1e-08,common,0.0640999136003556,0.07548976854034252,20,analysis_outputs/matched_compute_large_m_krr_2026_08_22/krr_learning_curves_m1024.csv
eSEN,matched-compute-LOW,LOW,1024,64,ridgeless,0.0,common,0.06409989560367933,0.07548991576950313,20,analysis_outputs/matched_compute_large_m_krr_2026_08_22/krr_learning_curves_m1024.csv
eSEN,matched-compute-LOW,LOW,1024,128,rho_0.0001,0.0001,common,0.03464588944491709,0.04002404146519046,20,analysis_outputs/matched_compute_large_m_krr_2026_08_22/krr_learning_curves_m1024.csv
eSEN,matched-compute-LOW,LOW,1024,128,rho_0.01,0.01,common,0.03334385789355657,0.04170720019832485,20,analysis_outputs/matched_compute_large_m_krr_2026_08_22/krr_learning_curves_m1024.csv
eSEN,matched-compute-LOW,LOW,1024,128,rho_0.1,0.1,common,0.038192958075775565,0.05317482276925974,20,analysis_outputs/matched_compute_large_m_krr_2026_08_22/krr_learning_curves_m1024.csv
eSEN,matched-compute-LOW,LOW,1024,128,rho_1e-06,1e-06,common,0.034620205150751954,0.04008037500435026,20,analysis_outputs/matched_compute_large_m_krr_2026_08_22/krr_learning_curves_m1024.csv
eSEN,matched-compute-LOW,LOW,1024,128,rho_1e-08,1e-08,common,0.034620488990300124,0.04009456198690128,20,analysis_outputs/matched_compute_large_m_krr_2026_08_22/krr_learning_curves_m1024.csv
eSEN,matched-compute-LOW,LOW,1024,128,ridgeless,0.0,common,0.03462049196173371,0.040094733229541955,20,analysis_outputs/matched_compute_large_m_krr_2026_08_22/krr_learning_curves_m1024.csv
eSEN,matched-compute-LOW,LOW,1024,256,rho_0.0001,0.0001,common,0.023640450149636387,0.02787710641165068,20,analysis_outputs/matched_compute_large_m_krr_2026_08_22/krr_learning_curves_m1024.csv
eSEN,matched-compute-LOW,LOW,1024,256,rho_0.01,0.01,common,0.023700544458062696,0.026955169521320328,20,analysis_outputs/matched_compute_large_m_krr_2026_08_22/krr_learning_curves_m1024.csv
eSEN,matched-compute-LOW,LOW,1024,256,rho_0.1,0.1,common,0.02549580667109551,0.029949583493177622,20,analysis_outputs/matched_compute_large_m_krr_2026_08_22/krr_learning_curves_m1024.csv
eSEN,matched-compute-LOW,LOW,1024,256,rho_1e-06,1e-06,common,0.023647651074552106,0.02808367522045984,20,analysis_outputs/matched_compute_large_m_krr_2026_08_22/krr_learning_curves_m1024.csv
eSEN,matched-compute-LOW,LOW,1024,256,rho_1e-08,1e-08,common,0.02364772493029249,0.028127336187781144,20,analysis_outputs/matched_compute_large_m_krr_2026_08_22/krr_learning_curves_m1024.csv
eSEN,matched-compute-LOW,LOW,1024,256,ridgeless,0.0,common,0.023647725675482033,0.02812787220565549,20,analysis_outputs/matched_compute_large_m_krr_2026_08_22/krr_learning_curves_m1024.csv
eSEN,matched-compute-LOW,LOW,1024,512,rho_0.0001,0.0001,common,0.019393622632429455,0.02152505491705447,20,analysis_outputs/matched_compute_large_m_krr_2026_08_22/krr_learning_curves_m1024.csv
eSEN,matched-compute-LOW,LOW,1024,512,rho_0.01,0.01,common,0.01884309424082345,0.019271459460015287,20,analysis_outputs/matched_compute_large_m_krr_2026_08_22/krr_learning_curves_m1024.csv
eSEN,matched-compute-LOW,LOW,1024,512,rho_0.1,0.1,common,0.01852211687561931,0.019225073770488196,20,analysis_outputs/matched_compute_large_m_krr_2026_08_22/krr_learning_curves_m1024.csv
eSEN,matched-compute-LOW,LOW,1024,512,rho_1e-06,1e-06,common,0.01949896997155092,0.021797830272607573,20,analysis_outputs/matched_compute_large_m_krr_2026_08_22/krr_learning_curves_m1024.csv
eSEN,matched-compute-LOW,LOW,1024,512,rho_1e-08,1e-08,common,0.01950781129885078,0.02180067266914372,20,analysis_outputs/matched_compute_large_m_krr_2026_08_22/krr_learning_curves_m1024.csv
eSEN,matched-compute-LOW,LOW,1024,512,ridgeless,0.0,common,0.01950793353059892,0.021800703134542476,20,analysis_outputs/matched_compute_large_m_krr_2026_08_22/krr_learning_curves_m1024.csv
eSEN,matched-compute-MID,MID,1024,32,rho_0.0001,0.0001,common,0.17415949736721023,0.18704513809468798,20,analysis_outputs/matched_compute_large_m_krr_2026_08_22/krr_learning_curves_m1024.csv
eSEN,matched-compute-MID,MID,1024,32,rho_0.01,0.01,common,0.19631882644263965,0.20512886777020398,20,analysis_outputs/matched_compute_large_m_krr_2026_08_22/krr_learning_curves_m1024.csv
eSEN,matched-compute-MID,MID,1024,32,rho_0.1,0.1,common,0.27634542906714654,0.2680295572746857,20,analysis_outputs/matched_compute_large_m_krr_2026_08_22/krr_learning_curves_m1024.csv
eSEN,matched-compute-MID,MID,1024,32,rho_1e-06,1e-06,common,0.17360238066759914,0.18664954435343611,20,analysis_outputs/matched_compute_large_m_krr_2026_08_22/krr_learning_curves_m1024.csv
eSEN,matched-compute-MID,MID,1024,32,rho_1e-08,1e-08,common,0.17359573427401884,0.18664530811352836,20,analysis_outputs/matched_compute_large_m_krr_2026_08_22/krr_learning_curves_m1024.csv
eSEN,matched-compute-MID,MID,1024,32,ridgeless,0.0,common,0.1735956669328971,0.18664526528413597,20,analysis_outputs/matched_compute_large_m_krr_2026_08_22/krr_learning_curves_m1024.csv
eSEN,matched-compute-MID,MID,1024,64,rho_0.0001,0.0001,common,0.06710937107745026,0.08007378249301945,20,analysis_outputs/matched_compute_large_m_krr_2026_08_22/krr_learning_curves_m1024.csv
eSEN,matched-compute-MID,MID,1024,64,rho_0.01,0.01,common,0.07102149205064072,0.08874766671837639,20,analysis_outputs/matched_compute_large_m_krr_2026_08_22/krr_learning_curves_m1024.csv
eSEN,matched-compute-MID,MID,1024,64,rho_0.1,0.1,common,0.09814709472093658,0.1207774034140608,20,analysis_outputs/matched_compute_large_m_krr_2026_08_22/krr_learning_curves_m1024.csv
eSEN,matched-compute-MID,MID,1024,64,rho_1e-06,1e-06,common,0.06705487320359702,0.07982739441990429,20,analysis_outputs/matched_compute_large_m_krr_2026_08_22/krr_learning_curves_m1024.csv
eSEN,matched-compute-MID,MID,1024,64,rho_1e-08,1e-08,common,0.0670543848194723,0.07982449530334404,20,analysis_outputs/matched_compute_large_m_krr_2026_08_22/krr_learning_curves_m1024.csv
eSEN,matched-compute-MID,MID,1024,64,ridgeless,0.0,common,0.06705437989507623,0.07982446652828054,20,analysis_outputs/matched_compute_large_m_krr_2026_08_22/krr_learning_curves_m1024.csv
eSEN,matched-compute-MID,MID,1024,128,rho_0.0001,0.0001,common,0.032362089610836677,0.038019629718150934,20,analysis_outputs/matched_compute_large_m_krr_2026_08_22/krr_learning_curves_m1024.csv
eSEN,matched-compute-MID,MID,1024,128,rho_0.01,0.01,common,0.03412671106918631,0.042020034691401295,20,analysis_outputs/matched_compute_large_m_krr_2026_08_22/krr_learning_curves_m1024.csv
eSEN,matched-compute-MID,MID,1024,128,rho_0.1,0.1,common,0.03909448129222208,0.055500042551934914,20,analysis_outputs/matched_compute_large_m_krr_2026_08_22/krr_learning_curves_m1024.csv
eSEN,matched-compute-MID,MID,1024,128,rho_1e-06,1e-06,common,0.032330547253668095,0.037907626249045076,20,analysis_outputs/matched_compute_large_m_krr_2026_08_22/krr_learning_curves_m1024.csv
eSEN,matched-compute-MID,MID,1024,128,rho_1e-08,1e-08,common,0.03233003419389113,0.037906114230151985,20,analysis_outputs/matched_compute_large_m_krr_2026_08_22/krr_learning_curves_m1024.csv
eSEN,matched-compute-MID,MID,1024,128,ridgeless,0.0,common,0.03233002892255703,0.03790609884730601,20,analysis_outputs/matched_compute_large_m_krr_2026_08_22/krr_learning_curves_m1024.csv
eSEN,matched-compute-MID,MID,1024,256,rho_0.0001,0.0001,common,0.016453380289315943,0.01887386635648827,20,analysis_outputs/matched_compute_large_m_krr_2026_08_22/krr_learning_curves_m1024.csv
eSEN,matched-compute-MID,MID,1024,256,rho_0.01,0.01,common,0.01756958954960828,0.02061771386662442,20,analysis_outputs/matched_compute_large_m_krr_2026_08_22/krr_learning_curves_m1024.csv
eSEN,matched-compute-MID,MID,1024,256,rho_0.1,0.1,common,0.020762246463524134,0.02558021020556308,20,analysis_outputs/matched_compute_large_m_krr_2026_08_22/krr_learning_curves_m1024.csv
eSEN,matched-compute-MID,MID,1024,256,rho_1e-06,1e-06,common,0.016369673112896468,0.01879484300976757,20,analysis_outputs/matched_compute_large_m_krr_2026_08_22/krr_learning_curves_m1024.csv
eSEN,matched-compute-MID,MID,1024,256,rho_1e-08,1e-08,common,0.01636754981176461,0.018794439684717553,20,analysis_outputs/matched_compute_large_m_krr_2026_08_22/krr_learning_curves_m1024.csv
eSEN,matched-compute-MID,MID,1024,256,ridgeless,0.0,common,0.016367524814261618,0.018794438412029255,20,analysis_outputs/matched_compute_large_m_krr_2026_08_22/krr_learning_curves_m1024.csv
eSEN,matched-compute-MID,MID,1024,512,rho_0.0001,0.0001,common,0.007435218499591629,0.008332857945964646,20,analysis_outputs/matched_compute_large_m_krr_2026_08_22/krr_learning_curves_m1024.csv
eSEN,matched-compute-MID,MID,1024,512,rho_0.01,0.01,common,0.007780192161004524,0.008998989103804332,20,analysis_outputs/matched_compute_large_m_krr_2026_08_22/krr_learning_curves_m1024.csv
eSEN,matched-compute-MID,MID,1024,512,rho_0.1,0.1,common,0.009235077815414123,0.010708309459900383,20,analysis_outputs/matched_compute_large_m_krr_2026_08_22/krr_learning_curves_m1024.csv
eSEN,matched-compute-MID,MID,1024,512,rho_1e-06,1e-06,common,0.007378423886377286,0.008324025890749386,20,analysis_outputs/matched_compute_large_m_krr_2026_08_22/krr_learning_curves_m1024.csv
eSEN,matched-compute-MID,MID,1024,512,rho_1e-08,1e-08,common,0.007378542768950713,0.008325688615544842,20,analysis_outputs/matched_compute_large_m_krr_2026_08_22/krr_learning_curves_m1024.csv
eSEN,matched-compute-MID,MID,1024,512,ridgeless,0.0,common,0.0073785471380465465,0.008325710791349581,20,analysis_outputs/matched_compute_large_m_krr_2026_08_22/krr_learning_curves_m1024.csv
GemNet-OC,matched-compute-HIGH,HIGH,1024,32,rho_0.0001,0.0001,common,0.10744699505707886,0.1026523104576843,20,analysis_outputs/matched_compute_large_m_krr_2026_08_22/krr_learning_curves_m1024.csv
GemNet-OC,matched-compute-HIGH,HIGH,1024,32,rho_0.01,0.01,common,0.11376276082949238,0.11089595672216797,20,analysis_outputs/matched_compute_large_m_krr_2026_08_22/krr_learning_curves_m1024.csv
GemNet-OC,matched-compute-HIGH,HIGH,1024,32,rho_0.1,0.1,common,0.14365812938187134,0.1457171077371507,20,analysis_outputs/matched_compute_large_m_krr_2026_08_22/krr_learning_curves_m1024.csv
GemNet-OC,matched-compute-HIGH,HIGH,1024,32,rho_1e-06,1e-06,common,0.10729636224848232,0.10242603035105495,20,analysis_outputs/matched_compute_large_m_krr_2026_08_22/krr_learning_curves_m1024.csv
GemNet-OC,matched-compute-HIGH,HIGH,1024,32,rho_1e-08,1e-08,common,0.1072945628127714,0.10251986684956257,20,analysis_outputs/matched_compute_large_m_krr_2026_08_22/krr_learning_curves_m1024.csv
GemNet-OC,matched-compute-HIGH,HIGH,1024,32,ridgeless,0.0,common,0.1072945445922659,0.10264501969007192,20,analysis_outputs/matched_compute_large_m_krr_2026_08_22/krr_learning_curves_m1024.csv
GemNet-OC,matched-compute-HIGH,HIGH,1024,64,rho_0.0001,0.0001,common,0.028679259443426343,0.03786080101029587,20,analysis_outputs/matched_compute_large_m_krr_2026_08_22/krr_learning_curves_m1024.csv
GemNet-OC,matched-compute-HIGH,HIGH,1024,64,rho_0.01,0.01,common,0.03089497358789789,0.04095194593008781,20,analysis_outputs/matched_compute_large_m_krr_2026_08_22/krr_learning_curves_m1024.csv
GemNet-OC,matched-compute-HIGH,HIGH,1024,64,rho_0.1,0.1,common,0.03797130286457792,0.05320416804997834,20,analysis_outputs/matched_compute_large_m_krr_2026_08_22/krr_learning_curves_m1024.csv
GemNet-OC,matched-compute-HIGH,HIGH,1024,64,rho_1e-06,1e-06,common,0.028682196205834634,0.03777371676021699,20,analysis_outputs/matched_compute_large_m_krr_2026_08_22/krr_learning_curves_m1024.csv
GemNet-OC,matched-compute-HIGH,HIGH,1024,64,rho_1e-08,1e-08,common,0.028939463506225883,0.037833235832805366,20,analysis_outputs/matched_compute_large_m_krr_2026_08_22/krr_learning_curves_m1024.csv
GemNet-OC,matched-compute-HIGH,HIGH,1024,64,ridgeless,0.0,common,0.028956035511057514,0.037905680956392324,20,analysis_outputs/matched_compute_large_m_krr_2026_08_22/krr_learning_curves_m1024.csv
GemNet-OC,matched-compute-HIGH,HIGH,1024,128,rho_0.0001,0.0001,common,0.014836606740216612,0.015829838245536704,20,analysis_outputs/matched_compute_large_m_krr_2026_08_22/krr_learning_curves_m1024.csv
GemNet-OC,matched-compute-HIGH,HIGH,1024,128,rho_0.01,0.01,common,0.01578759556832167,0.016896074687538756,20,analysis_outputs/matched_compute_large_m_krr_2026_08_22/krr_learning_curves_m1024.csv
GemNet-OC,matched-compute-HIGH,HIGH,1024,128,rho_0.1,0.1,common,0.018880210082362472,0.02086016194546297,20,analysis_outputs/matched_compute_large_m_krr_2026_08_22/krr_learning_curves_m1024.csv
GemNet-OC,matched-compute-HIGH,HIGH,1024,128,rho_1e-06,1e-06,common,0.014742595816436641,0.015779217136208334,20,analysis_outputs/matched_compute_large_m_krr_2026_08_22/krr_learning_curves_m1024.csv
GemNet-OC,matched-compute-HIGH,HIGH,1024,128,rho_1e-08,1e-08,common,0.014732154969213086,0.01579948426790253,20,analysis_outputs/matched_compute_large_m_krr_2026_08_22/krr_learning_curves_m1024.csv
GemNet-OC,matched-compute-HIGH,HIGH,1024,128,ridgeless,0.0,common,0.01473180814862701,0.015823551973459457,20,analysis_outputs/matched_compute_large_m_krr_2026_08_22/krr_learning_curves_m1024.csv
GemNet-OC,matched-compute-HIGH,HIGH,1024,256,rho_0.0001,0.0001,common,0.006049067926496333,0.008067718540343815,20,analysis_outputs/matched_compute_large_m_krr_2026_08_22/krr_learning_curves_m1024.csv
GemNet-OC,matched-compute-HIGH,HIGH,1024,256,rho_0.01,0.01,common,0.006177407039420062,0.008463245247004125,20,analysis_outputs/matched_compute_large_m_krr_2026_08_22/krr_learning_curves_m1024.csv
GemNet-OC,matched-compute-HIGH,HIGH,1024,256,rho_0.1,0.1,common,0.0067915793046873525,0.009911609984058233,20,analysis_outputs/matched_compute_large_m_krr_2026_08_22/krr_learning_curves_m1024.csv
GemNet-OC,matched-compute-HIGH,HIGH,1024,256,rho_1e-06,1e-06,common,0.006059286674582066,0.008042831360191743,20,analysis_outputs/matched_compute_large_m_krr_2026_08_22/krr_learning_curves_m1024.csv
GemNet-OC,matched-compute-HIGH,HIGH,1024,256,rho_1e-08,1e-08,common,0.00617314651749208,0.008056265263956416,20,analysis_outputs/matched_compute_large_m_krr_2026_08_22/krr_learning_curves_m1024.csv
GemNet-OC,matched-compute-HIGH,HIGH,1024,256,ridgeless,0.0,common,0.006256209525931604,0.008075181948610169,20,analysis_outputs/matched_compute_large_m_krr_2026_08_22/krr_learning_curves_m1024.csv
GemNet-OC,matched-compute-HIGH,HIGH,1024,512,rho_0.0001,0.0001,common,0.004113803931887539,0.0039940088307528565,20,analysis_outputs/matched_compute_large_m_krr_2026_08_22/krr_learning_curves_m1024.csv
GemNet-OC,matched-compute-HIGH,HIGH,1024,512,rho_0.01,0.01,common,0.0040347956689988015,0.003988634766704234,20,analysis_outputs/matched_compute_large_m_krr_2026_08_22/krr_learning_curves_m1024.csv
GemNet-OC,matched-compute-HIGH,HIGH,1024,512,rho_0.1,0.1,common,0.004341322493080608,0.004236433515173713,20,analysis_outputs/matched_compute_large_m_krr_2026_08_22/krr_learning_curves_m1024.csv
GemNet-OC,matched-compute-HIGH,HIGH,1024,512,rho_1e-06,1e-06,common,0.0040672415208211,0.003990088698454831,20,analysis_outputs/matched_compute_large_m_krr_2026_08_22/krr_learning_curves_m1024.csv
GemNet-OC,matched-compute-HIGH,HIGH,1024,512,rho_1e-08,1e-08,common,0.004034088705882896,0.003985534017894622,20,analysis_outputs/matched_compute_large_m_krr_2026_08_22/krr_learning_curves_m1024.csv
GemNet-OC,matched-compute-HIGH,HIGH,1024,512,ridgeless,0.0,common,0.004031116403494463,0.003985552543931667,20,analysis_outputs/matched_compute_large_m_krr_2026_08_22/krr_learning_curves_m1024.csv
GemNet-OC,matched-compute-LOW,LOW,1024,32,rho_0.0001,0.0001,common,0.036483210453072276,0.040512488947072184,20,analysis_outputs/matched_compute_large_m_krr_2026_08_22/krr_learning_curves_m1024.csv
GemNet-OC,matched-compute-LOW,LOW,1024,32,rho_0.01,0.01,common,0.0385454607115098,0.04558653992983425,20,analysis_outputs/matched_compute_large_m_krr_2026_08_22/krr_learning_curves_m1024.csv
GemNet-OC,matched-compute-LOW,LOW,1024,32,rho_0.1,0.1,common,0.05219621802330789,0.06582480227807905,20,analysis_outputs/matched_compute_large_m_krr_2026_08_22/krr_learning_curves_m1024.csv
GemNet-OC,matched-compute-LOW,LOW,1024,32,rho_1e-06,1e-06,common,0.03654869296196511,0.04031627737602187,20,analysis_outputs/matched_compute_large_m_krr_2026_08_22/krr_learning_curves_m1024.csv
GemNet-OC,matched-compute-LOW,LOW,1024,32,rho_1e-08,1e-08,common,0.03654023836629565,0.040348791630589055,20,analysis_outputs/matched_compute_large_m_krr_2026_08_22/krr_learning_curves_m1024.csv
GemNet-OC,matched-compute-LOW,LOW,1024,32,ridgeless,0.0,common,0.03654013227737639,0.04036498241989504,20,analysis_outputs/matched_compute_large_m_krr_2026_08_22/krr_learning_curves_m1024.csv
GemNet-OC,matched-compute-LOW,LOW,1024,64,rho_0.0001,0.0001,common,0.014256966245469864,0.017235169577613205,20,analysis_outputs/matched_compute_large_m_krr_2026_08_22/krr_learning_curves_m1024.csv
GemNet-OC,matched-compute-LOW,LOW,1024,64,rho_0.01,0.01,common,0.014683781831859078,0.01813886450017081,20,analysis_outputs/matched_compute_large_m_krr_2026_08_22/krr_learning_curves_m1024.csv
GemNet-OC,matched-compute-LOW,LOW,1024,64,rho_0.1,0.1,common,0.015447283644783497,0.02281783399109854,20,analysis_outputs/matched_compute_large_m_krr_2026_08_22/krr_learning_curves_m1024.csv
GemNet-OC,matched-compute-LOW,LOW,1024,64,rho_1e-06,1e-06,common,0.01451036023916552,0.017277307251780203,20,analysis_outputs/matched_compute_large_m_krr_2026_08_22/krr_learning_curves_m1024.csv
GemNet-OC,matched-compute-LOW,LOW,1024,64,rho_1e-08,1e-08,common,0.014525309570026328,0.017368864595282005,20,analysis_outputs/matched_compute_large_m_krr_2026_08_22/krr_learning_curves_m1024.csv
GemNet-OC,matched-compute-LOW,LOW,1024,64,ridgeless,0.0,common,0.014525462174491233,0.017468214402123414,20,analysis_outputs/matched_compute_large_m_krr_2026_08_22/krr_learning_curves_m1024.csv
GemNet-OC,matched-compute-LOW,LOW,1024,128,rho_0.0001,0.0001,common,0.01084182065979051,0.011161397444046123,20,analysis_outputs/matched_compute_large_m_krr_2026_08_22/krr_learning_curves_m1024.csv
GemNet-OC,matched-compute-LOW,LOW,1024,128,rho_0.01,0.01,common,0.01032508434710179,0.010860791570264585,20,analysis_outputs/matched_compute_large_m_krr_2026_08_22/krr_learning_curves_m1024.csv
GemNet-OC,matched-compute-LOW,LOW,1024,128,rho_0.1,0.1,common,0.010762064637541566,0.011710648893592945,20,analysis_outputs/matched_compute_large_m_krr_2026_08_22/krr_learning_curves_m1024.csv
GemNet-OC,matched-compute-LOW,LOW,1024,128,rho_1e-06,1e-06,common,0.011237148361913817,0.011305370127424028,20,analysis_outputs/matched_compute_large_m_krr_2026_08_22/krr_learning_curves_m1024.csv
GemNet-OC,matched-compute-LOW,LOW,1024,128,rho_1e-08,1e-08,common,0.01126659992647161,0.011352667661445931,20,analysis_outputs/matched_compute_large_m_krr_2026_08_22/krr_learning_curves_m1024.csv
GemNet-OC,matched-compute-LOW,LOW,1024,128,ridgeless,0.0,common,0.011267080689332397,0.011377906863049818,20,analysis_outputs/matched_compute_large_m_krr_2026_08_22/krr_learning_curves_m1024.csv
GemNet-OC,matched-compute-LOW,LOW,1024,256,rho_0.0001,0.0001,common,0.009778669550910394,0.009788184137547456,20,analysis_outputs/matched_compute_large_m_krr_2026_08_22/krr_learning_curves_m1024.csv
GemNet-OC,matched-compute-LOW,LOW,1024,256,rho_0.01,0.01,common,0.008918709053853037,0.008990297492128527,20,analysis_outputs/matched_compute_large_m_krr_2026_08_22/krr_learning_curves_m1024.csv
GemNet-OC,matched-compute-LOW,LOW,1024,256,rho_0.1,0.1,common,0.008849410990903972,0.00872216234326408,20,analysis_outputs/matched_compute_large_m_krr_2026_08_22/krr_learning_curves_m1024.csv
GemNet-OC,matched-compute-LOW,LOW,1024,256,rho_1e-06,1e-06,common,0.009784383924278486,0.009941822079969498,20,analysis_outputs/matched_compute_large_m_krr_2026_08_22/krr_learning_curves_m1024.csv
GemNet-OC,matched-compute-LOW,LOW,1024,256,rho_1e-08,1e-08,common,0.009795169630271067,0.009955719864589133,20,analysis_outputs/matched_compute_large_m_krr_2026_08_22/krr_learning_curves_m1024.csv
GemNet-OC,matched-compute-LOW,LOW,1024,256,ridgeless,0.0,common,0.009789680977982093,0.009950283434820194,20,analysis_outputs/matched_compute_large_m_krr_2026_08_22/krr_learning_curves_m1024.csv
GemNet-OC,matched-compute-LOW,LOW,1024,512,rho_0.0001,0.0001,common,0.009501944772996927,0.00975456059109956,20,analysis_outputs/matched_compute_large_m_krr_2026_08_22/krr_learning_curves_m1024.csv
GemNet-OC,matched-compute-LOW,LOW,1024,512,rho_0.01,0.01,common,0.008546385974874292,0.008645277622555483,20,analysis_outputs/matched_compute_large_m_krr_2026_08_22/krr_learning_curves_m1024.csv
GemNet-OC,matched-compute-LOW,LOW,1024,512,rho_0.1,0.1,common,0.0076873605175236046,0.008105505582635545,20,analysis_outputs/matched_compute_large_m_krr_2026_08_22/krr_learning_curves_m1024.csv
GemNet-OC,matched-compute-LOW,LOW,1024,512,rho_1e-06,1e-06,common,0.009556242571956728,0.01003664358806883,20,analysis_outputs/matched_compute_large_m_krr_2026_08_22/krr_learning_curves_m1024.csv
GemNet-OC,matched-compute-LOW,LOW,1024,512,rho_1e-08,1e-08,common,0.009561817067257797,0.010077867219552741,20,analysis_outputs/matched_compute_large_m_krr_2026_08_22/krr_learning_curves_m1024.csv
GemNet-OC,matched-compute-LOW,LOW,1024,512,ridgeless,0.0,common,0.009561195991554534,0.010066398968945444,20,analysis_outputs/matched_compute_large_m_krr_2026_08_22/krr_learning_curves_m1024.csv
GemNet-OC,matched-compute-MID,MID,1024,32,rho_0.0001,0.0001,common,0.03623892019638598,0.038954155710212636,20,analysis_outputs/matched_compute_large_m_krr_2026_08_22/krr_learning_curves_m1024.csv
GemNet-OC,matched-compute-MID,MID,1024,32,rho_0.01,0.01,common,0.040523303088914504,0.04551832325280132,20,analysis_outputs/matched_compute_large_m_krr_2026_08_22/krr_learning_curves_m1024.csv
GemNet-OC,matched-compute-MID,MID,1024,32,rho_0.1,0.1,common,0.06343063436585727,0.07155808770593372,20,analysis_outputs/matched_compute_large_m_krr_2026_08_22/krr_learning_curves_m1024.csv
GemNet-OC,matched-compute-MID,MID,1024,32,rho_1e-06,1e-06,common,0.03615300110589888,0.038660037153513474,20,analysis_outputs/matched_compute_large_m_krr_2026_08_22/krr_learning_curves_m1024.csv
GemNet-OC,matched-compute-MID,MID,1024,32,rho_1e-08,1e-08,common,0.036151776942129996,0.03863449225153982,20,analysis_outputs/matched_compute_large_m_krr_2026_08_22/krr_learning_curves_m1024.csv
GemNet-OC,matched-compute-MID,MID,1024,32,ridgeless,0.0,common,0.03615176451334799,0.03864342946869608,20,analysis_outputs/matched_compute_large_m_krr_2026_08_22/krr_learning_curves_m1024.csv
GemNet-OC,matched-compute-MID,MID,1024,64,rho_0.0001,0.0001,common,0.009436915153887051,0.013144723802691364,20,analysis_outputs/matched_compute_large_m_krr_2026_08_22/krr_learning_curves_m1024.csv
GemNet-OC,matched-compute-MID,MID,1024,64,rho_0.01,0.01,common,0.009368693499386984,0.014511764711122546,20,analysis_outputs/matched_compute_large_m_krr_2026_08_22/krr_learning_curves_m1024.csv
GemNet-OC,matched-compute-MID,MID,1024,64,rho_0.1,0.1,common,0.0128860821222886,0.020633182007214236,20,analysis_outputs/matched_compute_large_m_krr_2026_08_22/krr_learning_curves_m1024.csv
GemNet-OC,matched-compute-MID,MID,1024,64,rho_1e-06,1e-06,common,0.009565974717189561,0.01313355675141259,20,analysis_outputs/matched_compute_large_m_krr_2026_08_22/krr_learning_curves_m1024.csv
GemNet-OC,matched-compute-MID,MID,1024,64,rho_1e-08,1e-08,common,0.009570215670988987,0.013103007831629713,20,analysis_outputs/matched_compute_large_m_krr_2026_08_22/krr_learning_curves_m1024.csv
GemNet-OC,matched-compute-MID,MID,1024,64,ridgeless,0.0,common,0.009570259254251524,0.013048779951890271,20,analysis_outputs/matched_compute_large_m_krr_2026_08_22/krr_learning_curves_m1024.csv
GemNet-OC,matched-compute-MID,MID,1024,128,rho_0.0001,0.0001,common,0.00725332738884669,0.007682664458729912,20,analysis_outputs/matched_compute_large_m_krr_2026_08_22/krr_learning_curves_m1024.csv
GemNet-OC,matched-compute-MID,MID,1024,128,rho_0.01,0.01,common,0.0074608352230178514,0.00780385012957467,20,analysis_outputs/matched_compute_large_m_krr_2026_08_22/krr_learning_curves_m1024.csv
GemNet-OC,matched-compute-MID,MID,1024,128,rho_0.1,0.1,common,0.008161301051973642,0.008944886784820028,20,analysis_outputs/matched_compute_large_m_krr_2026_08_22/krr_learning_curves_m1024.csv
GemNet-OC,matched-compute-MID,MID,1024,128,rho_1e-06,1e-06,common,0.007433104754639725,0.007684775346173342,20,analysis_outputs/matched_compute_large_m_krr_2026_08_22/krr_learning_curves_m1024.csv
GemNet-OC,matched-compute-MID,MID,1024,128,rho_1e-08,1e-08,common,0.0074492346001319145,0.007688062411740697,20,analysis_outputs/matched_compute_large_m_krr_2026_08_22/krr_learning_curves_m1024.csv
GemNet-OC,matched-compute-MID,MID,1024,128,ridgeless,0.0,common,0.007449420199982439,0.00769614900741551,20,analysis_outputs/matched_compute_large_m_krr_2026_08_22/krr_learning_curves_m1024.csv
GemNet-OC,matched-compute-MID,MID,1024,256,rho_0.0001,0.0001,common,0.006012874026101223,0.00682159189712681,20,analysis_outputs/matched_compute_large_m_krr_2026_08_22/krr_learning_curves_m1024.csv
GemNet-OC,matched-compute-MID,MID,1024,256,rho_0.01,0.01,common,0.005273129459092001,0.006466301633285376,20,analysis_outputs/matched_compute_large_m_krr_2026_08_22/krr_learning_curves_m1024.csv
GemNet-OC,matched-compute-MID,MID,1024,256,rho_0.1,0.1,common,0.005260833574001797,0.006488659012767649,20,analysis_outputs/matched_compute_large_m_krr_2026_08_22/krr_learning_curves_m1024.csv
GemNet-OC,matched-compute-MID,MID,1024,256,rho_1e-06,1e-06,common,0.006051681552978638,0.0069044663817616715,20,analysis_outputs/matched_compute_large_m_krr_2026_08_22/krr_learning_curves_m1024.csv
GemNet-OC,matched-compute-MID,MID,1024,256,rho_1e-08,1e-08,common,0.006041875568535589,0.006946241459531373,20,analysis_outputs/matched_compute_large_m_krr_2026_08_22/krr_learning_curves_m1024.csv
