architecture,architecture_label,width,step,global_step,N,N_from_training_log,N_matches_training_log,N_source,D_atom_tokens,D_source,kappa,flops_coef_3kappa,C,force_mse_norm,f_loss,force_mae_norm,force_mae_physical,e_mae,e_loss,loss_mixed,metric_valid,metric_valid_reason,force_rescale_factor_vs_training,train_job_id_from_path,job_id,exp_name,run_dir_scratch,run_dir,config_source,n_batches,n_configs,n_atoms,atom_tokens_per_step,global_step_matches_filename,total_flops_used_logged,ckpt_size_bytes,mtime,ckpt_path,mup_mode,parameterization_variant,force_decoder_width_mult,source_file
egnn,MC-EGNN,96,50000,50000,1055050,1055050.0,True,runs_csv,86606672,checkpoint token_processed,28.09,84.27,7700118100371672.0,0.0118385036742125,0.0502806283860503,0.0227318732762913,0.1450975471225677,0.6680804176845396,0.0030049785451939,0.5328560693124439,True,REPAIRED 2026-08-14: re-evaluated under the legacy_shape mu-P convention (width_mult=num_vectors/10) matching this checkpoint's actual training-time construction. See analysis_outputs/mcegnn_force_eval_repair_2026_08_14/REPORT.md.,,9745361,9745361.0,mc-egnn-hc-96-neutral-epoch,run_9745361_params_1.1_million,outputs/2026-06-05/19-49-19,hydra_run_dir,866,27697,1238644,1732.13344,True,7675447020662400,17682247,1780706912,/network/scratch/m/michnikr/geometric_scaling_checkpoints_mc_egnn/mc-egnn-hc-96-neutral-epoch/mc_egnn/run_9745361_params_1.1_million/dim_96_step_step=50000.ckpt,legacy_shape,legacy,0.9,dev-equivariant-scaling-laws/analysis_outputs/four_arch_force_scaling_repaired_2026_08_14/four_arch_force_checkpoint_table.csv
egnn,MC-EGNN,96,100000,100000,1055050,1055050.0,True,runs_csv,173280589,checkpoint token_processed,28.09,84.27,1.5406214890718402e+16,0.0080014705545307,0.0424549850198605,0.0193748490514619,0.1236696614954818,0.6235459804982291,0.0026343770475206,0.4508936206738122,True,REPAIRED 2026-08-14: re-evaluated under the legacy_shape mu-P convention (width_mult=num_vectors/10) matching this checkpoint's actual training-time construction. See analysis_outputs/mcegnn_force_eval_repair_2026_08_14/REPORT.md.,,9745361,9745361.0,mc-egnn-hc-96-neutral-epoch,run_9745361_params_1.1_million,outputs/2026-06-05/19-49-19,hydra_run_dir,866,27697,1238644,1732.80589,True,15356853575653800,17682885,1780710502,/network/scratch/m/michnikr/geometric_scaling_checkpoints_mc_egnn/mc-egnn-hc-96-neutral-epoch/mc_egnn/run_9745361_params_1.1_million/dim_96_step_step=100000.ckpt,legacy_shape,legacy,0.9,dev-equivariant-scaling-laws/analysis_outputs/four_arch_force_scaling_repaired_2026_08_14/four_arch_force_checkpoint_table.csv
egnn,MC-EGNN,96,150000,150000,1055050,1055050.0,True,runs_csv,259900012,checkpoint token_processed,28.09,84.27,2.310746667055876e+16,0.0065952552298049,0.0384178560197043,0.0176208745888594,0.1124740425006897,0.5680105539240958,0.0023206567334486,0.4073851275315302,True,REPAIRED 2026-08-14: re-evaluated under the legacy_shape mu-P convention (width_mult=num_vectors/10) matching this checkpoint's actual training-time construction. See analysis_outputs/mcegnn_force_eval_repair_2026_08_14/REPORT.md.,,9745361,9745361.0,mc-egnn-hc-96-neutral-epoch,run_9745361_params_1.1_million,outputs/2026-06-05/19-49-19,hydra_run_dir,866,27697,1238644,1732.6667466666668,True,23033430643490400,17683267,1780714054,/network/scratch/m/michnikr/geometric_scaling_checkpoints_mc_egnn/mc-egnn-hc-96-neutral-epoch/mc_egnn/run_9745361_params_1.1_million/dim_96_step_step=150000.ckpt,legacy_shape,legacy,0.9,dev-equivariant-scaling-laws/analysis_outputs/four_arch_force_scaling_repaired_2026_08_14/four_arch_force_checkpoint_table.csv
egnn,MC-EGNN,96,200000,200000,1055050,1055050.0,True,runs_csv,346540387,checkpoint token_processed,28.09,84.27,3.0810581273097576e+16,0.0059796466101466,0.0362561636778588,0.0166507334964674,0.1062816319079514,0.5424501407056979,0.0021990343172712,0.3845519799513013,True,REPAIRED 2026-08-14: re-evaluated under the legacy_shape mu-P convention (width_mult=num_vectors/10) matching this checkpoint's actual training-time construction. See analysis_outputs/mcegnn_force_eval_repair_2026_08_14/REPORT.md.,,9745361,9745361.0,mc-egnn-hc-96-neutral-epoch,run_9745361_params_1.1_million,outputs/2026-06-05/19-49-19,hydra_run_dir,866,27697,1238644,1732.701935,True,30711864565565400,17683713,1780717628,/network/scratch/m/michnikr/geometric_scaling_checkpoints_mc_egnn/mc-egnn-hc-96-neutral-epoch/mc_egnn/run_9745361_params_1.1_million/dim_96_step_step=200000.ckpt,legacy_shape,legacy,0.9,dev-equivariant-scaling-laws/analysis_outputs/four_arch_force_scaling_repaired_2026_08_14/four_arch_force_checkpoint_table.csv
egnn,MC-EGNN,96,250000,250000,1055050,1055050.0,True,runs_csv,433146846,checkpoint token_processed,28.09,84.27,3.851068043583872e+16,0.0056632424802997,0.0347435236317008,0.0159796631445035,0.1019981898513663,0.5538107140751138,0.0022191220349212,0.3696264566662215,True,REPAIRED 2026-08-14: re-evaluated under the legacy_shape mu-P convention (width_mult=num_vectors/10) matching this checkpoint's actual training-time construction. See analysis_outputs/mcegnn_force_eval_repair_2026_08_14/REPORT.md.,,9745361,9745361.0,mc-egnn-hc-96-neutral-epoch,run_9745361_params_1.1_million,outputs/2026-06-05/19-49-19,hydra_run_dir,866,27697,1238644,1732.587384,True,38387292709273200,17684159,1780721179,/network/scratch/m/michnikr/geometric_scaling_checkpoints_mc_egnn/mc-egnn-hc-96-neutral-epoch/mc_egnn/run_9745361_params_1.1_million/dim_96_step_step=250000.ckpt,legacy_shape,legacy,0.9,dev-equivariant-scaling-laws/analysis_outputs/four_arch_force_scaling_repaired_2026_08_14/four_arch_force_checkpoint_table.csv
egnn,MC-EGNN,96,300000,300000,1055050,1055050.0,True,runs_csv,519815889,checkpoint token_processed,28.09,84.27,4.621634388340995e+16,0.0053541532631745,0.033413004622672,0.0154110219726093,0.0983685532511657,0.5661193873673058,0.0022375611014347,0.3565056572410689,True,REPAIRED 2026-08-14: re-evaluated under the legacy_shape mu-P convention (width_mult=num_vectors/10) matching this checkpoint's actual training-time construction. See analysis_outputs/mcegnn_force_eval_repair_2026_08_14/REPORT.md.,,9745361,9745361.0,mc-egnn-hc-96-neutral-epoch,run_9745361_params_1.1_million,outputs/2026-06-05/19-49-19,hydra_run_dir,866,27697,1238644,1732.71963,True,46068267309913800,17684605,1780724847,/network/scratch/m/michnikr/geometric_scaling_checkpoints_mc_egnn/mc-egnn-hc-96-neutral-epoch/mc_egnn/run_9745361_params_1.1_million/dim_96_step_step=300000.ckpt,legacy_shape,legacy,0.9,dev-equivariant-scaling-laws/analysis_outputs/four_arch_force_scaling_repaired_2026_08_14/four_arch_force_checkpoint_table.csv
egnn,MC-EGNN,96,350000,350000,1055050,1055050.0,True,runs_csv,606439939,checkpoint token_processed,28.09,84.27,5.391800704548713e+16,0.0050887624207802,0.0326581667338693,0.015124354132739,0.0965387524292733,0.5060006675695436,0.0020341781882394,0.3469234492210886,True,REPAIRED 2026-08-14: re-evaluated under the legacy_shape mu-P convention (width_mult=num_vectors/10) matching this checkpoint's actual training-time construction. See analysis_outputs/mcegnn_force_eval_repair_2026_08_14/REPORT.md.,,9745361,9745361.0,mc-egnn-hc-96-neutral-epoch,run_9745361_params_1.1_million,outputs/2026-06-05/19-49-19,hydra_run_dir,866,27697,1238644,1732.68554,True,53745254441923800,17685051,1780728475,/network/scratch/m/michnikr/geometric_scaling_checkpoints_mc_egnn/mc-egnn-hc-96-neutral-epoch/mc_egnn/run_9745361_params_1.1_million/dim_96_step_step=350000.ckpt,legacy_shape,legacy,0.9,dev-equivariant-scaling-laws/analysis_outputs/four_arch_force_scaling_repaired_2026_08_14/four_arch_force_checkpoint_table.csv
egnn,MC-EGNN,96,400000,400000,1055050,1055050.0,True,runs_csv,693063315,checkpoint token_processed,28.09,84.27,6.16196102828555e+16,0.0050492923363035,0.0345340612673525,0.0162522506633689,0.103738115984284,0.4292737919725392,0.0017722195691072,0.3630628083645975,True,REPAIRED 2026-08-14: re-evaluated under the legacy_shape mu-P convention (width_mult=num_vectors/10) matching this checkpoint's actual training-time construction. See analysis_outputs/mcegnn_force_eval_repair_2026_08_14/REPORT.md.,,9745361,9745361.0,mc-egnn-hc-96-neutral-epoch,run_9745361_params_1.1_million,outputs/2026-06-05/19-49-19,hydra_run_dir,866,27697,1238644,1732.6582875,True,61422181841223000,17685433,1780732065,/network/scratch/m/michnikr/geometric_scaling_checkpoints_mc_egnn/mc-egnn-hc-96-neutral-epoch/mc_egnn/run_9745361_params_1.1_million/dim_96_step_step=400000.ckpt,legacy_shape,legacy,0.9,dev-equivariant-scaling-laws/analysis_outputs/four_arch_force_scaling_repaired_2026_08_14/four_arch_force_checkpoint_table.csv
egnn,MC-EGNN,96,450000,450000,1055050,1055050.0,True,runs_csv,779691165,checkpoint token_processed,28.09,84.27,6.9321611299373976e+16,0.0048411353709021,0.0310313710749286,0.0143066826199125,0.0913195551629016,0.4149471247271907,0.0017163564406542,0.3274772751558299,True,REPAIRED 2026-08-14: re-evaluated under the legacy_shape mu-P convention (width_mult=num_vectors/10) matching this checkpoint's actual training-time construction. See analysis_outputs/mcegnn_force_eval_repair_2026_08_14/REPORT.md.,,9745361,9745361.0,mc-egnn-hc-96-neutral-epoch,run_9745361_params_1.1_million,outputs/2026-06-05/19-49-19,hydra_run_dir,866,27697,1238644,1732.6470333333334,True,69099505745193000,17685879,1780735564,/network/scratch/m/michnikr/geometric_scaling_checkpoints_mc_egnn/mc-egnn-hc-96-neutral-epoch/mc_egnn/run_9745361_params_1.1_million/dim_96_step_step=450000.ckpt,legacy_shape,legacy,0.9,dev-equivariant-scaling-laws/analysis_outputs/four_arch_force_scaling_repaired_2026_08_14/four_arch_force_checkpoint_table.csv
egnn,MC-EGNN,96,500000,500000,1055050,1055050.0,True,runs_csv,866324237,checkpoint token_processed,28.09,84.27,7.702407659902205e+16,0.0048587588650092,0.0345713819159887,0.0164124247955697,0.1047605074701215,0.4501751757487138,0.0018133003140722,0.3638468223006096,True,REPAIRED 2026-08-14: re-evaluated under the legacy_shape mu-P convention (width_mult=num_vectors/10) matching this checkpoint's actual training-time construction. See analysis_outputs/mcegnn_force_eval_repair_2026_08_14/REPORT.md.,,9745361,9745361.0,mc-egnn-hc-96-neutral-epoch,run_9745361_params_1.1_million,outputs/2026-06-05/19-49-19,hydra_run_dir,866,27697,1238644,1732.648474,True,76777292444735400,17686325,1780739218,/network/scratch/m/michnikr/geometric_scaling_checkpoints_mc_egnn/mc-egnn-hc-96-neutral-epoch/mc_egnn/run_9745361_params_1.1_million/dim_96_step_step=500000.ckpt,legacy_shape,legacy,0.9,dev-equivariant-scaling-laws/analysis_outputs/four_arch_force_scaling_repaired_2026_08_14/four_arch_force_checkpoint_table.csv
egnn,MC-EGNN,160,50000,50000,2745453,2745453.0,True,runs_csv,86655403,checkpoint token_processed,28.09,84.27,2.0048535485890748e+16,0.0089512619869589,0.0456416491036223,0.0208973440158072,0.1333877468528979,0.5961737276741044,0.0025928607291846,0.48234509832807,True,REPAIRED 2026-08-14: re-evaluated under the legacy_shape mu-P convention (width_mult=num_vectors/10) matching this checkpoint's actual training-time construction. See analysis_outputs/mcegnn_force_eval_repair_2026_08_14/REPORT.md.,,9745362,9745362.0,mc-egnn-hc-160-neutral-epoch,run_9745362_params_2.7_million,outputs/2026-06-05/21-12-51,hydra_run_dir,866,27697,1238644,1733.10806,True,19984300235134956,37967175,1780712950,/network/scratch/m/michnikr/geometric_scaling_checkpoints_mc_egnn/mc-egnn-hc-160-neutral-epoch/mc_egnn/run_9745362_params_2.7_million/dim_160_step_step=50000.ckpt,legacy_shape,legacy,1.2,dev-equivariant-scaling-laws/analysis_outputs/four_arch_force_scaling_repaired_2026_08_14/four_arch_force_checkpoint_table.csv
egnn,MC-EGNN,160,100000,100000,2745453,2745453.0,True,runs_csv,173297293,checkpoint token_processed,28.09,84.27,4.00939446132321e+16,0.0064024224570322,0.0378151454061579,0.0175191372478967,0.111824653053325,0.489608256804475,0.0020920369680271,0.3990718237418513,True,REPAIRED 2026-08-14: re-evaluated under the legacy_shape mu-P convention (width_mult=num_vectors/10) matching this checkpoint's actual training-time construction. See analysis_outputs/mcegnn_force_eval_repair_2026_08_14/REPORT.md.,,9745362,9745362.0,mc-egnn-hc-160-neutral-epoch,run_9745362_params_2.7_million,outputs/2026-06-05/21-12-51,hydra_run_dir,866,27697,1238644,1732.97293,True,39965484128533236,37967813,1780717602,/network/scratch/m/michnikr/geometric_scaling_checkpoints_mc_egnn/mc-egnn-hc-160-neutral-epoch/mc_egnn/run_9745362_params_2.7_million/dim_160_step_step=100000.ckpt,legacy_shape,legacy,1.2,dev-equivariant-scaling-laws/analysis_outputs/four_arch_force_scaling_repaired_2026_08_14/four_arch_force_checkpoint_table.csv
egnn,MC-EGNN,160,150000,150000,2745453,2745453.0,True,runs_csv,259881596,checkpoint token_processed,28.09,84.27,6.01260304511644e+16,0.0054646262848764,0.0338782712227856,0.0156860570662064,0.1001241022535959,0.4511510405784116,0.0019050823192151,0.3578335354200083,True,REPAIRED 2026-08-14: re-evaluated under the legacy_shape mu-P convention (width_mult=num_vectors/10) matching this checkpoint's actual training-time construction. See analysis_outputs/mcegnn_force_eval_repair_2026_08_14/REPORT.md.,,9745362,9745362.0,mc-egnn-hc-160-neutral-epoch,run_9745362_params_2.7_million,outputs/2026-06-05/21-12-51,hydra_run_dir,866,27697,1238644,1732.5439733333333,True,59933387420170992,37968259,1780722253,/network/scratch/m/michnikr/geometric_scaling_checkpoints_mc_egnn/mc-egnn-hc-160-neutral-epoch/mc_egnn/run_9745362_params_2.7_million/dim_160_step_step=150000.ckpt,legacy_shape,legacy,1.2,dev-equivariant-scaling-laws/analysis_outputs/four_arch_force_scaling_repaired_2026_08_14/four_arch_force_checkpoint_table.csv
egnn,MC-EGNN,160,200000,200000,2745453,2745453.0,True,runs_csv,346539794,checkpoint token_processed,28.09,84.27,8.01752125863666e+16,0.0052148564676318,0.0315582341112316,0.0145649078572544,0.0929678068528549,0.4058805040791459,0.0017240992822527,0.3328233339348442,True,REPAIRED 2026-08-14: re-evaluated under the legacy_shape mu-P convention (width_mult=num_vectors/10) matching this checkpoint's actual training-time construction. See analysis_outputs/mcegnn_force_eval_repair_2026_08_14/REPORT.md.,,9745362,9745362.0,mc-egnn-hc-160-neutral-epoch,run_9745362_params_2.7_million,outputs/2026-06-05/21-12-51,hydra_run_dir,866,27697,1238644,1732.69897,True,79918332232761288,37968705,1780726977,/network/scratch/m/michnikr/geometric_scaling_checkpoints_mc_egnn/mc-egnn-hc-160-neutral-epoch/mc_egnn/run_9745362_params_2.7_million/dim_160_step_step=200000.ckpt,legacy_shape,legacy,1.2,dev-equivariant-scaling-laws/analysis_outputs/four_arch_force_scaling_repaired_2026_08_14/four_arch_force_checkpoint_table.csv
egnn,MC-EGNN,160,250000,250000,2745453,2745453.0,True,runs_csv,433156720,checkpoint token_processed,28.09,84.27,1.0021484605953587e+17,0.0072473548946893,0.0302949711663205,0.0138347870425316,0.0883074456924792,0.3804297741958505,0.0016260813202764,0.3192105248659703,True,REPAIRED 2026-08-14: re-evaluated under the legacy_shape mu-P convention (width_mult=num_vectors/10) matching this checkpoint's actual training-time construction. See analysis_outputs/mcegnn_force_eval_repair_2026_08_14/REPORT.md.,,9745362,9745362.0,mc-egnn-hc-160-neutral-epoch,run_9745362_params_2.7_million,outputs/2026-06-05/21-12-51,hydra_run_dir,866,27697,1238644,1732.62688,True,99893758977109440,37969087,1780731679,/network/scratch/m/michnikr/geometric_scaling_checkpoints_mc_egnn/mc-egnn-hc-160-neutral-epoch/mc_egnn/run_9745362_params_2.7_million/dim_160_step_step=250000.ckpt,legacy_shape,legacy,1.2,dev-equivariant-scaling-laws/analysis_outputs/four_arch_force_scaling_repaired_2026_08_14/four_arch_force_checkpoint_table.csv
egnn,MC-EGNN,160,300000,300000,2745453,2745453.0,True,runs_csv,519819133,checkpoint token_processed,28.09,84.27,1.2026500337429005e+17,0.0045521875302867,0.0286530177377801,0.0132546554895578,0.0846044659898476,0.3702663805069053,0.0015511246806485,0.302041424184287,True,REPAIRED 2026-08-14: re-evaluated under the legacy_shape mu-P convention (width_mult=num_vectors/10) matching this checkpoint's actual training-time construction. See analysis_outputs/mcegnn_force_eval_repair_2026_08_14/REPORT.md.,,9745362,9745362.0,mc-egnn-hc-160-neutral-epoch,run_9745362_params_2.7_million,outputs/2026-06-05/21-12-51,hydra_run_dir,866,27697,1238644,1732.7304433333334,True,119879675844788916,37969533,1780736293,/network/scratch/m/michnikr/geometric_scaling_checkpoints_mc_egnn/mc-egnn-hc-160-neutral-epoch/mc_egnn/run_9745362_params_2.7_million/dim_160_step_step=300000.ckpt,legacy_shape,legacy,1.2,dev-equivariant-scaling-laws/analysis_outputs/four_arch_force_scaling_repaired_2026_08_14/four_arch_force_checkpoint_table.csv
egnn,MC-EGNN,160,350000,350000,2745453,2745453.0,True,runs_csv,606471481,checkpoint token_processed,28.09,84.27,1.40312832057445e+17,0.0040094826406639,0.027643363727106,0.0128696666097066,0.0821470819697575,0.3728492920207372,0.0015369707928334,0.2918033451993958,True,REPAIRED 2026-08-14: re-evaluated under the legacy_shape mu-P convention (width_mult=num_vectors/10) matching this checkpoint's actual training-time construction. See analysis_outputs/mcegnn_force_eval_repair_2026_08_14/REPORT.md.,,9745362,9745362.0,mc-egnn-hc-160-neutral-epoch,run_9745362_params_2.7_million,outputs/2026-06-05/21-12-51,hydra_run_dir,866,27697,1238644,1732.77566,True,139863271541775012,37969979,1780741007,/network/scratch/m/michnikr/geometric_scaling_checkpoints_mc_egnn/mc-egnn-hc-160-neutral-epoch/mc_egnn/run_9745362_params_2.7_million/dim_160_step_step=350000.ckpt,legacy_shape,legacy,1.2,dev-equivariant-scaling-laws/analysis_outputs/four_arch_force_scaling_repaired_2026_08_14/four_arch_force_checkpoint_table.csv
egnn,MC-EGNN,160,400000,400000,2745453,2745453.0,True,runs_csv,693092019,checkpoint token_processed,28.09,84.27,1.603533012004937e+17,0.0038754822057255,0.0272854024406703,0.0127288824733378,0.0812484568273154,0.3611195416772613,0.0014881047144086,0.2877350715507902,True,REPAIRED 2026-08-14: re-evaluated under the legacy_shape mu-P convention (width_mult=num_vectors/10) matching this checkpoint's actual training-time construction. See analysis_outputs/mcegnn_force_eval_repair_2026_08_14/REPORT.md.,,9745362,9745362.0,mc-egnn-hc-160-neutral-epoch,run_9745362_params_2.7_million,outputs/2026-06-05/21-12-51,hydra_run_dir,866,27697,1238644,1732.7300475,True,159839531278526988,37970425,1780745656,/network/scratch/m/michnikr/geometric_scaling_checkpoints_mc_egnn/mc-egnn-hc-160-neutral-epoch/mc_egnn/run_9745362_params_2.7_million/dim_160_step_step=400000.ckpt,legacy_shape,legacy,1.2,dev-equivariant-scaling-laws/analysis_outputs/four_arch_force_scaling_repaired_2026_08_14/four_arch_force_checkpoint_table.csv
egnn,MC-EGNN,160,450000,450000,2745453,2745453.0,True,runs_csv,779650020,checkpoint token_processed,28.09,84.27,1.80379301825478e+17,0.0039124708634053,0.0268237111319983,0.0125543712202665,0.0801345514989615,0.3480957445213205,0.0014257388570271,0.2824944998902552,True,REPAIRED 2026-08-14: re-evaluated under the legacy_shape mu-P convention (width_mult=num_vectors/10) matching this checkpoint's actual training-time construction. See analysis_outputs/mcegnn_force_eval_repair_2026_08_14/REPORT.md.,,9745362,9745362.0,mc-egnn-hc-160-neutral-epoch,run_9745362_params_2.7_million,outputs/2026-06-05/21-12-51,hydra_run_dir,866,27697,1238644,1732.5556,True,179801368854161040,37970871,1780750320,/network/scratch/m/michnikr/geometric_scaling_checkpoints_mc_egnn/mc-egnn-hc-160-neutral-epoch/mc_egnn/run_9745362_params_2.7_million/dim_160_step_step=450000.ckpt,legacy_shape,legacy,1.2,dev-equivariant-scaling-laws/analysis_outputs/four_arch_force_scaling_repaired_2026_08_14/four_arch_force_checkpoint_table.csv
egnn,MC-EGNN,160,500000,500000,2745453,2745453.0,True,runs_csv,866353856,checkpoint token_processed,28.09,84.27,2.0043904273752304e+17,0.004083317003419,0.0256191702692943,0.0118841658579097,0.0758566306710381,0.350175567263819,0.0014339624590204,0.2705313272831486,True,REPAIRED 2026-08-14: re-evaluated under the legacy_shape mu-P convention (width_mult=num_vectors/10) matching this checkpoint's actual training-time construction. See analysis_outputs/mcegnn_force_eval_repair_2026_08_14/REPORT.md.,,9745362,9745362.0,mc-egnn-hc-160-neutral-epoch,run_9745362_params_2.7_million,outputs/2026-06-05/21-12-51,hydra_run_dir,866,27697,1238644,1732.707712,True,199796838613408512,37971317,1780754919,/network/scratch/m/michnikr/geometric_scaling_checkpoints_mc_egnn/mc-egnn-hc-160-neutral-epoch/mc_egnn/run_9745362_params_2.7_million/dim_160_step_step=500000.ckpt,legacy_shape,legacy,1.2,dev-equivariant-scaling-laws/analysis_outputs/four_arch_force_scaling_repaired_2026_08_14/four_arch_force_checkpoint_table.csv
egnn,MC-EGNN,320,50000,50000,10372498,10372498.0,True,runs_csv,86696240,checkpoint token_processed,28.09,84.27,7.57803516601537e+16,0.0072407223206006,0.0401642815474481,0.0185635253232425,0.1184909821382571,0.5096749504189293,0.0021992632745513,0.4236354482199945,True,REPAIRED 2026-08-14: re-evaluated under the legacy_shape mu-P convention (width_mult=num_vectors/10) matching this checkpoint's actual training-time construction. See analysis_outputs/mcegnn_force_eval_repair_2026_08_14/REPORT.md.,,9745363,9745363.0,mc-egnn-hc-320-neutral-epoch,run_9745363_params_10.4_million,outputs/2026-06-05/22-20-01,hydra_run_dir,866,27697,1238644,1733.9248,True,75537552384631680,129493319,1780720650,/network/scratch/m/michnikr/geometric_scaling_checkpoints_mc_egnn/mc-egnn-hc-320-neutral-epoch/mc_egnn/run_9745363_params_10.4_million/dim_320_step_step=50000.ckpt,legacy_shape,legacy,1.7,dev-equivariant-scaling-laws/analysis_outputs/four_arch_force_scaling_repaired_2026_08_14/four_arch_force_checkpoint_table.csv
egnn,MC-EGNN,320,100000,100000,10372498,10372498.0,True,runs_csv,173332321,checkpoint token_processed,28.09,84.27,1.5150811891554518e+17,0.0051743517114671,0.0328133378788725,0.0152787059756733,0.0975239802427228,0.4202915223758435,0.0017980738835625,0.346114117624351,True,REPAIRED 2026-08-14: re-evaluated under the legacy_shape mu-P convention (width_mult=num_vectors/10) matching this checkpoint's actual training-time construction. See analysis_outputs/mcegnn_force_eval_repair_2026_08_14/REPORT.md.,,9745363,9745363.0,mc-egnn-hc-320-neutral-epoch,run_9745363_params_10.4_million,outputs/2026-06-05/22-20-01,hydra_run_dir,866,27697,1238644,1733.32321,True,151022688844260072,129493957,1780728951,/network/scratch/m/michnikr/geometric_scaling_checkpoints_mc_egnn/mc-egnn-hc-320-neutral-epoch/mc_egnn/run_9745363_params_10.4_million/dim_320_step_step=100000.ckpt,legacy_shape,legacy,1.7,dev-equivariant-scaling-laws/analysis_outputs/four_arch_force_scaling_repaired_2026_08_14/four_arch_force_checkpoint_table.csv
egnn,MC-EGNN,320,150000,150000,10372498,10372498.0,True,runs_csv,259936882,checkpoint token_processed,28.09,84.27,2.2720833484132506e+17,0.004278055699241,0.0288557171989361,0.0134659123498615,0.0859529185291663,0.358858550031934,0.0015370310025421,0.3039274820147833,True,REPAIRED 2026-08-14: re-evaluated under the legacy_shape mu-P convention (width_mult=num_vectors/10) matching this checkpoint's actual training-time construction. See analysis_outputs/mcegnn_force_eval_repair_2026_08_14/REPORT.md.,,9745363,9745363.0,mc-egnn-hc-320-neutral-epoch,run_9745363_params_10.4_million,outputs/2026-06-05/22-20-01,hydra_run_dir,866,27697,1238644,1732.912546666667,True,226480362248383824,129494403,1780737183,/network/scratch/m/michnikr/geometric_scaling_checkpoints_mc_egnn/mc-egnn-hc-320-neutral-epoch/mc_egnn/run_9745363_params_10.4_million/dim_320_step_step=150000.ckpt,legacy_shape,legacy,1.7,dev-equivariant-scaling-laws/analysis_outputs/four_arch_force_scaling_repaired_2026_08_14/four_arch_force_checkpoint_table.csv
egnn,MC-EGNN,320,200000,200000,10372498,10372498.0,True,runs_csv,346553920,checkpoint token_processed,28.09,84.27,3.029194567931063e+17,0.0038120470905846,0.0266574784730481,0.0124762224389749,0.079635727827977,0.3372706613109789,0.0014102603546795,0.2806773882772769,True,REPAIRED 2026-08-14: re-evaluated under the legacy_shape mu-P convention (width_mult=num_vectors/10) matching this checkpoint's actual training-time construction. See analysis_outputs/mcegnn_force_eval_repair_2026_08_14/REPORT.md.,,9745363,9745363.0,mc-egnn-hc-320-neutral-epoch,run_9745363_params_10.4_million,outputs/2026-06-05/22-20-01,hydra_run_dir,866,27697,1238644,1732.7696,True,301948906735741440,129494849,1780745337,/network/scratch/m/michnikr/geometric_scaling_checkpoints_mc_egnn/mc-egnn-hc-320-neutral-epoch/mc_egnn/run_9745363_params_10.4_million/dim_320_step_step=200000.ckpt,legacy_shape,legacy,1.7,dev-equivariant-scaling-laws/analysis_outputs/four_arch_force_scaling_repaired_2026_08_14/four_arch_force_checkpoint_table.csv
egnn,MC-EGNN,320,250000,250000,10372498,10372498.0,True,runs_csv,433116378,checkpoint token_processed,28.09,84.27,3.78582870890503e+17,0.0034946079534482,0.025286876200752,0.0118662423047818,0.0757422246314223,0.3402097964568997,0.0014002025237642,0.2668707872451634,True,REPAIRED 2026-08-14: re-evaluated under the legacy_shape mu-P convention (width_mult=num_vectors/10) matching this checkpoint's actual training-time construction. See analysis_outputs/mcegnn_force_eval_repair_2026_08_14/REPORT.md.,,9745363,9745363.0,mc-egnn-hc-320-neutral-epoch,run_9745363_params_10.4_million,outputs/2026-06-05/22-20-01,hydra_run_dir,866,27697,1238644,1732.465512,True,377369896224068496,129495231,1780753475,/network/scratch/m/michnikr/geometric_scaling_checkpoints_mc_egnn/mc-egnn-hc-320-neutral-epoch/mc_egnn/run_9745363_params_10.4_million/dim_320_step_step=250000.ckpt,legacy_shape,legacy,1.7,dev-equivariant-scaling-laws/analysis_outputs/four_arch_force_scaling_repaired_2026_08_14/four_arch_force_checkpoint_table.csv
egnn,MC-EGNN,320,300000,300000,10372498,10372498.0,True,runs_csv,519766593,checkpoint token_processed,28.09,84.27,4.543229925396993e+17,0.0032725361349651,0.023931516325811,0.0112474444777501,0.0717924381014794,0.3343361494826114,0.0013703501307567,0.2530186645656783,True,REPAIRED 2026-08-14: re-evaluated under the legacy_shape mu-P convention (width_mult=num_vectors/10) matching this checkpoint's actual training-time construction. See analysis_outputs/mcegnn_force_eval_repair_2026_08_14/REPORT.md.,,9745363,9745363.0,mc-egnn-hc-320-neutral-epoch,run_9745363_params_10.4_million,outputs/2026-06-05/22-20-01,hydra_run_dir,866,27697,1238644,1732.55531,True,452867347494182376,129495677,1780761607,/network/scratch/m/michnikr/geometric_scaling_checkpoints_mc_egnn/mc-egnn-hc-320-neutral-epoch/mc_egnn/run_9745363_params_10.4_million/dim_320_step_step=300000.ckpt,legacy_shape,legacy,1.7,dev-equivariant-scaling-laws/analysis_outputs/four_arch_force_scaling_repaired_2026_08_14/four_arch_force_checkpoint_table.csv
