architecture,checkpoint_state,budget_tier,m,n_train,ridge_setting,ridge_value,target,test_nmse_median,test_nmse_mean,split_count,source_file
MPNN,dense-grid-CROSS,CROSS,1024,512,rho_1e-06,1e-06,common,0.2106425196558766,0.2325222513501759,20,upstream-analysis/analysis_outputs/dense_grid_claim1_2026_08_23/krr/krr_learning_curves_dense_m1024.csv
MPNN,dense-grid-CROSS,CROSS,1024,512,rho_1e-08,1e-08,common,0.21064266792063963,0.23252249403942726,20,upstream-analysis/analysis_outputs/dense_grid_claim1_2026_08_23/krr/krr_learning_curves_dense_m1024.csv
MPNN,dense-grid-CROSS,CROSS,1024,512,ridgeless,0.0,common,0.21064266941838578,0.23252249649097392,20,upstream-analysis/analysis_outputs/dense_grid_claim1_2026_08_23/krr/krr_learning_curves_dense_m1024.csv
MC-EGNN,dense-grid-FITX,FITX,1024,32,rho_0.0001,0.0001,common,0.5046252591318021,0.45804136499693165,20,upstream-analysis/analysis_outputs/dense_grid_claim1_2026_08_23/krr/krr_learning_curves_dense_m1024.csv
MC-EGNN,dense-grid-FITX,FITX,1024,32,rho_0.01,0.01,common,0.545808431317442,0.4884753491722755,20,upstream-analysis/analysis_outputs/dense_grid_claim1_2026_08_23/krr/krr_learning_curves_dense_m1024.csv
MC-EGNN,dense-grid-FITX,FITX,1024,32,rho_0.1,0.1,common,0.6540029723729661,0.5957548216785927,20,upstream-analysis/analysis_outputs/dense_grid_claim1_2026_08_23/krr/krr_learning_curves_dense_m1024.csv
MC-EGNN,dense-grid-FITX,FITX,1024,32,rho_1e-06,1e-06,common,0.5042251051928397,0.45786832274886297,20,upstream-analysis/analysis_outputs/dense_grid_claim1_2026_08_23/krr/krr_learning_curves_dense_m1024.csv
MC-EGNN,dense-grid-FITX,FITX,1024,32,rho_1e-08,1e-08,common,0.5042128162988568,0.45774848208112723,20,upstream-analysis/analysis_outputs/dense_grid_claim1_2026_08_23/krr/krr_learning_curves_dense_m1024.csv
MC-EGNN,dense-grid-FITX,FITX,1024,32,ridgeless,0.0,common,0.5042126860552706,0.4578043967099868,20,upstream-analysis/analysis_outputs/dense_grid_claim1_2026_08_23/krr/krr_learning_curves_dense_m1024.csv
MC-EGNN,dense-grid-FITX,FITX,1024,64,rho_0.0001,0.0001,common,0.2731070276311306,0.28363198873068346,20,upstream-analysis/analysis_outputs/dense_grid_claim1_2026_08_23/krr/krr_learning_curves_dense_m1024.csv
MC-EGNN,dense-grid-FITX,FITX,1024,64,rho_0.01,0.01,common,0.29600780116439807,0.31387023698432415,20,upstream-analysis/analysis_outputs/dense_grid_claim1_2026_08_23/krr/krr_learning_curves_dense_m1024.csv
MC-EGNN,dense-grid-FITX,FITX,1024,64,rho_0.1,0.1,common,0.3801334445971269,0.4114706910303445,20,upstream-analysis/analysis_outputs/dense_grid_claim1_2026_08_23/krr/krr_learning_curves_dense_m1024.csv
MC-EGNN,dense-grid-FITX,FITX,1024,64,rho_1e-06,1e-06,common,0.2731864786497912,0.2832323816314318,20,upstream-analysis/analysis_outputs/dense_grid_claim1_2026_08_23/krr/krr_learning_curves_dense_m1024.csv
MC-EGNN,dense-grid-FITX,FITX,1024,64,rho_1e-08,1e-08,common,0.27317218673768,0.28296781983677455,20,upstream-analysis/analysis_outputs/dense_grid_claim1_2026_08_23/krr/krr_learning_curves_dense_m1024.csv
MC-EGNN,dense-grid-FITX,FITX,1024,64,ridgeless,0.0,common,0.27319241945052125,0.2829922444672651,20,upstream-analysis/analysis_outputs/dense_grid_claim1_2026_08_23/krr/krr_learning_curves_dense_m1024.csv
MC-EGNN,dense-grid-FITX,FITX,1024,128,rho_0.0001,0.0001,common,0.1398327765847065,0.1586526659251603,20,upstream-analysis/analysis_outputs/dense_grid_claim1_2026_08_23/krr/krr_learning_curves_dense_m1024.csv
MC-EGNN,dense-grid-FITX,FITX,1024,128,rho_0.01,0.01,common,0.16664845050042737,0.18274709972222355,20,upstream-analysis/analysis_outputs/dense_grid_claim1_2026_08_23/krr/krr_learning_curves_dense_m1024.csv
MC-EGNN,dense-grid-FITX,FITX,1024,128,rho_0.1,0.1,common,0.2450773153540226,0.25466224669800536,20,upstream-analysis/analysis_outputs/dense_grid_claim1_2026_08_23/krr/krr_learning_curves_dense_m1024.csv
MC-EGNN,dense-grid-FITX,FITX,1024,128,rho_1e-06,1e-06,common,0.1384884551325174,0.15801485652766675,20,upstream-analysis/analysis_outputs/dense_grid_claim1_2026_08_23/krr/krr_learning_curves_dense_m1024.csv
MC-EGNN,dense-grid-FITX,FITX,1024,128,rho_1e-08,1e-08,common,0.13813414065958407,0.15766130007685047,20,upstream-analysis/analysis_outputs/dense_grid_claim1_2026_08_23/krr/krr_learning_curves_dense_m1024.csv
MC-EGNN,dense-grid-FITX,FITX,1024,128,ridgeless,0.0,common,0.1381225207156251,0.15765535048023477,20,upstream-analysis/analysis_outputs/dense_grid_claim1_2026_08_23/krr/krr_learning_curves_dense_m1024.csv
MC-EGNN,dense-grid-FITX,FITX,1024,256,rho_0.0001,0.0001,common,0.065397897687349,0.07307524624310031,20,upstream-analysis/analysis_outputs/dense_grid_claim1_2026_08_23/krr/krr_learning_curves_dense_m1024.csv
MC-EGNN,dense-grid-FITX,FITX,1024,256,rho_0.01,0.01,common,0.0748796371034825,0.08560352352660412,20,upstream-analysis/analysis_outputs/dense_grid_claim1_2026_08_23/krr/krr_learning_curves_dense_m1024.csv
MC-EGNN,dense-grid-FITX,FITX,1024,256,rho_0.1,0.1,common,0.11859658130686729,0.12984684704023208,20,upstream-analysis/analysis_outputs/dense_grid_claim1_2026_08_23/krr/krr_learning_curves_dense_m1024.csv
MC-EGNN,dense-grid-FITX,FITX,1024,256,rho_1e-06,1e-06,common,0.06578694717153763,0.07336189325740376,20,upstream-analysis/analysis_outputs/dense_grid_claim1_2026_08_23/krr/krr_learning_curves_dense_m1024.csv
MC-EGNN,dense-grid-FITX,FITX,1024,256,rho_1e-08,1e-08,common,0.06522192785184153,0.0733746189330279,20,upstream-analysis/analysis_outputs/dense_grid_claim1_2026_08_23/krr/krr_learning_curves_dense_m1024.csv
MC-EGNN,dense-grid-FITX,FITX,1024,256,ridgeless,0.0,common,0.06519990330520065,0.07333341233965021,20,upstream-analysis/analysis_outputs/dense_grid_claim1_2026_08_23/krr/krr_learning_curves_dense_m1024.csv
MC-EGNN,dense-grid-FITX,FITX,1024,512,rho_0.0001,0.0001,common,0.03566745603971153,0.03985997115939723,20,upstream-analysis/analysis_outputs/dense_grid_claim1_2026_08_23/krr/krr_learning_curves_dense_m1024.csv
MC-EGNN,dense-grid-FITX,FITX,1024,512,rho_0.01,0.01,common,0.0415152029945204,0.042803674747499604,20,upstream-analysis/analysis_outputs/dense_grid_claim1_2026_08_23/krr/krr_learning_curves_dense_m1024.csv
MC-EGNN,dense-grid-FITX,FITX,1024,512,rho_0.1,0.1,common,0.06527942713898756,0.06424570161177802,20,upstream-analysis/analysis_outputs/dense_grid_claim1_2026_08_23/krr/krr_learning_curves_dense_m1024.csv
MC-EGNN,dense-grid-FITX,FITX,1024,512,rho_1e-06,1e-06,common,0.037547952269166046,0.04077866386894831,20,upstream-analysis/analysis_outputs/dense_grid_claim1_2026_08_23/krr/krr_learning_curves_dense_m1024.csv
MC-EGNN,dense-grid-FITX,FITX,1024,512,rho_1e-08,1e-08,common,0.03746461230092698,0.04080812413898223,20,upstream-analysis/analysis_outputs/dense_grid_claim1_2026_08_23/krr/krr_learning_curves_dense_m1024.csv
MC-EGNN,dense-grid-FITX,FITX,1024,512,ridgeless,0.0,common,0.03755345622839208,0.040882102520659255,20,upstream-analysis/analysis_outputs/dense_grid_claim1_2026_08_23/krr/krr_learning_curves_dense_m1024.csv
eSEN,dense-grid-FITX,FITX,1024,32,rho_0.0001,0.0001,common,0.16648130817756218,0.16200833594367842,20,upstream-analysis/analysis_outputs/dense_grid_claim1_2026_08_23/krr/krr_learning_curves_dense_m1024.csv
eSEN,dense-grid-FITX,FITX,1024,32,rho_0.01,0.01,common,0.1834792542777478,0.17839114953841817,20,upstream-analysis/analysis_outputs/dense_grid_claim1_2026_08_23/krr/krr_learning_curves_dense_m1024.csv
eSEN,dense-grid-FITX,FITX,1024,32,rho_0.1,0.1,common,0.25527640730607537,0.23820820882230173,20,upstream-analysis/analysis_outputs/dense_grid_claim1_2026_08_23/krr/krr_learning_curves_dense_m1024.csv
eSEN,dense-grid-FITX,FITX,1024,32,rho_1e-06,1e-06,common,0.16618607718679967,0.16168980724137633,20,upstream-analysis/analysis_outputs/dense_grid_claim1_2026_08_23/krr/krr_learning_curves_dense_m1024.csv
eSEN,dense-grid-FITX,FITX,1024,32,rho_1e-08,1e-08,common,0.16618278596508246,0.16168662135513295,20,upstream-analysis/analysis_outputs/dense_grid_claim1_2026_08_23/krr/krr_learning_curves_dense_m1024.csv
eSEN,dense-grid-FITX,FITX,1024,32,ridgeless,0.0,common,0.1661827526616716,0.16168658919781342,20,upstream-analysis/analysis_outputs/dense_grid_claim1_2026_08_23/krr/krr_learning_curves_dense_m1024.csv
eSEN,dense-grid-FITX,FITX,1024,64,rho_0.0001,0.0001,common,0.06437366992972088,0.07360170478678499,20,upstream-analysis/analysis_outputs/dense_grid_claim1_2026_08_23/krr/krr_learning_curves_dense_m1024.csv
eSEN,dense-grid-FITX,FITX,1024,64,rho_0.01,0.01,common,0.06832378954961058,0.08057248331021877,20,upstream-analysis/analysis_outputs/dense_grid_claim1_2026_08_23/krr/krr_learning_curves_dense_m1024.csv
eSEN,dense-grid-FITX,FITX,1024,64,rho_0.1,0.1,common,0.09070885271258217,0.10684334338157239,20,upstream-analysis/analysis_outputs/dense_grid_claim1_2026_08_23/krr/krr_learning_curves_dense_m1024.csv
eSEN,dense-grid-FITX,FITX,1024,64,rho_1e-06,1e-06,common,0.06421087274432255,0.07343435428404707,20,upstream-analysis/analysis_outputs/dense_grid_claim1_2026_08_23/krr/krr_learning_curves_dense_m1024.csv
eSEN,dense-grid-FITX,FITX,1024,64,rho_1e-08,1e-08,common,0.06421066491370725,0.07343337914458706,20,upstream-analysis/analysis_outputs/dense_grid_claim1_2026_08_23/krr/krr_learning_curves_dense_m1024.csv
eSEN,dense-grid-FITX,FITX,1024,64,ridgeless,0.0,common,0.06421066328265651,0.07343342472151908,20,upstream-analysis/analysis_outputs/dense_grid_claim1_2026_08_23/krr/krr_learning_curves_dense_m1024.csv
eSEN,dense-grid-FITX,FITX,1024,128,rho_0.0001,0.0001,common,0.028146586024347154,0.03522188643935673,20,upstream-analysis/analysis_outputs/dense_grid_claim1_2026_08_23/krr/krr_learning_curves_dense_m1024.csv
eSEN,dense-grid-FITX,FITX,1024,128,rho_0.01,0.01,common,0.029724844823023025,0.03839882295981996,20,upstream-analysis/analysis_outputs/dense_grid_claim1_2026_08_23/krr/krr_learning_curves_dense_m1024.csv
eSEN,dense-grid-FITX,FITX,1024,128,rho_0.1,0.1,common,0.03527617288264741,0.04905018686676893,20,upstream-analysis/analysis_outputs/dense_grid_claim1_2026_08_23/krr/krr_learning_curves_dense_m1024.csv
eSEN,dense-grid-FITX,FITX,1024,128,rho_1e-06,1e-06,common,0.02803450223851258,0.0351162742590601,20,upstream-analysis/analysis_outputs/dense_grid_claim1_2026_08_23/krr/krr_learning_curves_dense_m1024.csv
eSEN,dense-grid-FITX,FITX,1024,128,rho_1e-08,1e-08,common,0.028032705121891127,0.03511375306354784,20,upstream-analysis/analysis_outputs/dense_grid_claim1_2026_08_23/krr/krr_learning_curves_dense_m1024.csv
eSEN,dense-grid-FITX,FITX,1024,128,ridgeless,0.0,common,0.028032686725865466,0.03511372902690575,20,upstream-analysis/analysis_outputs/dense_grid_claim1_2026_08_23/krr/krr_learning_curves_dense_m1024.csv
eSEN,dense-grid-FITX,FITX,1024,256,rho_0.0001,0.0001,common,0.012545461631858098,0.017628583988732568,20,upstream-analysis/analysis_outputs/dense_grid_claim1_2026_08_23/krr/krr_learning_curves_dense_m1024.csv
eSEN,dense-grid-FITX,FITX,1024,256,rho_0.01,0.01,common,0.013606866254951912,0.019194402731391308,20,upstream-analysis/analysis_outputs/dense_grid_claim1_2026_08_23/krr/krr_learning_curves_dense_m1024.csv
eSEN,dense-grid-FITX,FITX,1024,256,rho_0.1,0.1,common,0.016167381399959282,0.023163992616252897,20,upstream-analysis/analysis_outputs/dense_grid_claim1_2026_08_23/krr/krr_learning_curves_dense_m1024.csv
eSEN,dense-grid-FITX,FITX,1024,256,rho_1e-06,1e-06,common,0.012471559369384062,0.017550291826391052,20,upstream-analysis/analysis_outputs/dense_grid_claim1_2026_08_23/krr/krr_learning_curves_dense_m1024.csv
eSEN,dense-grid-FITX,FITX,1024,256,rho_1e-08,1e-08,common,0.012470526834412653,0.017543559680173328,20,upstream-analysis/analysis_outputs/dense_grid_claim1_2026_08_23/krr/krr_learning_curves_dense_m1024.csv
eSEN,dense-grid-FITX,FITX,1024,256,ridgeless,0.0,common,0.012470516285936576,0.01754346915635357,20,upstream-analysis/analysis_outputs/dense_grid_claim1_2026_08_23/krr/krr_learning_curves_dense_m1024.csv
eSEN,dense-grid-FITX,FITX,1024,512,rho_0.0001,0.0001,common,0.00540240741228772,0.007343467370171557,20,upstream-analysis/analysis_outputs/dense_grid_claim1_2026_08_23/krr/krr_learning_curves_dense_m1024.csv
eSEN,dense-grid-FITX,FITX,1024,512,rho_0.01,0.01,common,0.006135109160400987,0.008225929760205242,20,upstream-analysis/analysis_outputs/dense_grid_claim1_2026_08_23/krr/krr_learning_curves_dense_m1024.csv
eSEN,dense-grid-FITX,FITX,1024,512,rho_0.1,0.1,common,0.0071668632190453226,0.010153711032173333,20,upstream-analysis/analysis_outputs/dense_grid_claim1_2026_08_23/krr/krr_learning_curves_dense_m1024.csv
eSEN,dense-grid-FITX,FITX,1024,512,rho_1e-06,1e-06,common,0.005350678065211247,0.0072855608107372,20,upstream-analysis/analysis_outputs/dense_grid_claim1_2026_08_23/krr/krr_learning_curves_dense_m1024.csv
eSEN,dense-grid-FITX,FITX,1024,512,rho_1e-08,1e-08,common,0.005350280394146969,0.007283935243995729,20,upstream-analysis/analysis_outputs/dense_grid_claim1_2026_08_23/krr/krr_learning_curves_dense_m1024.csv
eSEN,dense-grid-FITX,FITX,1024,512,ridgeless,0.0,common,0.005350283022510336,0.007283914026943861,20,upstream-analysis/analysis_outputs/dense_grid_claim1_2026_08_23/krr/krr_learning_curves_dense_m1024.csv
GemNet-OC,dense-grid-FITX,FITX,1024,32,rho_0.0001,0.0001,common,0.06289725266462026,0.06753853685230518,20,upstream-analysis/analysis_outputs/dense_grid_claim1_2026_08_23/krr/krr_learning_curves_dense_m1024.csv
GemNet-OC,dense-grid-FITX,FITX,1024,32,rho_0.01,0.01,common,0.069671501329547,0.07525847815019675,20,upstream-analysis/analysis_outputs/dense_grid_claim1_2026_08_23/krr/krr_learning_curves_dense_m1024.csv
GemNet-OC,dense-grid-FITX,FITX,1024,32,rho_0.1,0.1,common,0.09772351378871727,0.10774709987924722,20,upstream-analysis/analysis_outputs/dense_grid_claim1_2026_08_23/krr/krr_learning_curves_dense_m1024.csv
GemNet-OC,dense-grid-FITX,FITX,1024,32,rho_1e-06,1e-06,common,0.0628083697908016,0.06734584523700522,20,upstream-analysis/analysis_outputs/dense_grid_claim1_2026_08_23/krr/krr_learning_curves_dense_m1024.csv
GemNet-OC,dense-grid-FITX,FITX,1024,32,rho_1e-08,1e-08,common,0.06280842253254859,0.06738315379181922,20,upstream-analysis/analysis_outputs/dense_grid_claim1_2026_08_23/krr/krr_learning_curves_dense_m1024.csv
GemNet-OC,dense-grid-FITX,FITX,1024,32,ridgeless,0.0,common,0.06280842325343802,0.06743923060997131,20,upstream-analysis/analysis_outputs/dense_grid_claim1_2026_08_23/krr/krr_learning_curves_dense_m1024.csv
GemNet-OC,dense-grid-FITX,FITX,1024,64,rho_0.0001,0.0001,common,0.014774684034629951,0.021474683362154353,20,upstream-analysis/analysis_outputs/dense_grid_claim1_2026_08_23/krr/krr_learning_curves_dense_m1024.csv
GemNet-OC,dense-grid-FITX,FITX,1024,64,rho_0.01,0.01,common,0.015973488508928938,0.02360778718585268,20,upstream-analysis/analysis_outputs/dense_grid_claim1_2026_08_23/krr/krr_learning_curves_dense_m1024.csv
GemNet-OC,dense-grid-FITX,FITX,1024,64,rho_0.1,0.1,common,0.0202400404418233,0.03264436501680289,20,upstream-analysis/analysis_outputs/dense_grid_claim1_2026_08_23/krr/krr_learning_curves_dense_m1024.csv
GemNet-OC,dense-grid-FITX,FITX,1024,64,rho_1e-06,1e-06,common,0.014733201667711155,0.021409525809531434,20,upstream-analysis/analysis_outputs/dense_grid_claim1_2026_08_23/krr/krr_learning_curves_dense_m1024.csv
GemNet-OC,dense-grid-FITX,FITX,1024,64,rho_1e-08,1e-08,common,0.014732564543822293,0.02150971330972423,20,upstream-analysis/analysis_outputs/dense_grid_claim1_2026_08_23/krr/krr_learning_curves_dense_m1024.csv
GemNet-OC,dense-grid-FITX,FITX,1024,64,ridgeless,0.0,common,0.01473255804988278,0.021607841638233573,20,upstream-analysis/analysis_outputs/dense_grid_claim1_2026_08_23/krr/krr_learning_curves_dense_m1024.csv
GemNet-OC,dense-grid-FITX,FITX,1024,128,rho_0.0001,0.0001,common,0.008442589785117027,0.009799601288985526,20,upstream-analysis/analysis_outputs/dense_grid_claim1_2026_08_23/krr/krr_learning_curves_dense_m1024.csv
GemNet-OC,dense-grid-FITX,FITX,1024,128,rho_0.01,0.01,common,0.008717655943441722,0.01029651863508895,20,upstream-analysis/analysis_outputs/dense_grid_claim1_2026_08_23/krr/krr_learning_curves_dense_m1024.csv
GemNet-OC,dense-grid-FITX,FITX,1024,128,rho_0.1,0.1,common,0.010240850993643193,0.01281688600470585,20,upstream-analysis/analysis_outputs/dense_grid_claim1_2026_08_23/krr/krr_learning_curves_dense_m1024.csv
GemNet-OC,dense-grid-FITX,FITX,1024,128,rho_1e-06,1e-06,common,0.008442311666301161,0.009791720360015509,20,upstream-analysis/analysis_outputs/dense_grid_claim1_2026_08_23/krr/krr_learning_curves_dense_m1024.csv
GemNet-OC,dense-grid-FITX,FITX,1024,128,rho_1e-08,1e-08,common,0.008440093364114876,0.009817313979573136,20,upstream-analysis/analysis_outputs/dense_grid_claim1_2026_08_23/krr/krr_learning_curves_dense_m1024.csv
GemNet-OC,dense-grid-FITX,FITX,1024,128,ridgeless,0.0,common,0.008440483579367313,0.009827116952535764,20,upstream-analysis/analysis_outputs/dense_grid_claim1_2026_08_23/krr/krr_learning_curves_dense_m1024.csv
GemNet-OC,dense-grid-FITX,FITX,1024,256,rho_0.0001,0.0001,common,0.005963060922433866,0.006298205696355569,20,upstream-analysis/analysis_outputs/dense_grid_claim1_2026_08_23/krr/krr_learning_curves_dense_m1024.csv
GemNet-OC,dense-grid-FITX,FITX,1024,256,rho_0.01,0.01,common,0.005844218581786764,0.006380112473586684,20,upstream-analysis/analysis_outputs/dense_grid_claim1_2026_08_23/krr/krr_learning_curves_dense_m1024.csv
GemNet-OC,dense-grid-FITX,FITX,1024,256,rho_0.1,0.1,common,0.006113965455804693,0.007057363024834206,20,upstream-analysis/analysis_outputs/dense_grid_claim1_2026_08_23/krr/krr_learning_curves_dense_m1024.csv
GemNet-OC,dense-grid-FITX,FITX,1024,256,rho_1e-06,1e-06,common,0.005966535409473886,0.006318683300445082,20,upstream-analysis/analysis_outputs/dense_grid_claim1_2026_08_23/krr/krr_learning_curves_dense_m1024.csv
GemNet-OC,dense-grid-FITX,FITX,1024,256,rho_1e-08,1e-08,common,0.0060703276696402655,0.006379643746823674,20,upstream-analysis/analysis_outputs/dense_grid_claim1_2026_08_23/krr/krr_learning_curves_dense_m1024.csv
GemNet-OC,dense-grid-FITX,FITX,1024,256,ridgeless,0.0,common,0.006033699450332663,0.006354818420139801,20,upstream-analysis/analysis_outputs/dense_grid_claim1_2026_08_23/krr/krr_learning_curves_dense_m1024.csv
GemNet-OC,dense-grid-FITX,FITX,1024,512,rho_0.0001,0.0001,common,0.005055938187521911,0.00484029092124123,20,upstream-analysis/analysis_outputs/dense_grid_claim1_2026_08_23/krr/krr_learning_curves_dense_m1024.csv
GemNet-OC,dense-grid-FITX,FITX,1024,512,rho_0.01,0.01,common,0.004999556972819758,0.004684394032032806,20,upstream-analysis/analysis_outputs/dense_grid_claim1_2026_08_23/krr/krr_learning_curves_dense_m1024.csv
GemNet-OC,dense-grid-FITX,FITX,1024,512,rho_0.1,0.1,common,0.004938409350876432,0.004717306251479847,20,upstream-analysis/analysis_outputs/dense_grid_claim1_2026_08_23/krr/krr_learning_curves_dense_m1024.csv
GemNet-OC,dense-grid-FITX,FITX,1024,512,rho_1e-06,1e-06,common,0.005077527339434241,0.004876398986833769,20,upstream-analysis/analysis_outputs/dense_grid_claim1_2026_08_23/krr/krr_learning_curves_dense_m1024.csv
GemNet-OC,dense-grid-FITX,FITX,1024,512,rho_1e-08,1e-08,common,0.005173810257960591,0.004938996747712366,20,upstream-analysis/analysis_outputs/dense_grid_claim1_2026_08_23/krr/krr_learning_curves_dense_m1024.csv
GemNet-OC,dense-grid-FITX,FITX,1024,512,ridgeless,0.0,common,0.005176375882125713,0.004931994164922579,20,upstream-analysis/analysis_outputs/dense_grid_claim1_2026_08_23/krr/krr_learning_curves_dense_m1024.csv
MPNN,dense-grid-FITX,FITX,1024,32,rho_0.0001,0.0001,common,0.8684532325074537,0.8374160955637127,20,upstream-analysis/analysis_outputs/dense_grid_claim1_2026_08_23/krr/krr_learning_curves_dense_m1024.csv
MPNN,dense-grid-FITX,FITX,1024,32,rho_0.01,0.01,common,0.8702623590015607,0.839081537446417,20,upstream-analysis/analysis_outputs/dense_grid_claim1_2026_08_23/krr/krr_learning_curves_dense_m1024.csv
MPNN,dense-grid-FITX,FITX,1024,32,rho_0.1,0.1,common,0.8838741496720088,0.8512986945076833,20,upstream-analysis/analysis_outputs/dense_grid_claim1_2026_08_23/krr/krr_learning_curves_dense_m1024.csv
MPNN,dense-grid-FITX,FITX,1024,32,rho_1e-06,1e-06,common,0.8684347332788191,0.8373989912871769,20,upstream-analysis/analysis_outputs/dense_grid_claim1_2026_08_23/krr/krr_learning_curves_dense_m1024.csv
MPNN,dense-grid-FITX,FITX,1024,32,rho_1e-08,1e-08,common,0.8684345482443263,0.8373988201974158,20,upstream-analysis/analysis_outputs/dense_grid_claim1_2026_08_23/krr/krr_learning_curves_dense_m1024.csv
MPNN,dense-grid-FITX,FITX,1024,32,ridgeless,0.0,common,0.8684345463752866,0.8373988184692317,20,upstream-analysis/analysis_outputs/dense_grid_claim1_2026_08_23/krr/krr_learning_curves_dense_m1024.csv
MPNN,dense-grid-FITX,FITX,1024,64,rho_0.0001,0.0001,common,0.701644410765931,0.6566882218562891,20,upstream-analysis/analysis_outputs/dense_grid_claim1_2026_08_23/krr/krr_learning_curves_dense_m1024.csv
MPNN,dense-grid-FITX,FITX,1024,64,rho_0.01,0.01,common,0.704828868421703,0.6599877594547491,20,upstream-analysis/analysis_outputs/dense_grid_claim1_2026_08_23/krr/krr_learning_curves_dense_m1024.csv
MPNN,dense-grid-FITX,FITX,1024,64,rho_0.1,0.1,common,0.7275413995161023,0.6841990838311391,20,upstream-analysis/analysis_outputs/dense_grid_claim1_2026_08_23/krr/krr_learning_curves_dense_m1024.csv
MPNN,dense-grid-FITX,FITX,1024,64,rho_1e-06,1e-06,common,0.7016114070137212,0.6566542879246077,20,upstream-analysis/analysis_outputs/dense_grid_claim1_2026_08_23/krr/krr_learning_curves_dense_m1024.csv
MPNN,dense-grid-FITX,FITX,1024,64,rho_1e-08,1e-08,common,0.7016110768498345,0.6566539484861564,20,upstream-analysis/analysis_outputs/dense_grid_claim1_2026_08_23/krr/krr_learning_curves_dense_m1024.csv
MPNN,dense-grid-FITX,FITX,1024,64,ridgeless,0.0,common,0.7016110735148331,0.6566539450574751,20,upstream-analysis/analysis_outputs/dense_grid_claim1_2026_08_23/krr/krr_learning_curves_dense_m1024.csv
MPNN,dense-grid-FITX,FITX,1024,128,rho_0.0001,0.0001,common,0.42381006218503564,0.43933502622319553,20,upstream-analysis/analysis_outputs/dense_grid_claim1_2026_08_23/krr/krr_learning_curves_dense_m1024.csv
MPNN,dense-grid-FITX,FITX,1024,128,rho_0.01,0.01,common,0.42706884909501264,0.4429331590920696,20,upstream-analysis/analysis_outputs/dense_grid_claim1_2026_08_23/krr/krr_learning_curves_dense_m1024.csv
MPNN,dense-grid-FITX,FITX,1024,128,rho_0.1,0.1,common,0.4522410601640819,0.4696615149039488,20,upstream-analysis/analysis_outputs/dense_grid_claim1_2026_08_23/krr/krr_learning_curves_dense_m1024.csv
MPNN,dense-grid-FITX,FITX,1024,128,rho_1e-06,1e-06,common,0.42377681346108087,0.43929797168759127,20,upstream-analysis/analysis_outputs/dense_grid_claim1_2026_08_23/krr/krr_learning_curves_dense_m1024.csv
MPNN,dense-grid-FITX,FITX,1024,128,rho_1e-08,1e-08,common,0.4237764809057786,0.43929760102618876,20,upstream-analysis/analysis_outputs/dense_grid_claim1_2026_08_23/krr/krr_learning_curves_dense_m1024.csv
MPNN,dense-grid-FITX,FITX,1024,128,ridgeless,0.0,common,0.4237764775466273,0.43929759728212237,20,upstream-analysis/analysis_outputs/dense_grid_claim1_2026_08_23/krr/krr_learning_curves_dense_m1024.csv
MPNN,dense-grid-FITX,FITX,1024,256,rho_0.0001,0.0001,common,0.2579362571058317,0.273932982463528,20,upstream-analysis/analysis_outputs/dense_grid_claim1_2026_08_23/krr/krr_learning_curves_dense_m1024.csv
MPNN,dense-grid-FITX,FITX,1024,256,rho_0.01,0.01,common,0.2605588882361052,0.2761210596908043,20,upstream-analysis/analysis_outputs/dense_grid_claim1_2026_08_23/krr/krr_learning_curves_dense_m1024.csv
MPNN,dense-grid-FITX,FITX,1024,256,rho_0.1,0.1,common,0.2828987044030995,0.29353279619195094,20,upstream-analysis/analysis_outputs/dense_grid_claim1_2026_08_23/krr/krr_learning_curves_dense_m1024.csv
MPNN,dense-grid-FITX,FITX,1024,256,rho_1e-06,1e-06,common,0.25790967395875486,0.2739107724869375,20,upstream-analysis/analysis_outputs/dense_grid_claim1_2026_08_23/krr/krr_learning_curves_dense_m1024.csv
MPNN,dense-grid-FITX,FITX,1024,256,rho_1e-08,1e-08,common,0.2579094080942408,0.2739105503571648,20,upstream-analysis/analysis_outputs/dense_grid_claim1_2026_08_23/krr/krr_learning_curves_dense_m1024.csv
MPNN,dense-grid-FITX,FITX,1024,256,ridgeless,0.0,common,0.2579094054087372,0.2739105481134267,20,upstream-analysis/analysis_outputs/dense_grid_claim1_2026_08_23/krr/krr_learning_curves_dense_m1024.csv
MPNN,dense-grid-FITX,FITX,1024,512,rho_0.0001,0.0001,common,0.1985103742507605,0.2069345799558205,20,upstream-analysis/analysis_outputs/dense_grid_claim1_2026_08_23/krr/krr_learning_curves_dense_m1024.csv
MPNN,dense-grid-FITX,FITX,1024,512,rho_0.01,0.01,common,0.19915524934742102,0.2075031780092948,20,upstream-analysis/analysis_outputs/dense_grid_claim1_2026_08_23/krr/krr_learning_curves_dense_m1024.csv
MPNN,dense-grid-FITX,FITX,1024,512,rho_0.1,0.1,common,0.20740858037356674,0.21383983264417475,20,upstream-analysis/analysis_outputs/dense_grid_claim1_2026_08_23/krr/krr_learning_curves_dense_m1024.csv
MPNN,dense-grid-FITX,FITX,1024,512,rho_1e-06,1e-06,common,0.19851037219034806,0.20693036124393283,20,upstream-analysis/analysis_outputs/dense_grid_claim1_2026_08_23/krr/krr_learning_curves_dense_m1024.csv
