metric,architecture,architecture_label,fit_domain,truncation_frac,n_widths,n_frontier_owners_total,gamma_event_point_ols,gamma_nls_rawloss,gamma,logA,r2,rmse_log,C_min,C_max,decades,n_grid_used,n_frontier_owners_in_range,source_file
wandb_f_loss_val,egnn,MC-EGNN,common,0.5,5,26,0.1829226017197477,0.23466310081323372,0.22885612935818841,5.3382096446332055,0.9552026918259635,0.03570073443693538,8490497198126212.0,1.0195623848739122e+17,1.07948068149359,256,8,dev-equivariant-scaling-laws/analysis_outputs/four_arch_force_scaling_repaired_2026_08_14/four_arch_force_scaling_fits.csv
wandb_f_loss_val,gemnet_oc,GemNet-OC,common,0.5,14,49,0.2978100301932015,0.2916959093949706,0.29261091322074934,7.086835178663677,0.9921326406557566,0.01876966648745618,8490497198126212.0,1.0195623848739122e+17,1.07948068149359,256,19,dev-equivariant-scaling-laws/analysis_outputs/four_arch_force_scaling_repaired_2026_08_14/four_arch_force_scaling_fits.csv
wandb_f_loss_val,esen,eSEN (lmax=4),common,0.5,11,65,0.43319953718353593,0.46380281064343765,0.47554467025792907,14.130511982554962,0.9698391758539415,0.060408697385789516,8490497198126212.0,1.0195623848739122e+17,1.07948068149359,256,19,dev-equivariant-scaling-laws/analysis_outputs/four_arch_force_scaling_repaired_2026_08_14/four_arch_force_scaling_fits.csv
wandb_f_loss_val,mpnn,MPNN,common,0.75,17,77,0.14088817655355132,0.14062544273900246,0.14022963470801833,2.471664156381816,0.9978338024920317,0.007059718648348532,8490497198126212.0,3.533085482362419e+17,1.619221022240385,256,43,dev-equivariant-scaling-laws/analysis_outputs/four_arch_force_scaling_repaired_2026_08_14/four_arch_force_scaling_fits.csv
wandb_f_loss_val,egnn,MC-EGNN,common,0.75,5,26,0.17445799941528178,0.20730619683998577,0.19735510537764364,4.149986287963791,0.9680693097155709,0.03872816892829149,8490497198126212.0,3.533085482362419e+17,1.619221022240385,256,13,dev-equivariant-scaling-laws/analysis_outputs/four_arch_force_scaling_repaired_2026_08_14/four_arch_force_scaling_fits.csv
wandb_f_loss_val,gemnet_oc,GemNet-OC,common,0.75,14,49,0.25961245999075094,0.2712646209778723,0.26320991776394737,5.978412518446608,0.9915047449386726,0.02632514264344568,8490497198126212.0,3.533085482362419e+17,1.619221022240385,256,34,dev-equivariant-scaling-laws/analysis_outputs/four_arch_force_scaling_repaired_2026_08_14/four_arch_force_scaling_fits.csv
wandb_f_loss_val,esen,eSEN (lmax=4),common,0.75,11,65,0.4425119958642695,0.4660757036499754,0.4684827776731087,13.863278254520544,0.9898891284380714,0.051159032215211016,8490497198126212.0,3.533085482362419e+17,1.619221022240385,256,38,dev-equivariant-scaling-laws/analysis_outputs/four_arch_force_scaling_repaired_2026_08_14/four_arch_force_scaling_fits.csv
wandb_f_loss_val,mpnn,MPNN,common,1.0,17,77,0.13369648668831624,0.1336048969313631,0.13107755139607113,2.1223129242328205,0.9926555163639683,0.016243367899078598,8490497198126212.0,1.2243187087785516e+18,2.15896136298718,256,50,dev-equivariant-scaling-laws/analysis_outputs/four_arch_force_scaling_repaired_2026_08_14/four_arch_force_scaling_fits.csv
wandb_f_loss_val,egnn,MC-EGNN,common,1.0,5,26,0.15562021464988376,0.18680860221388196,0.17449018315194514,3.2794476450363197,0.9678553772577282,0.04581274755677927,8490497198126212.0,1.2243187087785516e+18,2.15896136298718,256,19,dev-equivariant-scaling-laws/analysis_outputs/four_arch_force_scaling_repaired_2026_08_14/four_arch_force_scaling_fits.csv
wandb_f_loss_val,gemnet_oc,GemNet-OC,common,1.0,14,49,0.2434810618701402,0.2573091064757992,0.24351784212089125,5.228278457037931,0.9897715825371391,0.03566431822555296,8490497198126212.0,1.2243187087785516e+18,2.15896136298718,256,44,dev-equivariant-scaling-laws/analysis_outputs/four_arch_force_scaling_repaired_2026_08_14/four_arch_force_scaling_fits.csv
wandb_f_loss_val,esen,eSEN (lmax=4),common,1.0,11,65,0.4193021283337689,0.4590571895475762,0.44243695253508897,12.86907246358475,0.992198034620263,0.05652240438247989,8490497198126212.0,1.2243187087785516e+18,2.15896136298718,256,62,dev-equivariant-scaling-laws/analysis_outputs/four_arch_force_scaling_repaired_2026_08_14/four_arch_force_scaling_fits.csv
