tag,domain,M,alpha,P_bal,L_baseline,L_int,delta,delta_ci_lo,delta_ci_hi,loss_multiplier,source_file
w20/200k,ID,2048,0.0,0.07767933631092498,0.009051002707521806,0.02212141936144445,0.8936707930405228,0.8398080518690305,0.9463698264180672,2.4440849347067943,analysis_outputs/esen_irrep_ood_2026_08_22/eval/full_alpha_curves.csv
w20/200k,ID,4096,1.0,0.0,0.008907988242511058,0.008907988306510411,7.184490335987448e-09,-1.642384757083448e-08,3.081938353410862e-08,1.0000000071844903,analysis_outputs/esen_irrep_ood_2026_08_22/eval/full_alpha_curves.csv
w20/200k,ID,4096,0.75,0.019419834077731245,0.008907988242511058,0.01076504076124298,0.1893554877547725,0.17787020445871132,0.20149097888699463,1.208470472588819,analysis_outputs/esen_irrep_ood_2026_08_22/eval/full_alpha_curves.csv
w20/200k,ID,4096,0.5,0.03883966815546249,0.008907988242511058,0.01394346791163763,0.4480627190277753,0.4249464278442761,0.4724584017395776,1.5652768652181253,analysis_outputs/esen_irrep_ood_2026_08_22/eval/full_alpha_curves.csv
w20/200k,ID,4096,0.25,0.05825950223319373,0.008907988242511058,0.017668217013928383,0.6848189470246178,0.6539396648616423,0.7173306800300852,1.983412700256093,analysis_outputs/esen_irrep_ood_2026_08_22/eval/full_alpha_curves.csv
w20/200k,ID,4096,0.0,0.07767933631092498,0.008907988242511058,0.021744491801700325,0.8924120454503486,0.8560921513214255,0.9303823123718482,2.441010384132569,analysis_outputs/esen_irrep_ood_2026_08_22/eval/full_alpha_curves.csv
w20/200k,ID,8192,1.0,0.0,0.008587110349233634,0.008587110342547413,-7.786349343064103e-10,-1.8073707996890674e-08,1.6233962196743333e-08,0.9999999992213651,analysis_outputs/esen_irrep_ood_2026_08_22/eval/full_alpha_curves.csv
w20/200k,ID,8192,0.75,0.019419834077731245,0.008587110349233634,0.010477341358270522,0.1989526771813921,0.19047424694342327,0.20767115570731415,1.2201242248162778,analysis_outputs/esen_irrep_ood_2026_08_22/eval/full_alpha_curves.csv
w20/200k,ID,8192,0.5,0.03883966815546249,0.008587110349233634,0.013709059207801468,0.4677945880049972,0.45092677547717486,0.48533879920518225,1.5964694350323496,analysis_outputs/esen_irrep_ood_2026_08_22/eval/full_alpha_curves.csv
w20/200k,ID,8192,0.25,0.05825950223319373,0.008587110349233634,0.017489954157300314,0.7113643856069372,0.6890383980556865,0.7345138635139564,2.0367683010922555,analysis_outputs/esen_irrep_ood_2026_08_22/eval/full_alpha_curves.csv
w20/200k,ID,8192,0.0,0.07767933631092498,0.008587110349233634,0.02162514978053998,0.9235946967221622,0.8977101767110978,0.9504259181798025,2.5183267596497045,analysis_outputs/esen_irrep_ood_2026_08_22/eval/full_alpha_curves.csv
w20/200k,ID,16384,1.0,0.0,0.008571066380358823,0.008571066469936082,1.0451121745802538e-08,-2.1346487910633982e-09,2.3593443598812765e-08,1.0000000104511217,analysis_outputs/esen_irrep_ood_2026_08_22/eval/full_alpha_curves.csv
w20/200k,ID,16384,0.75,0.019419834077731245,0.008571066380358823,0.010475926000871057,0.20068770628968036,0.1945258413677873,0.20653090989509318,1.222243013410484,analysis_outputs/esen_irrep_ood_2026_08_22/eval/full_alpha_curves.csv
w20/200k,ID,16384,0.5,0.03883966815546249,0.008571066380358823,0.013721646594621812,0.47058247263268704,0.4584755574238992,0.48204269775487774,1.6009264175185824,analysis_outputs/esen_irrep_ood_2026_08_22/eval/full_alpha_curves.csv
w20/200k,ID,16384,0.25,0.05825950223319373,0.008571066380358823,0.01751424889522943,0.7146226155654309,0.6985040917184997,0.729760776465648,2.0434153835705327,analysis_outputs/esen_irrep_ood_2026_08_22/eval/full_alpha_curves.csv
w20/200k,ID,16384,0.0,0.07767933631092498,0.008571066380358823,0.021657790953383167,0.926973092344157,0.9083453076414045,0.9444757180464718,2.5268490514801583,analysis_outputs/esen_irrep_ood_2026_08_22/eval/full_alpha_curves.csv
w20/200k,OOD,1024,1.0,0.0,0.008487063465107808,0.00848706335380399,-1.3114526353774636e-08,-4.074075095061858e-08,1.5138758979738002e-08,0.9999999868854738,analysis_outputs/esen_irrep_ood_2026_08_22/eval/full_alpha_curves.csv
w20/200k,OOD,1024,0.75,0.0181708625214022,0.008487063465107808,0.009469751332306526,0.10955958950539646,0.0977464494976723,0.1215881295071167,1.1157865581232853,analysis_outputs/esen_irrep_ood_2026_08_22/eval/full_alpha_curves.csv
w20/200k,OOD,1024,0.5,0.0363417250428044,0.008487063465107808,0.011487303560896903,0.30269932840755853,0.27260698305364306,0.3329046337971918,1.3535074420173416,analysis_outputs/esen_irrep_ood_2026_08_22/eval/full_alpha_curves.csv
w20/200k,OOD,1024,0.25,0.0545125875642066,0.008487063465107808,0.013973591650218163,0.4986261787124189,0.4528627389884569,0.5438137412451743,1.6464577774947344,analysis_outputs/esen_irrep_ood_2026_08_22/eval/full_alpha_curves.csv
w20/200k,OOD,1024,0.0,0.0726834500856088,0.008487063465107808,0.01673585143879037,0.679010152218126,0.6204240858366192,0.7353075916198316,1.9719248604178765,analysis_outputs/esen_irrep_ood_2026_08_22/eval/full_alpha_curves.csv
w20/200k,OOD,2048,1.0,0.0,0.00860256393672702,0.00860256385739955,-9.221375663059916e-09,-2.839396968656871e-08,1.071874793368009e-08,0.9999999907786243,analysis_outputs/esen_irrep_ood_2026_08_22/eval/full_alpha_curves.csv
w20/200k,OOD,2048,0.75,0.0181708625214022,0.00860256393672702,0.009597216699057151,0.10941283825077708,0.1007993785528151,0.11791037626376755,1.1156228270601567,analysis_outputs/esen_irrep_ood_2026_08_22/eval/full_alpha_curves.csv
w20/200k,OOD,2048,0.5,0.0363417250428044,0.00860256393672702,0.011631178936307461,0.30162904066428986,0.280053495759865,0.32216154172478584,1.352059574547344,analysis_outputs/esen_irrep_ood_2026_08_22/eval/full_alpha_curves.csv
w20/200k,OOD,2048,0.25,0.0545125875642066,0.00860256393672702,0.014138997789840613,0.49687648928870765,0.4635976870874983,0.5270803517459697,1.6435795065093135,analysis_outputs/esen_irrep_ood_2026_08_22/eval/full_alpha_curves.csv
w20/200k,OOD,2048,0.0,0.0726834500856088,0.00860256393672702,0.01692707613938539,0.6768541872951461,0.6349070328905863,0.7145240623090918,1.9676780392318198,analysis_outputs/esen_irrep_ood_2026_08_22/eval/full_alpha_curves.csv
w20/200k,OOD,4096,1.0,0.0,0.009097337457567885,0.00909733737567689,-9.001643874739784e-09,-2.2008421063368645e-08,4.299988920486442e-09,0.9999999909983561,analysis_outputs/esen_irrep_ood_2026_08_22/eval/full_alpha_curves.csv
w20/200k,OOD,4096,0.75,0.0181708625214022,0.009097337457567885,0.010105774104479024,0.10512517037510705,0.09902788679567846,0.1112949788908179,1.1108496471208993,analysis_outputs/esen_irrep_ood_2026_08_22/eval/full_alpha_curves.csv
w20/200k,OOD,4096,0.5,0.0363417250428044,0.009097337457567885,0.012152664619871653,0.2895666723886752,0.27483120775342285,0.3049398058436381,1.3358485025486337,analysis_outputs/esen_irrep_ood_2026_08_22/eval/full_alpha_curves.csv
w20/200k,OOD,4096,0.25,0.0545125875642066,0.009097337457567885,0.014673443803947191,0.4780575324366527,0.4558287310418314,0.5009237389862907,1.6129382769835219,analysis_outputs/esen_irrep_ood_2026_08_22/eval/full_alpha_curves.csv
w20/200k,OOD,4096,0.0,0.0726834500856088,0.009097337457567885,0.017474913708121508,0.6527845664584833,0.6251808055622786,0.6811409219353011,1.9208822130242624,analysis_outputs/esen_irrep_ood_2026_08_22/eval/full_alpha_curves.csv
w20/200k,OOD,8192,1.0,0.0,0.009069236411095687,0.009069236342319252,-7.583486727469335e-09,-1.700392127101935e-08,1.240396141355401e-09,0.9999999924165133,analysis_outputs/esen_irrep_ood_2026_08_22/eval/full_alpha_curves.csv
w20/200k,OOD,8192,0.75,0.0181708625214022,0.009069236411095687,0.010079910877813467,0.10565634894719889,0.1015638400185844,0.10988473425437865,1.1114398633915061,analysis_outputs/esen_irrep_ood_2026_08_22/eval/full_alpha_curves.csv
w20/200k,OOD,8192,0.5,0.0363417250428044,0.009069236411095687,0.012135843843258203,0.2912753025600958,0.2814877322256559,0.30129600041384713,1.3381329246650466,analysis_outputs/esen_irrep_ood_2026_08_22/eval/full_alpha_curves.csv
w20/200k,OOD,8192,0.25,0.0545125875642066,0.009069236411095687,0.014667376710961069,0.4807376840191271,0.4659460493166342,0.495333247961361,1.6172669942770905,analysis_outputs/esen_irrep_ood_2026_08_22/eval/full_alpha_curves.csv
w20/200k,OOD,8192,0.0,0.0726834500856088,0.009069236411095687,0.01747942171930173,0.6561362150901671,0.6378139022717523,0.6745171275881022,1.927331136490904,analysis_outputs/esen_irrep_ood_2026_08_22/eval/full_alpha_curves.csv
w20/200k,OOD,16384,1.0,0.0,0.00915064874230513,0.00915064871135426,-3.3823681633293745e-09,-9.818879687095716e-09,3.2443466357889805e-09,0.9999999966176318,analysis_outputs/esen_irrep_ood_2026_08_22/eval/full_alpha_curves.csv
w20/200k,OOD,16384,0.75,0.0181708625214022,0.00915064874230513,0.010161301051121613,0.10476171259213451,0.10163659250916109,0.10777687629351913,1.1104459735345382,analysis_outputs/esen_irrep_ood_2026_08_22/eval/full_alpha_curves.csv
w20/200k,OOD,16384,0.5,0.0363417250428044,0.00915064874230513,0.012216723764782758,0.28898103586966073,0.28127523816932953,0.2962049200371181,1.3350664099150271,analysis_outputs/esen_irrep_ood_2026_08_22/eval/full_alpha_curves.csv
w20/200k,OOD,16384,0.25,0.0545125875642066,0.00915064874230513,0.014747128070717567,0.4772235791854893,0.4657606857227502,0.48788436935448687,1.6115937225891854,analysis_outputs/esen_irrep_ood_2026_08_22/eval/full_alpha_curves.csv
w20/200k,OOD,16384,0.0,0.0726834500856088,0.00915064874230513,0.0175579586864464,0.6516825559527311,0.6372569541738894,0.6649134822225926,1.9187665466026191,analysis_outputs/esen_irrep_ood_2026_08_22/eval/full_alpha_curves.csv
w24/300k,ID,1024,1.0,0.0,0.007693661714181817,0.007693661704827339,-1.2158682949348076e-09,-5.184697631221979e-08,4.8233093785654524e-08,0.9999999987841317,analysis_outputs/esen_irrep_ood_2026_08_22/eval/full_alpha_curves.csv
w24/300k,ID,1024,0.75,0.029987831713723854,0.007693661714181817,0.009556036904962982,0.21677625554378022,0.18723015317256672,0.24753522943362902,1.2420661656267296,analysis_outputs/esen_irrep_ood_2026_08_22/eval/full_alpha_curves.csv
w24/300k,ID,1024,0.5,0.05997566342744771,0.007693661714181817,0.012634853981799593,0.4960623482491169,0.43841498326385064,0.554976406074291,1.6422419455367552,analysis_outputs/esen_irrep_ood_2026_08_22/eval/full_alpha_curves.csv
w24/300k,ID,1024,0.25,0.08996349514117156,0.007693661714181817,0.01615944609988099,0.7421079406280624,0.6666272589476827,0.8193513265919286,2.100358281947085,analysis_outputs/esen_irrep_ood_2026_08_22/eval/full_alpha_curves.csv
w24/300k,ID,1024,0.0,0.11995132685489542,0.007693661714181817,0.01996333583644688,0.9535005471138165,0.8658424871862758,1.0430151104882475,2.5947769187262586,analysis_outputs/esen_irrep_ood_2026_08_22/eval/full_alpha_curves.csv
w24/300k,ID,2048,1.0,0.0,0.007236118147751373,0.007236118098688012,-6.78034339784972e-09,-4.388666632326732e-08,2.78979781720423e-08,0.9999999932196566,analysis_outputs/esen_irrep_ood_2026_08_22/eval/full_alpha_curves.csv
w24/300k,ID,2048,0.75,0.029987831713723854,0.007236118147751373,0.00912871266275986,0.23233978870151528,0.21133764299261965,0.2545243350106317,1.2615483158738376,analysis_outputs/esen_irrep_ood_2026_08_22/eval/full_alpha_curves.csv
w24/300k,ID,2048,0.5,0.05997566342744771,0.007236118147751373,0.012254888945706312,0.5268400598103371,0.48618798072492453,0.568790068096879,1.6935722573178997,analysis_outputs/esen_irrep_ood_2026_08_22/eval/full_alpha_curves.csv
w24/300k,ID,2048,0.25,0.08996349514117156,0.007236118147751373,0.015830558504171872,0.7828572594750929,0.7294386924408423,0.8366425398891291,2.1877142109808174,analysis_outputs/esen_irrep_ood_2026_08_22/eval/full_alpha_curves.csv
w24/300k,ID,2048,0.0,0.11995132685489542,0.007236118147751373,0.019683800779911977,1.000711106866849,0.9389956337251407,1.0621765357706645,2.7202155047770633,analysis_outputs/esen_irrep_ood_2026_08_22/eval/full_alpha_curves.csv
w24/300k,ID,4096,1.0,0.0,0.007136516415827598,0.007136516458836717,6.026626309107996e-09,-1.9904582271301762e-08,3.1077348205954525e-08,1.0000000060266263,analysis_outputs/esen_irrep_ood_2026_08_22/eval/full_alpha_curves.csv
w24/300k,ID,4096,0.75,0.029987831713723854,0.007136516415827598,0.008980112718814017,0.22978767409365197,0.21555916264110692,0.24523057051763894,1.2583328049099178,analysis_outputs/esen_irrep_ood_2026_08_22/eval/full_alpha_curves.csv
w24/300k,ID,4096,0.5,0.05997566342744771,0.007136516415827598,0.012036414534872341,0.5227118390755221,0.4955037570657982,0.5522077052417396,1.6865952284755608,analysis_outputs/esen_irrep_ood_2026_08_22/eval/full_alpha_curves.csv
w24/300k,ID,4096,0.25,0.08996349514117156,0.007136516415827598,0.015533826544584352,0.7777952434085504,0.7422743806614653,0.8162910172572486,2.176667948262955,analysis_outputs/esen_irrep_ood_2026_08_22/eval/full_alpha_curves.csv
w24/300k,ID,4096,0.0,0.11995132685489542,0.007136516415827598,0.019303322372417022,0.9950524643962342,0.9540016665795541,1.0389190902002217,2.7048662467314566,analysis_outputs/esen_irrep_ood_2026_08_22/eval/full_alpha_curves.csv
w24/300k,ID,8192,1.0,0.0,0.006889365684451093,0.006889365732125976,6.9200680741232645e-09,-1.2719638986524728e-08,2.6899661698109865e-08,1.000000006920068,analysis_outputs/esen_irrep_ood_2026_08_22/eval/full_alpha_curves.csv
w24/300k,ID,8192,0.75,0.029987831713723854,0.006889365684451093,0.00875401727655009,0.23953369475457986,0.22875978528162627,0.2508722886121778,1.2706564983634712,analysis_outputs/esen_irrep_ood_2026_08_22/eval/full_alpha_curves.csv
w24/300k,ID,8192,0.5,0.05997566342744771,0.006889365684451093,0.011836803888867008,0.5412346336234997,0.5211570292516641,0.5620777332251609,1.71812681036543,analysis_outputs/esen_irrep_ood_2026_08_22/eval/full_alpha_curves.csv
w24/300k,ID,8192,0.25,0.08996349514117156,0.006889365684451093,0.015364191336285193,0.8020605463795594,0.7761691255907894,0.8290444107857382,2.2301314867000457,analysis_outputs/esen_irrep_ood_2026_08_22/eval/full_alpha_curves.csv
w24/300k,ID,8192,0.0,0.11995132685489542,0.006889365684451093,0.019168764348716394,1.0233030798546179,0.9935160687267421,1.0543063253735876,2.782369992636507,analysis_outputs/esen_irrep_ood_2026_08_22/eval/full_alpha_curves.csv
w24/300k,ID,16384,1.0,0.0,0.00686766193637755,0.006867661910471686,-3.772152368242132e-09,-1.7855930845023238e-08,1.0071356304486299e-08,0.9999999962278476,analysis_outputs/esen_irrep_ood_2026_08_22/eval/full_alpha_curves.csv
w24/300k,ID,16384,0.75,0.029987831713723854,0.00686766193637755,0.008741596936596669,0.24126917001945003,0.23362279375708273,0.24845121985816623,1.2728636059228546,analysis_outputs/esen_irrep_ood_2026_08_22/eval/full_alpha_curves.csv
w24/300k,ID,16384,0.5,0.05997566342744771,0.00686766193637755,0.011836754488828023,0.5443857589452357,0.5299277699243136,0.5576299235227721,1.723549382378523,analysis_outputs/esen_irrep_ood_2026_08_22/eval/full_alpha_curves.csv
w24/300k,ID,16384,0.25,0.08996349514117156,0.00686766193637755,0.015377971630234567,0.8061123529650311,0.7876133937887212,0.8232149846760799,2.239185879080399,analysis_outputs/esen_irrep_ood_2026_08_22/eval/full_alpha_curves.csv
w24/300k,ID,16384,0.0,0.11995132685489542,0.00686766193637755,0.01919788760712417,1.0279765337035314,1.0066821229122438,1.0476219473924053,2.795403702886747,analysis_outputs/esen_irrep_ood_2026_08_22/eval/full_alpha_curves.csv
w24/300k,OOD,1024,1.0,0.0,0.0067027871027343046,0.006702787033406113,-1.034318941606216e-08,-4.146698786566816e-08,2.174847897329356e-08,0.9999999896568106,analysis_outputs/esen_irrep_ood_2026_08_22/eval/full_alpha_curves.csv
w24/300k,OOD,1024,0.75,0.02923064401289881,0.0067027871027343046,0.007714433350091803,0.1405696099190168,0.12517558325197822,0.15700535028691306,1.1509291928643846,analysis_outputs/esen_irrep_ood_2026_08_22/eval/full_alpha_curves.csv
w24/300k,OOD,1024,0.5,0.05846128802579762,0.0067027871027343046,0.009670414328279019,0.36654772993698437,0.3306024164207369,0.40411462833893286,1.4427452610473208,analysis_outputs/esen_irrep_ood_2026_08_22/eval/full_alpha_curves.csv
w24/300k,OOD,1024,0.25,0.08769193203869644,0.0067027871027343046,0.012053831256933496,0.5868591306541502,0.534772959255462,0.6398091604039008,1.7983312124021218,analysis_outputs/esen_irrep_ood_2026_08_22/eval/full_alpha_curves.csv
w24/300k,OOD,1024,0.0,0.11692257605159524,0.0067027871027343046,0.014692255387307116,0.7847970851708599,0.7208068774380088,0.8478495746305467,2.1919621139859293,analysis_outputs/esen_irrep_ood_2026_08_22/eval/full_alpha_curves.csv
w24/300k,OOD,2048,1.0,0.0,0.006870332191722977,0.0068703321943489725,3.822231420258504e-10,-2.239546945670412e-08,2.2933477894504473e-08,1.0000000003822231,analysis_outputs/esen_irrep_ood_2026_08_22/eval/full_alpha_curves.csv
w24/300k,OOD,2048,0.75,0.02923064401289881,0.006870332191722977,0.007883255352306693,0.1375284753080912,0.12579548500028512,0.14878689069192483,1.14743437905434,analysis_outputs/esen_irrep_ood_2026_08_22/eval/full_alpha_curves.csv
w24/300k,OOD,2048,0.5,0.05846128802579762,0.006870332191722977,0.009833693935523666,0.35860218638664065,0.33161321860702436,0.3842947364240554,1.4313272868189393,analysis_outputs/esen_irrep_ood_2026_08_22/eval/full_alpha_curves.csv
w24/300k,OOD,2048,0.25,0.08769193203869644,0.006870332191722977,0.01220809205176539,0.5748865557680674,0.5356307500528935,0.6107232763050953,1.77692893314141,analysis_outputs/esen_irrep_ood_2026_08_22/eval/full_alpha_curves.csv
w24/300k,OOD,2048,0.0,0.11692257605159524,0.006870332191722977,0.014838150509676082,0.7699891422165726,0.72246643852872,0.8130416589990904,2.159742803637986,analysis_outputs/esen_irrep_ood_2026_08_22/eval/full_alpha_curves.csv
w24/300k,OOD,4096,1.0,0.0,0.007224843066238555,0.007224843085356366,2.6461215441031527e-09,-1.2348626032832044e-08,1.8675876001239545e-08,1.0000000026461215,analysis_outputs/esen_irrep_ood_2026_08_22/eval/full_alpha_curves.csv
w24/300k,OOD,4096,0.75,0.02923064401289881,0.007224843066238555,0.008243805027458456,0.13193649968627863,0.12459449385499266,0.13943363674120773,1.1410358608315625,analysis_outputs/esen_irrep_ood_2026_08_22/eval/full_alpha_curves.csv
w24/300k,OOD,4096,0.5,0.05846128802579762,0.007224843066238555,0.010209261846524223,0.3457698196279564,0.32837659243707307,0.36262842404271844,1.413077315718006,analysis_outputs/esen_irrep_ood_2026_08_22/eval/full_alpha_curves.csv
w24/300k,OOD,4096,0.25,0.08769193203869644,0.007224843066238555,0.012604305666176126,0.5565129622956437,0.5314503257708879,0.5807342439645595,1.7445784705103997,analysis_outputs/esen_irrep_ood_2026_08_22/eval/full_alpha_curves.csv
w24/300k,OOD,4096,0.0,0.11692257605159524,0.007224843066238555,0.015258491518537125,0.7476106561471214,0.7170420866740609,0.7772164052579078,2.111947813764916,analysis_outputs/esen_irrep_ood_2026_08_22/eval/full_alpha_curves.csv
w24/300k,OOD,8192,1.0,0.0,0.007202173166130731,0.007202173156666886,-1.3140262211663867e-09,-1.209231130783195e-08,9.299900760595389e-09,0.9999999986859738,analysis_outputs/esen_irrep_ood_2026_08_22/eval/full_alpha_curves.csv
w24/300k,OOD,8192,0.75,0.02923064401289881,0.007202173166130731,0.008217391333741634,0.13186999359733687,0.1269991928119626,0.13714205164115606,1.1409599775224954,analysis_outputs/esen_irrep_ood_2026_08_22/eval/full_alpha_curves.csv
w24/300k,OOD,8192,0.5,0.05846128802579762,0.007202173166130731,0.01017785958501546,0.34583192303041166,0.33440888233788674,0.3575236850467093,1.4131650753523022,analysis_outputs/esen_irrep_ood_2026_08_22/eval/full_alpha_curves.csv
w24/300k,OOD,8192,0.25,0.08769193203869644,0.007202173166130731,0.012568568351925163,0.5568163129661903,0.5406331956487669,0.5734684801619103,1.745107769836844,analysis_outputs/esen_irrep_ood_2026_08_22/eval/full_alpha_curves.csv
w24/300k,OOD,8192,0.0,0.11692257605159524,0.007202173166130731,0.015217965409064001,0.7480938556138375,0.7283919709767106,0.7684520188282961,2.1129685524125845,analysis_outputs/esen_irrep_ood_2026_08_22/eval/full_alpha_curves.csv
w24/300k,OOD,16384,1.0,0.0,0.00728752264148344,0.007287522618120616,-3.205865795052887e-09,-1.0280938034235022e-08,4.093100369750855e-09,0.9999999967941342,analysis_outputs/esen_irrep_ood_2026_08_22/eval/full_alpha_curves.csv
w24/300k,OOD,16384,0.75,0.02923064401289881,0.00728752264148344,0.008306004059426029,0.13081497537773323,0.12681372523497,0.13428729148710522,1.139756878715545,analysis_outputs/esen_irrep_ood_2026_08_22/eval/full_alpha_curves.csv
w24/300k,OOD,16384,0.5,0.05846128802579762,0.00728752264148344,0.010269821817829974,0.34304601545194924,0.3335983011958918,0.35110486900031473,1.4092336069558289,analysis_outputs/esen_irrep_ood_2026_08_22/eval/full_alpha_curves.csv
w24/300k,OOD,16384,0.25,0.08769193203869644,0.00728752264148344,0.012663289372533255,0.5525435484574848,0.53896454766962,0.5643315380765779,1.7376672424245847,analysis_outputs/esen_irrep_ood_2026_08_22/eval/full_alpha_curves.csv
w24/300k,OOD,16384,0.0,0.11692257605159524,0.00728752264148344,0.015315513001308142,0.7427025778162619,0.7261436584691213,0.757218954638445,2.101607604500086,analysis_outputs/esen_irrep_ood_2026_08_22/eval/full_alpha_curves.csv
