l4_id,l4_width,l4_step,l4_flops,l4_force_loss_neutral,l2_id,l2_width,l2_step,l2_flops,l2_force_loss_neutral,compute_ratio_l2_over_l4,log10_compute_difference,matching_rule,valid_match,l2_is_frontier_owner,l4_is_beyond_C_common_max
esen_lmax4_w16_s37500,16,37500,2.8096180219663756e+16,0.0055978492691582,esen_lmax2_w16_s150000,16,150000,2.7915023255225744e+16,0.0039370310441125,0.9935522564625626,-0.0028092859809361235,"nearest_realized_FLOPs_in_log10_among_evaluated_lmax2_checkpoints(609-ckpt force_eval_inventory.json; same kappa_l(width)*N*D convention as find_matched_compute_lmax2.py); tol=|log10 ratio|<=0.06 (~15%, covers all 4 historical canonical pairs, max 0.0464 at HIGH)",True,True,False
esen_lmax4_w16_s38000,16,38000,2.8469790118474156e+16,0.0055341296606467,esen_lmax2_w20_s125000,20,125000,2.8690082439576276e+16,0.0037854914745528,1.0077377571167683,0.0033475306663907993,"nearest_realized_FLOPs_in_log10_among_evaluated_lmax2_checkpoints(609-ckpt force_eval_inventory.json; same kappa_l(width)*N*D convention as find_matched_compute_lmax2.py); tol=|log10 ratio|<=0.06 (~15%, covers all 4 historical canonical pairs, max 0.0464 at HIGH)",True,True,False
esen_lmax4_w8_s75000,8,75000,2.86635708271508e+16,0.0050666550842869,esen_lmax2_w20_s125000,20,125000,2.8690082439576276e+16,0.0037854914745528,1.000924923575829,0.00040150355372356135,"nearest_realized_FLOPs_in_log10_among_evaluated_lmax2_checkpoints(609-ckpt force_eval_inventory.json; same kappa_l(width)*N*D convention as find_matched_compute_lmax2.py); tol=|log10 ratio|<=0.06 (~15%, covers all 4 historical canonical pairs, max 0.0464 at HIGH)",True,True,False
esen_lmax4_w4_s150000,4,150000,3.044672799278153e+16,0.0049569270005325,esen_lmax2_w20_s125000,20,125000,2.8690082439576276e+16,0.0037854914745528,0.9423042911664686,-0.025808831140482,"nearest_realized_FLOPs_in_log10_among_evaluated_lmax2_checkpoints(609-ckpt force_eval_inventory.json; same kappa_l(width)*N*D convention as find_matched_compute_lmax2.py); tol=|log10 ratio|<=0.06 (~15%, covers all 4 historical canonical pairs, max 0.0464 at HIGH)",True,True,False
esen_lmax4_w16_s43500,16,43500,3.2582419460270428e+16,0.00492989099276,esen_lmax2_w16_s175000,16,175000,3.256591656832616e+16,0.0035615182434588,0.999493503176939,-0.0002200245009172196,"nearest_realized_FLOPs_in_log10_among_evaluated_lmax2_checkpoints(609-ckpt force_eval_inventory.json; same kappa_l(width)*N*D convention as find_matched_compute_lmax2.py); tol=|log10 ratio|<=0.06 (~15%, covers all 4 historical canonical pairs, max 0.0464 at HIGH)",True,True,False
esen_lmax4_w16_s44000,16,44000,3.2954677832898256e+16,0.0048885323520879,esen_lmax2_w16_s175000,16,175000,3.256591656832616e+16,0.0035615182434588,0.9882031538422749,-0.005153764397106903,"nearest_realized_FLOPs_in_log10_among_evaluated_lmax2_checkpoints(609-ckpt force_eval_inventory.json; same kappa_l(width)*N*D convention as find_matched_compute_lmax2.py); tol=|log10 ratio|<=0.06 (~15%, covers all 4 historical canonical pairs, max 0.0464 at HIGH)",True,True,False
esen_lmax4_w16_s44500,16,44500,3.333007838504233e+16,0.0048482718118106,esen_lmax2_w16_s175000,16,175000,3.256591656832616e+16,0.0035615182434588,0.9770729067034206,-0.01007302911883764,"nearest_realized_FLOPs_in_log10_among_evaluated_lmax2_checkpoints(609-ckpt force_eval_inventory.json; same kappa_l(width)*N*D convention as find_matched_compute_lmax2.py); tol=|log10 ratio|<=0.06 (~15%, covers all 4 historical canonical pairs, max 0.0464 at HIGH)",True,True,False
esen_lmax4_w16_s45000,16,45000,3.370506228504697e+16,0.0048086626346166,esen_lmax2_w20_s150000,20,150000,3.4426815606720916e+16,0.0033537269864735,1.0214137958141127,0.009201719395260785,"nearest_realized_FLOPs_in_log10_among_evaluated_lmax2_checkpoints(609-ckpt force_eval_inventory.json; same kappa_l(width)*N*D convention as find_matched_compute_lmax2.py); tol=|log10 ratio|<=0.06 (~15%, covers all 4 historical canonical pairs, max 0.0464 at HIGH)",True,True,False
esen_lmax4_w16_s45500,16,45500,3.408259450560563e+16,0.0047675783952763,esen_lmax2_w20_s150000,20,150000,3.4426815606720916e+16,0.0033537269864735,1.0100996155400865,0.004364205808423536,"nearest_realized_FLOPs_in_log10_among_evaluated_lmax2_checkpoints(609-ckpt force_eval_inventory.json; same kappa_l(width)*N*D convention as find_matched_compute_lmax2.py); tol=|log10 ratio|<=0.06 (~15%, covers all 4 historical canonical pairs, max 0.0464 at HIGH)",True,True,False
esen_lmax4_w16_s46000,16,46000,3.4456132225051628e+16,0.004728083080568,esen_lmax2_w20_s150000,20,150000,3.4426815606720916e+16,0.0033537269864735,0.9991491610799718,-0.00036967193590292104,"nearest_realized_FLOPs_in_log10_among_evaluated_lmax2_checkpoints(609-ckpt force_eval_inventory.json; same kappa_l(width)*N*D convention as find_matched_compute_lmax2.py); tol=|log10 ratio|<=0.06 (~15%, covers all 4 historical canonical pairs, max 0.0464 at HIGH)",True,True,False
esen_lmax4_w16_s46500,16,46500,3.4830925951880596e+16,0.0046905340204998,esen_lmax2_w20_s150000,20,150000,3.4426815606720916e+16,0.0033537269864735,0.9883979442373148,-0.005068166555387975,"nearest_realized_FLOPs_in_log10_among_evaluated_lmax2_checkpoints(609-ckpt force_eval_inventory.json; same kappa_l(width)*N*D convention as find_matched_compute_lmax2.py); tol=|log10 ratio|<=0.06 (~15%, covers all 4 historical canonical pairs, max 0.0464 at HIGH)",True,True,False
esen_lmax4_w16_s47000,16,47000,3.5205736534968316e+16,0.0046543918743121,esen_lmax2_w20_s150000,20,150000,3.4426815606720916e+16,0.0033537269864735,0.9778751702162591,-0.009716581149369371,"nearest_realized_FLOPs_in_log10_among_evaluated_lmax2_checkpoints(609-ckpt force_eval_inventory.json; same kappa_l(width)*N*D convention as find_matched_compute_lmax2.py); tol=|log10 ratio|<=0.06 (~15%, covers all 4 historical canonical pairs, max 0.0464 at HIGH)",True,True,False
esen_lmax4_w16_s47500,16,47500,3.5581915500497356e+16,0.0046187096950423,esen_lmax2_w20_s150000,20,150000,3.4426815606720916e+16,0.0033537269864735,0.9675368827807965,-0.014332470564484405,"nearest_realized_FLOPs_in_log10_among_evaluated_lmax2_checkpoints(609-ckpt force_eval_inventory.json; same kappa_l(width)*N*D convention as find_matched_compute_lmax2.py); tol=|log10 ratio|<=0.06 (~15%, covers all 4 historical canonical pairs, max 0.0464 at HIGH)",True,True,False
esen_lmax4_w16_s48000,16,48000,3.5957269373771036e+16,0.0045874460903655,esen_lmax2_w16_s200000,16,200000,3.7218571671000376e+16,0.0032878898207972,1.0350778109460501,0.014972998676315206,"nearest_realized_FLOPs_in_log10_among_evaluated_lmax2_checkpoints(609-ckpt force_eval_inventory.json; same kappa_l(width)*N*D convention as find_matched_compute_lmax2.py); tol=|log10 ratio|<=0.06 (~15%, covers all 4 historical canonical pairs, max 0.0464 at HIGH)",True,True,False
esen_lmax4_w16_s48500,16,48500,3.633260120424481e+16,0.0045575649456637,esen_lmax2_w16_s200000,16,200000,3.7218571671000376e+16,0.0032878898207972,1.0243849996254069,0.010463210339530002,"nearest_realized_FLOPs_in_log10_among_evaluated_lmax2_checkpoints(609-ckpt force_eval_inventory.json; same kappa_l(width)*N*D convention as find_matched_compute_lmax2.py); tol=|log10 ratio|<=0.06 (~15%, covers all 4 historical canonical pairs, max 0.0464 at HIGH)",True,True,False
esen_lmax4_w16_s49000,16,49000,3.670691387938167e+16,0.0045249863945385,esen_lmax2_w16_s200000,16,200000,3.7218571671000376e+16,0.0032878898207972,1.0139390032433673,0.006011829404007699,"nearest_realized_FLOPs_in_log10_among_evaluated_lmax2_checkpoints(609-ckpt force_eval_inventory.json; same kappa_l(width)*N*D convention as find_matched_compute_lmax2.py); tol=|log10 ratio|<=0.06 (~15%, covers all 4 historical canonical pairs, max 0.0464 at HIGH)",True,True,False
esen_lmax4_w16_s49500,16,49500,3.708068023885024e+16,0.0044938367994797,esen_lmax2_w16_s200000,16,200000,3.7218571671000376e+16,0.0032878898207972,1.003718686692421,0.0016120096851746659,"nearest_realized_FLOPs_in_log10_among_evaluated_lmax2_checkpoints(609-ckpt force_eval_inventory.json; same kappa_l(width)*N*D convention as find_matched_compute_lmax2.py); tol=|log10 ratio|<=0.06 (~15%, covers all 4 historical canonical pairs, max 0.0464 at HIGH)",True,True,False
esen_lmax4_w16_s50000,16,50000,3.745685704332046e+16,0.0044639461441436,esen_lmax2_w16_s200000,16,200000,3.7218571671000376e+16,0.0032878898207972,0.9936384045237832,-0.002771631186786064,"nearest_realized_FLOPs_in_log10_among_evaluated_lmax2_checkpoints(609-ckpt force_eval_inventory.json; same kappa_l(width)*N*D convention as find_matched_compute_lmax2.py); tol=|log10 ratio|<=0.06 (~15%, covers all 4 historical canonical pairs, max 0.0464 at HIGH)",True,True,False
esen_lmax4_w8_s100000,8,100000,3.821081419193096e+16,0.0039869753879658,esen_lmax2_w16_s200000,16,200000,3.7218571671000376e+16,0.0032878898207972,0.9740324161650521,-0.01142658939721534,"nearest_realized_FLOPs_in_log10_among_evaluated_lmax2_checkpoints(609-ckpt force_eval_inventory.json; same kappa_l(width)*N*D convention as find_matched_compute_lmax2.py); tol=|log10 ratio|<=0.06 (~15%, covers all 4 historical canonical pairs, max 0.0464 at HIGH)",True,True,False
esen_lmax4_w20_s50000,20,50000,4.662811410112864e+16,0.0037390382543171,esen_lmax2_w20_s200000,20,200000,4.590062105082402e+16,0.0027933543204589,0.9843979739620862,-0.006829288811160712,"nearest_realized_FLOPs_in_log10_among_evaluated_lmax2_checkpoints(609-ckpt force_eval_inventory.json; same kappa_l(width)*N*D convention as find_matched_compute_lmax2.py); tol=|log10 ratio|<=0.06 (~15%, covers all 4 historical canonical pairs, max 0.0464 at HIGH)",True,True,False
esen_lmax4_w10_s100000,10,100000,4.737073263593511e+16,0.003547296750403,esen_lmax2_w20_s200000,20,200000,4.590062105082402e+16,0.0027933543204589,0.96896582545156,-0.01369153985277927,"nearest_realized_FLOPs_in_log10_among_evaluated_lmax2_checkpoints(609-ckpt force_eval_inventory.json; same kappa_l(width)*N*D convention as find_matched_compute_lmax2.py); tol=|log10 ratio|<=0.06 (~15%, covers all 4 historical canonical pairs, max 0.0464 at HIGH)",True,True,False
esen_lmax4_w8_s125000,8,125000,4.776486170530904e+16,0.0033291185347446,esen_lmax2_w20_s200000,20,200000,4.590062105082402e+16,0.0027933543204589,0.9609704584515145,-0.017289962933633475,"nearest_realized_FLOPs_in_log10_among_evaluated_lmax2_checkpoints(609-ckpt force_eval_inventory.json; same kappa_l(width)*N*D convention as find_matched_compute_lmax2.py); tol=|log10 ratio|<=0.06 (~15%, covers all 4 historical canonical pairs, max 0.0464 at HIGH)",True,True,False
esen_lmax4_w24_s50000,24,50000,5.582170608011779e+16,0.0032564400120648,esen_lmax2_w20_s250000,20,250000,5.7370617103972936e+16,0.0024302432274039,1.0277474683706742,0.011886415664987158,"nearest_realized_FLOPs_in_log10_among_evaluated_lmax2_checkpoints(609-ckpt force_eval_inventory.json; same kappa_l(width)*N*D convention as find_matched_compute_lmax2.py); tol=|log10 ratio|<=0.06 (~15%, covers all 4 historical canonical pairs, max 0.0464 at HIGH)",True,True,False
esen_lmax4_w8_s150000,8,150000,5.731569750182585e+16,0.0029461190215253,esen_lmax2_w20_s250000,20,250000,5.7370617103972936e+16,0.0024302432274039,1.0009581947798043,0.0004159394617559124,"nearest_realized_FLOPs_in_log10_among_evaluated_lmax2_checkpoints(609-ckpt force_eval_inventory.json; same kappa_l(width)*N*D convention as find_matched_compute_lmax2.py); tol=|log10 ratio|<=0.06 (~15%, covers all 4 historical canonical pairs, max 0.0464 at HIGH)",True,True,False
esen_lmax4_w8_s175000,8,175000,6.686500691166221e+16,0.0026792473271541,esen_lmax2_w48_s125000,48,125000,6.66769537986945e+16,0.0021929915534289,0.9971875705746033,-0.0012231433897891626,"nearest_realized_FLOPs_in_log10_among_evaluated_lmax2_checkpoints(609-ckpt force_eval_inventory.json; same kappa_l(width)*N*D convention as find_matched_compute_lmax2.py); tol=|log10 ratio|<=0.06 (~15%, covers all 4 historical canonical pairs, max 0.0464 at HIGH)",True,True,False
esen_lmax4_w16_s100000,16,100000,7.49101513650794e+16,0.0026459735825432,esen_lmax2_w32_s200000,32,200000,7.194676919029494e+16,0.0020708707025642,0.9604408465236945,-0.017529378141644156,"nearest_realized_FLOPs_in_log10_among_evaluated_lmax2_checkpoints(609-ckpt force_eval_inventory.json; same kappa_l(width)*N*D convention as find_matched_compute_lmax2.py); tol=|log10 ratio|<=0.06 (~15%, covers all 4 historical canonical pairs, max 0.0464 at HIGH)",True,True,False
esen_lmax4_w8_s200000,8,200000,7.641793366393638e+16,0.002492844086101,esen_lmax2_w48_s150000,48,150000,8.000936206718712e+16,0.0019766335219098,1.046997193342662,0.019945517478815383,"nearest_realized_FLOPs_in_log10_among_evaluated_lmax2_checkpoints(609-ckpt force_eval_inventory.json; same kappa_l(width)*N*D convention as find_matched_compute_lmax2.py); tol=|log10 ratio|<=0.06 (~15%, covers all 4 historical canonical pairs, max 0.0464 at HIGH)",True,True,False
esen_lmax4_w8_s225000,8,225000,8.59688829915249e+16,0.0023409347771438,esen_lmax2_w64_s125000,64,125000,8.838373743247635e+16,0.001853846623819,1.0280898664367841,0.012031078464502604,"nearest_realized_FLOPs_in_log10_among_evaluated_lmax2_checkpoints(609-ckpt force_eval_inventory.json; same kappa_l(width)*N*D convention as find_matched_compute_lmax2.py); tol=|log10 ratio|<=0.06 (~15%, covers all 4 historical canonical pairs, max 0.0464 at HIGH)",True,True,False
esen_lmax4_w20_s100000,20,100000,9.326483661891688e+16,0.0021790023149558,esen_lmax2_w48_s175000,48,175000,9.333963958913222e+16,0.0018007653928476,1.000802049013617,0.0003481858484293044,"nearest_realized_FLOPs_in_log10_among_evaluated_lmax2_checkpoints(609-ckpt force_eval_inventory.json; same kappa_l(width)*N*D convention as find_matched_compute_lmax2.py); tol=|log10 ratio|<=0.06 (~15%, covers all 4 historical canonical pairs, max 0.0464 at HIGH)",True,True,False
esen_lmax4_w8_s275000,8,275000,1.0506711183747755e+17,0.0021130583928166,esen_lmax2_w64_s150000,64,150000,1.060565314731678e+17,0.0016725377409673,1.0094170251602683,0.004070625413323336,"nearest_realized_FLOPs_in_log10_among_evaluated_lmax2_checkpoints(609-ckpt force_eval_inventory.json; same kappa_l(width)*N*D convention as find_matched_compute_lmax2.py); tol=|log10 ratio|<=0.06 (~15%, covers all 4 historical canonical pairs, max 0.0464 at HIGH)",True,True,False
esen_lmax4_w24_s100000,24,100000,1.1162431122242088e+17,0.0020182388312567,esen_lmax2_w32_s300000,32,300000,1.079113959899742e+17,0.0016388850515871,0.9667373962554773,-0.014691481289941187,"nearest_realized_FLOPs_in_log10_among_evaluated_lmax2_checkpoints(609-ckpt force_eval_inventory.json; same kappa_l(width)*N*D convention as find_matched_compute_lmax2.py); tol=|log10 ratio|<=0.06 (~15%, covers all 4 historical canonical pairs, max 0.0464 at HIGH)",True,True,False
esen_lmax4_w16_s150000,16,150000,1.1268708929342485e+17,0.0019797162934754144,esen_lmax2_w32_s325000,32,325000,1.168966992505469e+17,0.0015696152481292,1.03735663050237,0.0159280871825084,"nearest_realized_FLOPs_in_log10_among_evaluated_lmax2_checkpoints(609-ckpt force_eval_inventory.json; same kappa_l(width)*N*D convention as find_matched_compute_lmax2.py); tol=|log10 ratio|<=0.06 (~15%, covers all 4 historical canonical pairs, max 0.0464 at HIGH)",True,True,False
esen_lmax4_w8_s325000,8,325000,1.2416129743413701e+17,0.0019471780246773,esen_lmax2_w64_s175000,64,175000,1.2372650109953526e+17,0.0015303718497752,0.9964981331253212,-0.001523510585300787,"nearest_realized_FLOPs_in_log10_among_evaluated_lmax2_checkpoints(609-ckpt force_eval_inventory.json; same kappa_l(width)*N*D convention as find_matched_compute_lmax2.py); tol=|log10 ratio|<=0.06 (~15%, covers all 4 historical canonical pairs, max 0.0464 at HIGH)",True,True,False
esen_lmax4_w8_s350000,8,350000,1.3371016065583917e+17,0.0018798745178881,esen_lmax2_w48_s250000,48,250000,1.333317181677883e+17,0.0015034393222682,0.997169680402786,-0.0012309349756717384,"nearest_realized_FLOPs_in_log10_among_evaluated_lmax2_checkpoints(609-ckpt force_eval_inventory.json; same kappa_l(width)*N*D convention as find_matched_compute_lmax2.py); tol=|log10 ratio|<=0.06 (~15%, covers all 4 historical canonical pairs, max 0.0464 at HIGH)",True,True,False
esen_lmax4_w40_s75000,40,75000,1.3880051447755456e+17,0.0018042911147106,esen_lmax2_w64_s200000,64,200000,1.4140316422888406e+17,0.0014302538178354,1.0187510093973777,0.008068052055266419,"nearest_realized_FLOPs_in_log10_among_evaluated_lmax2_checkpoints(609-ckpt force_eval_inventory.json; same kappa_l(width)*N*D convention as find_matched_compute_lmax2.py); tol=|log10 ratio|<=0.06 (~15%, covers all 4 historical canonical pairs, max 0.0464 at HIGH)",True,True,False
esen_lmax4_w20_s150000,20,150000,1.3989470006137322e+17,0.0016600938222114,esen_lmax2_w64_s200000,64,200000,1.4140316422888406e+17,0.0014302538178354,1.0107828542957602,0.004657866461278173,"nearest_realized_FLOPs_in_log10_among_evaluated_lmax2_checkpoints(609-ckpt force_eval_inventory.json; same kappa_l(width)*N*D convention as find_matched_compute_lmax2.py); tol=|log10 ratio|<=0.06 (~15%, covers all 4 historical canonical pairs, max 0.0464 at HIGH)",True,True,False
esen_lmax4_w16_s200000,16,200000,1.498236631766153e+17,0.0016220254482049,esen_lmax2_w32_s425000,32,425000,1.5285715864632045e+17,0.0013644138666729,1.0202471051994584,0.008705371200579307,"nearest_realized_FLOPs_in_log10_among_evaluated_lmax2_checkpoints(609-ckpt force_eval_inventory.json; same kappa_l(width)*N*D convention as find_matched_compute_lmax2.py); tol=|log10 ratio|<=0.06 (~15%, covers all 4 historical canonical pairs, max 0.0464 at HIGH)",True,True,False
esen_lmax4_w24_s150000,24,150000,1.6738703951052822e+17,0.0015107336276042,esen_lmax2_w32_s475000,32,475000,1.7083007333514525e+17,0.0012906158668014,1.020569297567393,0.008842499036751305,"nearest_realized_FLOPs_in_log10_among_evaluated_lmax2_checkpoints(609-ckpt force_eval_inventory.json; same kappa_l(width)*N*D convention as find_matched_compute_lmax2.py); tol=|log10 ratio|<=0.06 (~15%, covers all 4 historical canonical pairs, max 0.0464 at HIGH)",True,True,False
esen_lmax4_w40_s100000,40,100000,1.850320987719538e+17,0.0014520772016473,esen_lmax2_w32_s525000,32,525000,1.8880459404874333e+17,0.0012351000270688,1.0203883288457913,0.008765482526092255,"nearest_realized_FLOPs_in_log10_among_evaluated_lmax2_checkpoints(609-ckpt force_eval_inventory.json; same kappa_l(width)*N*D convention as find_matched_compute_lmax2.py); tol=|log10 ratio|<=0.06 (~15%, covers all 4 historical canonical pairs, max 0.0464 at HIGH)",True,True,False
esen_lmax4_w20_s200000,20,200000,1.8649009486112646e+17,0.001402125713543,esen_lmax2_w32_s525000,32,525000,1.8880459404874333e+17,0.0012351000270688,1.012410842459705,0.0053567876075178425,"nearest_realized_FLOPs_in_log10_among_evaluated_lmax2_checkpoints(609-ckpt force_eval_inventory.json; same kappa_l(width)*N*D convention as find_matched_compute_lmax2.py); tol=|log10 ratio|<=0.06 (~15%, covers all 4 historical canonical pairs, max 0.0464 at HIGH)",True,True,False
esen_lmax4_w32_s150000,32,150000,2.22413105528992e+17,0.0013179007546274,esen_lmax2_w64_s300000,64,300000,2.120874930429049e+17,0.0011763691939828016,0.9535746220460865,-0.02064531554428105,"nearest_realized_FLOPs_in_log10_among_evaluated_lmax2_checkpoints(609-ckpt force_eval_inventory.json; same kappa_l(width)*N*D convention as find_matched_compute_lmax2.py); tol=|log10 ratio|<=0.06 (~15%, covers all 4 historical canonical pairs, max 0.0464 at HIGH)",True,True,False
esen_lmax4_w24_s200000,24,200000,2.231428238179048e+17,0.0012782568579038,esen_lmax2_w64_s300000,64,300000,2.120874930429049e+17,0.0011763691939828016,0.950456256733483,-0.02206786606463618,"nearest_realized_FLOPs_in_log10_among_evaluated_lmax2_checkpoints(609-ckpt force_eval_inventory.json; same kappa_l(width)*N*D convention as find_matched_compute_lmax2.py); tol=|log10 ratio|<=0.06 (~15%, covers all 4 historical canonical pairs, max 0.0464 at HIGH)",True,True,False
esen_lmax4_w40_s125000,40,125000,2.3129663148480614e+17,0.0012586217585427,esen_lmax2_w64_s300000,64,300000,2.120874930429049e+17,0.0011763691939828016,0.9169502023501666,-0.03765424931556032,"nearest_realized_FLOPs_in_log10_among_evaluated_lmax2_checkpoints(609-ckpt force_eval_inventory.json; same kappa_l(width)*N*D convention as find_matched_compute_lmax2.py); tol=|log10 ratio|<=0.06 (~15%, covers all 4 historical canonical pairs, max 0.0464 at HIGH)",True,True,False
esen_lmax4_w20_s250000,20,250000,2.331154469293314e+17,0.0012416652423415,esen_lmax2_w64_s300000,64,300000,2.120874930429049e+17,0.0011763691939828016,0.909795965203451,-0.04105599352690601,"nearest_realized_FLOPs_in_log10_among_evaluated_lmax2_checkpoints(609-ckpt force_eval_inventory.json; same kappa_l(width)*N*D convention as find_matched_compute_lmax2.py); tol=|log10 ratio|<=0.06 (~15%, covers all 4 historical canonical pairs, max 0.0464 at HIGH)",True,True,False
esen_lmax4_w16_s350000,16,350000,2.6211738964840467e+17,0.0011792420472759,esen_lmax2_w64_s400000,64,400000,2.8276549253171453e+17,0.0010520104306890115,1.0787742580185409,0.03293057466082661,"nearest_realized_FLOPs_in_log10_among_evaluated_lmax2_checkpoints(609-ckpt force_eval_inventory.json; same kappa_l(width)*N*D convention as find_matched_compute_lmax2.py); tol=|log10 ratio|<=0.06 (~15%, covers all 4 historical canonical pairs, max 0.0464 at HIGH)",True,True,False
esen_lmax4_w40_s150000,40,150000,2.775456117755479e+17,0.0011206995132278,esen_lmax2_w64_s400000,64,400000,2.8276549253171453e+17,0.0010520104306890115,1.0188072898100367,0.008092043783672653,"nearest_realized_FLOPs_in_log10_among_evaluated_lmax2_checkpoints(609-ckpt force_eval_inventory.json; same kappa_l(width)*N*D convention as find_matched_compute_lmax2.py); tol=|log10 ratio|<=0.06 (~15%, covers all 4 historical canonical pairs, max 0.0464 at HIGH)",True,True,False
esen_lmax4_w16_s400000,16,400000,2.9954875397752614e+17,0.0011071657874045,esen_lmax2_w64_s400000,64,400000,2.8276549253171453e+17,0.0010520104306890115,0.9439715197511027,-0.025041108457783925,"nearest_realized_FLOPs_in_log10_among_evaluated_lmax2_checkpoints(609-ckpt force_eval_inventory.json; same kappa_l(width)*N*D convention as find_matched_compute_lmax2.py); tol=|log10 ratio|<=0.06 (~15%, covers all 4 historical canonical pairs, max 0.0464 at HIGH)",True,True,False
esen_lmax4_w40_s175000,40,175000,3.2378720068934586e+17,0.0010277859893639,esen_lmax2_w64_s400000,64,400000,2.8276549253171453e+17,0.0010520104306890115,0.8733065789188216,-0.058833268139501155,"nearest_realized_FLOPs_in_log10_among_evaluated_lmax2_checkpoints(609-ckpt force_eval_inventory.json; same kappa_l(width)*N*D convention as find_matched_compute_lmax2.py); tol=|log10 ratio|<=0.06 (~15%, covers all 4 historical canonical pairs, max 0.0464 at HIGH)",True,True,False
esen_lmax4_w24_s300000,24,300000,3.346812983455683e+17,0.0010254595891778,esen_lmax2_w64_s525000,64,525000,3.724042082098752e+17,0.000950432310028755,1.1127129303333732,0.04638313481721748,"nearest_realized_FLOPs_in_log10_among_evaluated_lmax2_checkpoints(609-ckpt force_eval_inventory.json; same kappa_l(width)*N*D convention as find_matched_compute_lmax2.py); tol=|log10 ratio|<=0.06 (~15%, covers all 4 historical canonical pairs, max 0.0464 at HIGH)",True,True,False
esen_lmax4_w40_s200000,40,200000,3.700463062270997e+17,0.0009674087482055,esen_lmax2_w64_s525000,64,525000,3.724042082098752e+17,0.000950432310028755,1.0063719106044215,0.0027585064400792608,"nearest_realized_FLOPs_in_log10_among_evaluated_lmax2_checkpoints(609-ckpt force_eval_inventory.json; same kappa_l(width)*N*D convention as find_matched_compute_lmax2.py); tol=|log10 ratio|<=0.06 (~15%, covers all 4 historical canonical pairs, max 0.0464 at HIGH)",True,True,False
esen_lmax4_w24_s350000,24,350000,3.9047821847795846e+17,0.0009632477545266,esen_lmax2_w64_s525000,64,525000,3.724042082098752e+17,0.000950432310028755,0.9537131409313078,-0.020582233309114954,"nearest_realized_FLOPs_in_log10_among_evaluated_lmax2_checkpoints(609-ckpt force_eval_inventory.json; same kappa_l(width)*N*D convention as find_matched_compute_lmax2.py); tol=|log10 ratio|<=0.06 (~15%, covers all 4 historical canonical pairs, max 0.0464 at HIGH)",True,True,True
esen_lmax4_w40_s225000,40,225000,4.162958362808579e+17,0.0009234408150991,esen_lmax2_w64_s525000,64,525000,3.724042082098752e+17,0.000950432310028755,0.8945662573445227,-0.048387487255974256,"nearest_realized_FLOPs_in_log10_among_evaluated_lmax2_checkpoints(609-ckpt force_eval_inventory.json; same kappa_l(width)*N*D convention as find_matched_compute_lmax2.py); tol=|log10 ratio|<=0.06 (~15%, covers all 4 historical canonical pairs, max 0.0464 at HIGH)",True,True,True
esen_lmax4_w32_s300000,32,300000,4.44826211057984e+17,0.0009210995061986,esen_lmax2_w64_s525000,64,525000,3.724042082098752e+17,0.000950432310028755,0.8371903429974173,-0.07717578989751991,"nearest_realized_FLOPs_in_log10_among_evaluated_lmax2_checkpoints(609-ckpt force_eval_inventory.json; same kappa_l(width)*N*D convention as find_matched_compute_lmax2.py); tol=|log10 ratio|<=0.06 (~15%, covers all 4 historical canonical pairs, max 0.0464 at HIGH)",False,True,True
esen_lmax4_w24_s400000,24,400000,4.463195071890735e+17,0.0009050419401373,esen_lmax2_w64_s525000,64,525000,3.724042082098752e+17,0.000950432310028755,0.8343892709401884,-0.07863128895524292,"nearest_realized_FLOPs_in_log10_among_evaluated_lmax2_checkpoints(609-ckpt force_eval_inventory.json; same kappa_l(width)*N*D convention as find_matched_compute_lmax2.py); tol=|log10 ratio|<=0.06 (~15%, covers all 4 historical canonical pairs, max 0.0464 at HIGH)",False,True,True
esen_lmax4_w40_s250000,40,250000,4.625162897423004e+17,0.000874643499666,esen_lmax2_w64_s525000,64,525000,3.724042082098752e+17,0.000950432310028755,0.8051699290793999,-0.0941124532055768,"nearest_realized_FLOPs_in_log10_among_evaluated_lmax2_checkpoints(609-ckpt force_eval_inventory.json; same kappa_l(width)*N*D convention as find_matched_compute_lmax2.py); tol=|log10 ratio|<=0.06 (~15%, covers all 4 historical canonical pairs, max 0.0464 at HIGH)",False,True,True
esen_lmax4_w24_s450000,24,450000,5.021201379045083e+17,0.0008655196122349,esen_lmax2_w64_s525000,64,525000,3.724042082098752e+17,0.000950432310028755,0.7416635583747448,-0.12979305951533024,"nearest_realized_FLOPs_in_log10_among_evaluated_lmax2_checkpoints(609-ckpt force_eval_inventory.json; same kappa_l(width)*N*D convention as find_matched_compute_lmax2.py); tol=|log10 ratio|<=0.06 (~15%, covers all 4 historical canonical pairs, max 0.0464 at HIGH)",False,True,True
esen_lmax4_w40_s275000,40,275000,5.0877712569917984e+17,0.0008361147460075,esen_lmax2_w64_s525000,64,525000,3.724042082098752e+17,0.000950432310028755,0.7319594168037801,-0.1355129975574202,"nearest_realized_FLOPs_in_log10_among_evaluated_lmax2_checkpoints(609-ckpt force_eval_inventory.json; same kappa_l(width)*N*D convention as find_matched_compute_lmax2.py); tol=|log10 ratio|<=0.06 (~15%, covers all 4 historical canonical pairs, max 0.0464 at HIGH)",False,True,True
