arch,width,step,seed,run_id,run_name,C_flops,used_in_valid_pair,checkpoint_path
lmax4,20,250000,1,9741258,esen-sphere-20-neutral-epoch,2.331154469293314e+17,True,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-20-neutral-epoch/esen/run_9741258_params_2.1_million/dim_32_step_step=250000.ckpt
lmax4,16,350000,1,9721383,esen-sphere-16-neutral-epoch,2.6211738964840467e+17,True,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-16-neutral-epoch/esen/run_9721383_params_1.7_million/dim_32_step_step=350000.ckpt
lmax4,40,150000,1,9928671,esen-sphere-40-neutral-epoch,2.775456117755479e+17,True,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-40-neutral-epoch/esen/run_9928671_params_4.3_million/dim_32_step_step=150000.ckpt
lmax4,16,400000,1,9721383,esen-sphere-16-neutral-epoch,2.9954875397752614e+17,True,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-16-neutral-epoch/esen/run_9721383_params_1.7_million/dim_32_step_step=400000.ckpt
lmax4,40,175000,1,9928671,esen-sphere-40-neutral-epoch,3.2378720068934586e+17,True,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-40-neutral-epoch/esen/run_9928671_params_4.3_million/dim_32_step_step=175000.ckpt
lmax4,24,300000,1,9721434,esen-sphere-24-neutral-epoch,3.346812983455683e+17,True,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-24-neutral-epoch/esen/run_9721434_params_2.6_million/dim_32_step_step=300000.ckpt
lmax4,40,200000,1,9928671,esen-sphere-40-neutral-epoch,3.700463062270997e+17,True,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-40-neutral-epoch/esen/run_9928671_params_4.3_million/dim_32_step_step=200000.ckpt
lmax4,24,350000,1,9721434,esen-sphere-24-neutral-epoch,3.9047821847795846e+17,True,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-24-neutral-epoch/esen/run_9721434_params_2.6_million/dim_32_step_step=350000.ckpt
lmax4,40,225000,1,9928671,esen-sphere-40-neutral-epoch,4.162958362808579e+17,True,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-40-neutral-epoch/esen/run_9928671_params_4.3_million/dim_32_step_step=225000.ckpt
lmax4,32,300000,1,9740823,esen-sphere-32-neutral-epoch,4.44826211057984e+17,False,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-32-neutral-epoch/esen/run_9740823_params_3.4_million/dim_32_step_step=300000.ckpt
lmax4,24,400000,1,9721434,esen-sphere-24-neutral-epoch,4.463195071890735e+17,False,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-24-neutral-epoch/esen/run_9721434_params_2.6_million/dim_32_step_step=400000.ckpt
lmax4,40,250000,1,9928671,esen-sphere-40-neutral-epoch,4.625162897423004e+17,False,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-40-neutral-epoch/esen/run_9928671_params_4.3_million/dim_32_step_step=250000.ckpt
lmax4,24,450000,1,9721434,esen-sphere-24-neutral-epoch,5.021201379045083e+17,False,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-24-neutral-epoch/esen/run_9721434_params_2.6_million/dim_32_step_step=450000.ckpt
lmax4,40,275000,1,9928671,esen-sphere-40-neutral-epoch,5.0877712569917984e+17,False,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-40-neutral-epoch/esen/run_9928671_params_4.3_million/dim_32_step_step=275000.ckpt
lmax4,40,300000,1,9928671,esen-sphere-40-neutral-epoch,5.550244150683331e+17,False,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-40-neutral-epoch/esen/run_9928671_params_4.3_million/dim_32_step_step=300000.ckpt
lmax4,40,325000,1,9928671,esen-sphere-40-neutral-epoch,6.012388360816084e+17,False,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-40-neutral-epoch/esen/run_9928671_params_4.3_million/dim_32_step_step=325000.ckpt
lmax4,40,350000,1,9928671,esen-sphere-40-neutral-epoch,6.474782643733766e+17,False,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-40-neutral-epoch/esen/run_9928671_params_4.3_million/dim_32_step_step=350000.ckpt
lmax4,40,375000,1,9928671,esen-sphere-40-neutral-epoch,6.93710682386059e+17,False,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-40-neutral-epoch/esen/run_9928671_params_4.3_million/dim_32_step_step=375000.ckpt
lmax4,40,400000,1,9928671,esen-sphere-40-neutral-epoch,7.39985889041439e+17,False,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-40-neutral-epoch/esen/run_9928671_params_4.3_million/dim_32_step_step=400000.ckpt
lmax4,40,425000,1,9928671,esen-sphere-40-neutral-epoch,7.861955105702054e+17,False,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-40-neutral-epoch/esen/run_9928671_params_4.3_million/dim_32_step_step=425000.ckpt
lmax4,40,450000,1,9928671,esen-sphere-40-neutral-epoch,8.32413350789193e+17,False,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-40-neutral-epoch/esen/run_9928671_params_4.3_million/dim_32_step_step=450000.ckpt
lmax4,40,475000,1,9928671,esen-sphere-40-neutral-epoch,8.786362242754088e+17,False,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-40-neutral-epoch/esen/run_9928671_params_4.3_million/dim_32_step_step=475000.ckpt
lmax4,40,500000,1,9928671,esen-sphere-40-neutral-epoch,9.248731097797883e+17,False,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-40-neutral-epoch/esen/run_9928671_params_4.3_million/dim_32_step_step=500000.ckpt
lmax4,40,525000,1,9928671,esen-sphere-40-neutral-epoch,9.710851983033723e+17,False,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-40-neutral-epoch/esen/run_9928671_params_4.3_million/dim_32_step_step=525000.ckpt
lmax4,64,350000,1,9928673,esen-sphere-64-neutral-epoch,1.0328043421615299e+18,False,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-64-neutral-epoch/esen/run_9928673_params_6.8_million/dim_32_step_step=350000.ckpt
lmax4,64,375000,1,9928673,esen-sphere-64-neutral-epoch,1.106550512032323e+18,False,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-64-neutral-epoch/esen/run_9928673_params_6.8_million/dim_32_step_step=375000.ckpt
lmax4,64,400000,1,9928673,esen-sphere-64-neutral-epoch,1.180364934844419e+18,False,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-64-neutral-epoch/esen/run_9928673_params_6.8_million/dim_32_step_step=400000.ckpt
lmax4,64,425000,1,9928673,esen-sphere-64-neutral-epoch,1.2540747416295767e+18,False,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-64-neutral-epoch/esen/run_9928673_params_6.8_million/dim_32_step_step=425000.ckpt
lmax4,64,450000,1,9928673,esen-sphere-64-neutral-epoch,1.327797658196814e+18,False,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-64-neutral-epoch/esen/run_9928673_params_6.8_million/dim_32_step_step=450000.ckpt
lmax4,64,475000,1,9928673,esen-sphere-64-neutral-epoch,1.401528603420046e+18,False,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-64-neutral-epoch/esen/run_9928673_params_6.8_million/dim_32_step_step=475000.ckpt
lmax4,64,500000,1,9928673,esen-sphere-64-neutral-epoch,1.4752818994680056e+18,False,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-64-neutral-epoch/esen/run_9928673_params_6.8_million/dim_32_step_step=500000.ckpt
lmax4,64,525000,1,9928673,esen-sphere-64-neutral-epoch,1.5489956414014144e+18,False,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-64-neutral-epoch/esen/run_9928673_params_6.8_million/dim_32_step_step=525000.ckpt
lmax2,16,2000,1,10359675,esen-sphere-16-neutral-epoch-lmax2-dense0to50k,371997321504363.0,True,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-16-neutral-epoch-lmax2-dense0to50k/esen/run_10359675_params_494.3_thousand/dim_32_step_step=2000.ckpt
lmax2,16,4000,1,10359675,esen-sphere-16-neutral-epoch-lmax2-dense0to50k,744330809938799.5,True,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-16-neutral-epoch-lmax2-dense0to50k/esen/run_10359675_params_494.3_thousand/dim_32_step_step=4000.ckpt
lmax2,16,6000,1,10359675,esen-sphere-16-neutral-epoch-lmax2-dense0to50k,1116735697609422.0,True,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-16-neutral-epoch-lmax2-dense0to50k/esen/run_10359675_params_494.3_thousand/dim_32_step_step=6000.ckpt
lmax2,4,25000,1,10337248,esen-sphere-4-neutral-epoch-lmax2,1338247520975093.2,True,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-4-neutral-epoch-lmax2/esen/run_10337248_params_148.4_thousand/dim_32_step_step=25000.ckpt
lmax2,16,12000,1,10359675,esen-sphere-16-neutral-epoch-lmax2-dense0to50k,2232332765294401.8,True,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-16-neutral-epoch-lmax2-dense0to50k/esen/run_10359675_params_494.3_thousand/dim_32_step_step=12000.ckpt
lmax2,16,14000,1,10359675,esen-sphere-16-neutral-epoch-lmax2-dense0to50k,2604716716346894.5,True,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-16-neutral-epoch-lmax2-dense0to50k/esen/run_10359675_params_494.3_thousand/dim_32_step_step=14000.ckpt
lmax2,4,50000,1,10337248,esen-sphere-4-neutral-epoch-lmax2,2676750352357380.5,True,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-4-neutral-epoch-lmax2/esen/run_10337248_params_148.4_thousand/dim_32_step_step=50000.ckpt
lmax2,16,20500,1,10359675,esen-sphere-16-neutral-epoch-lmax2-dense0to50k,3815069267199963.0,True,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-16-neutral-epoch-lmax2-dense0to50k/esen/run_10359675_params_494.3_thousand/dim_32_step_step=20500.ckpt
lmax2,4,75000,1,10337248,esen-sphere-4-neutral-epoch-lmax2,4016020319547007.5,True,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-4-neutral-epoch-lmax2/esen/run_10337248_params_148.4_thousand/dim_32_step_step=75000.ckpt
lmax2,16,25500,1,10359675,esen-sphere-16-neutral-epoch-lmax2-dense0to50k,4744844937499594.0,True,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-16-neutral-epoch-lmax2-dense0to50k/esen/run_10359675_params_494.3_thousand/dim_32_step_step=25500.ckpt
lmax2,16,26000,1,10359675,esen-sphere-16-neutral-epoch-lmax2-dense0to50k,4837976920140809.0,True,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-16-neutral-epoch-lmax2-dense0to50k/esen/run_10359675_params_494.3_thousand/dim_32_step_step=26000.ckpt
lmax2,16,28000,1,10359675,esen-sphere-16-neutral-epoch-lmax2-dense0to50k,5210071194292204.0,True,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-16-neutral-epoch-lmax2-dense0to50k/esen/run_10359675_params_494.3_thousand/dim_32_step_step=28000.ckpt
lmax2,16,30000,1,10359675,esen-sphere-16-neutral-epoch-lmax2-dense0to50k,5582266071577894.0,True,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-16-neutral-epoch-lmax2-dense0to50k/esen/run_10359675_params_494.3_thousand/dim_32_step_step=30000.ckpt
lmax2,16,32000,1,10359675,esen-sphere-16-neutral-epoch-lmax2-dense0to50k,5955161842418205.0,True,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-16-neutral-epoch-lmax2-dense0to50k/esen/run_10359675_params_494.3_thousand/dim_32_step_step=32000.ckpt
lmax2,16,34000,1,10359675,esen-sphere-16-neutral-epoch-lmax2-dense0to50k,6327946702866065.0,True,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-16-neutral-epoch-lmax2-dense0to50k/esen/run_10359675_params_494.3_thousand/dim_32_step_step=34000.ckpt
lmax2,16,36000,1,10359675,esen-sphere-16-neutral-epoch-lmax2-dense0to50k,6699852010617930.0,True,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-16-neutral-epoch-lmax2-dense0to50k/esen/run_10359675_params_494.3_thousand/dim_32_step_step=36000.ckpt
lmax2,16,38000,1,10359675,esen-sphere-16-neutral-epoch-lmax2-dense0to50k,7072282559066670.0,True,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-16-neutral-epoch-lmax2-dense0to50k/esen/run_10359675_params_494.3_thousand/dim_32_step_step=38000.ckpt
lmax2,16,40000,1,10359675,esen-sphere-16-neutral-epoch-lmax2-dense0to50k,7444234249480238.0,True,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-16-neutral-epoch-lmax2-dense0to50k/esen/run_10359675_params_494.3_thousand/dim_32_step_step=40000.ckpt
lmax2,16,42000,1,10359675,esen-sphere-16-neutral-epoch-lmax2-dense0to50k,7815375639088547.0,True,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-16-neutral-epoch-lmax2-dense0to50k/esen/run_10359675_params_494.3_thousand/dim_32_step_step=42000.ckpt
lmax2,16,44500,1,10359675,esen-sphere-16-neutral-epoch-lmax2-dense0to50k,8279644179810810.0,True,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-16-neutral-epoch-lmax2-dense0to50k/esen/run_10359675_params_494.3_thousand/dim_32_step_step=44500.ckpt
lmax2,16,46500,1,10359675,esen-sphere-16-neutral-epoch-lmax2-dense0to50k,8652475100818556.0,True,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-16-neutral-epoch-lmax2-dense0to50k/esen/run_10359675_params_494.3_thousand/dim_32_step_step=46500.ckpt
lmax2,16,48500,1,10359675,esen-sphere-16-neutral-epoch-lmax2-dense0to50k,9025511630153062.0,True,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-16-neutral-epoch-lmax2-dense0to50k/esen/run_10359675_params_494.3_thousand/dim_32_step_step=48500.ckpt
lmax2,16,50000,1,10359675,esen-sphere-16-neutral-epoch-lmax2-dense0to50k,9304792050891542.0,True,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-16-neutral-epoch-lmax2-dense0to50k/esen/run_10359675_params_494.3_thousand/dim_32_step_step=50000.ckpt
lmax2,48,25000,1,10337249,esen-sphere-48-neutral-epoch-lmax2,1.3333312697161478e+16,True,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-48-neutral-epoch-lmax2/esen/run_10337249_params_1.4_million/dim_32_step_step=25000.ckpt
lmax2,16,75000,1,10337251,esen-sphere-16-neutral-epoch-lmax2,1.396029850622049e+16,True,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-16-neutral-epoch-lmax2/esen/run_10337251_params_494.3_thousand/dim_32_step_step=75000.ckpt
lmax2,20,75000,1,10337246,esen-sphere-20-neutral-epoch-lmax2,1.721684478261946e+16,True,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-20-neutral-epoch-lmax2/esen/run_10337246_params_609.6_thousand/dim_32_step_step=75000.ckpt
lmax2,12,125000,1,10337252,esen-sphere-12-neutral-epoch-lmax2,1.7836690622685352e+16,True,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-12-neutral-epoch-lmax2/esen/run_10337252_params_379.0_thousand/dim_32_step_step=125000.ckpt
lmax2,16,100000,1,10337251,esen-sphere-16-neutral-epoch-lmax2,1.861018557324341e+16,True,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-16-neutral-epoch-lmax2/esen/run_10337251_params_494.3_thousand/dim_32_step_step=100000.ckpt
lmax2,12,150000,1,10337252,esen-sphere-12-neutral-epoch-lmax2,2.1403230903730572e+16,True,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-12-neutral-epoch-lmax2/esen/run_10337252_params_379.0_thousand/dim_32_step_step=150000.ckpt
lmax2,16,125000,1,10337251,esen-sphere-16-neutral-epoch-lmax2,2.3263386531130812e+16,True,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-16-neutral-epoch-lmax2/esen/run_10337251_params_494.3_thousand/dim_32_step_step=125000.ckpt
lmax2,48,50000,1,10337249,esen-sphere-48-neutral-epoch-lmax2,2.6669169119187452e+16,True,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-48-neutral-epoch-lmax2/esen/run_10337249_params_1.4_million/dim_32_step_step=50000.ckpt
lmax2,16,150000,1,10337251,esen-sphere-16-neutral-epoch-lmax2,2.7915023255225744e+16,True,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-16-neutral-epoch-lmax2/esen/run_10337251_params_494.3_thousand/dim_32_step_step=150000.ckpt
lmax2,20,125000,1,10337246,esen-sphere-20-neutral-epoch-lmax2,2.8690082439576276e+16,True,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-20-neutral-epoch-lmax2/esen/run_10337246_params_609.6_thousand/dim_32_step_step=125000.ckpt
lmax2,16,175000,1,10337251,esen-sphere-16-neutral-epoch-lmax2,3.256591656832616e+16,True,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-16-neutral-epoch-lmax2/esen/run_10337251_params_494.3_thousand/dim_32_step_step=175000.ckpt
lmax2,20,150000,1,10337246,esen-sphere-20-neutral-epoch-lmax2,3.4426815606720916e+16,True,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-20-neutral-epoch-lmax2/esen/run_10337246_params_609.6_thousand/dim_32_step_step=150000.ckpt
lmax2,16,200000,1,10337251,esen-sphere-16-neutral-epoch-lmax2,3.7218571671000376e+16,True,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-16-neutral-epoch-lmax2/esen/run_10337251_params_494.3_thousand/dim_32_step_step=200000.ckpt
lmax2,20,200000,1,10337246,esen-sphere-20-neutral-epoch-lmax2,4.590062105082402e+16,True,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-20-neutral-epoch-lmax2/esen/run_10337246_params_609.6_thousand/dim_32_step_step=200000.ckpt
lmax2,20,250000,1,10337246,esen-sphere-20-neutral-epoch-lmax2,5.7370617103972936e+16,True,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-20-neutral-epoch-lmax2/esen/run_10337246_params_609.6_thousand/dim_32_step_step=250000.ckpt
lmax2,48,125000,1,10337249,esen-sphere-48-neutral-epoch-lmax2,6.66769537986945e+16,True,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-48-neutral-epoch-lmax2/esen/run_10337249_params_1.4_million/dim_32_step_step=125000.ckpt
lmax2,32,200000,1,10337245,esen-sphere-32-neutral-epoch-lmax2,7.194676919029494e+16,True,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-32-neutral-epoch-lmax2/esen/run_10337245_params_955.5_thousand/dim_32_step_step=200000.ckpt
lmax2,48,150000,1,10337249,esen-sphere-48-neutral-epoch-lmax2,8.000936206718712e+16,True,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-48-neutral-epoch-lmax2/esen/run_10337249_params_1.4_million/dim_32_step_step=150000.ckpt
lmax2,64,125000,1,10338627,esen-sphere-64-neutral-epoch-lmax2,8.838373743247635e+16,True,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-64-neutral-epoch-lmax2/esen/run_10338627_params_1.9_million/dim_32_step_step=125000.ckpt
lmax2,48,175000,1,10337249,esen-sphere-48-neutral-epoch-lmax2,9.333963958913222e+16,True,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-48-neutral-epoch-lmax2/esen/run_10337249_params_1.4_million/dim_32_step_step=175000.ckpt
lmax2,64,150000,1,10338627,esen-sphere-64-neutral-epoch-lmax2,1.060565314731678e+17,True,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-64-neutral-epoch-lmax2/esen/run_10338627_params_1.9_million/dim_32_step_step=150000.ckpt
lmax2,32,300000,1,10337245,esen-sphere-32-neutral-epoch-lmax2,1.079113959899742e+17,True,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-32-neutral-epoch-lmax2/esen/run_10337245_params_955.5_thousand/dim_32_step_step=300000.ckpt
lmax2,32,325000,1,10337245,esen-sphere-32-neutral-epoch-lmax2,1.168966992505469e+17,True,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-32-neutral-epoch-lmax2/esen/run_10337245_params_955.5_thousand/dim_32_step_step=325000.ckpt
lmax2,64,175000,1,10338627,esen-sphere-64-neutral-epoch-lmax2,1.2372650109953526e+17,True,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-64-neutral-epoch-lmax2/esen/run_10338627_params_1.9_million/dim_32_step_step=175000.ckpt
lmax2,48,250000,1,10337249,esen-sphere-48-neutral-epoch-lmax2,1.333317181677883e+17,True,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-48-neutral-epoch-lmax2/esen/run_10337249_params_1.4_million/dim_32_step_step=250000.ckpt
lmax2,64,200000,1,10338627,esen-sphere-64-neutral-epoch-lmax2,1.4140316422888406e+17,True,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-64-neutral-epoch-lmax2/esen/run_10338627_params_1.9_million/dim_32_step_step=200000.ckpt
lmax2,32,425000,1,10337245,esen-sphere-32-neutral-epoch-lmax2,1.5285715864632045e+17,True,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-32-neutral-epoch-lmax2/esen/run_10337245_params_955.5_thousand/dim_32_step_step=425000.ckpt
lmax2,32,475000,1,10337245,esen-sphere-32-neutral-epoch-lmax2,1.7083007333514525e+17,True,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-32-neutral-epoch-lmax2/esen/run_10337245_params_955.5_thousand/dim_32_step_step=475000.ckpt
lmax2,32,525000,1,10337245,esen-sphere-32-neutral-epoch-lmax2,1.8880459404874333e+17,True,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-32-neutral-epoch-lmax2/esen/run_10337245_params_955.5_thousand/dim_32_step_step=525000.ckpt
lmax2,64,300000,1,10338627,esen-sphere-64-neutral-epoch-lmax2,2.120874930429049e+17,True,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-64-neutral-epoch-lmax2/esen/run_10338627_params_1.9_million/dim_32_step_step=300000.ckpt
lmax2,64,400000,1,10338627,esen-sphere-64-neutral-epoch-lmax2,2.8276549253171453e+17,True,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-64-neutral-epoch-lmax2/esen/run_10338627_params_1.9_million/dim_32_step_step=400000.ckpt
lmax2,64,525000,1,10338627,esen-sphere-64-neutral-epoch-lmax2,3.724042082098752e+17,True,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-64-neutral-epoch-lmax2/esen/run_10338627_params_1.9_million/dim_32_step_step=525000.ckpt
