owner_id,checkpoint_path,seed,width_sphere_channels,step,N_trainable_params,D_atom_tokens,C_flops,force_mse_norm_full_neutral_val,first_budget_owned_Cflops,last_budget_owned_Cflops_exclusive,unbounded_top_owner,source
esen_lmax4_w4_s150000,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-4-neutral-epoch/esen/run_9714661_params_456.5_thousand/dim_32_step_step=150000.ckpt,1,4,150000,456522,259920398,3.044672799278153e+16,0.0049569270005325,3.044672799278153e+16,3.2582419460270428e+16,False,empirical_lmax_adversarial_audit_2026_08_13
esen_lmax4_w16_s43500,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-16-neutral-epoch-lmax4-dense0to50k/esen/run_10359676_params_1.7_million/dim_32_step_step=43500.ckpt,1,16,43500,1722258,75385314,3.2582419460270428e+16,0.00492989099276,3.2582419460270428e+16,3.2954677832898256e+16,False,empirical_lmax_adversarial_audit_2026_08_13
esen_lmax4_w16_s44000,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-16-neutral-epoch-lmax4-dense0to50k/esen/run_10359676_params_1.7_million/dim_32_step_step=44000.ckpt,1,16,44000,1722258,76246601,3.2954677832898256e+16,0.0048885323520879,3.2954677832898256e+16,3.333007838504233e+16,False,empirical_lmax_adversarial_audit_2026_08_13
esen_lmax4_w16_s44500,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-16-neutral-epoch-lmax4-dense0to50k/esen/run_10359676_params_1.7_million/dim_32_step_step=44500.ckpt,1,16,44500,1722258,77115158,3.333007838504233e+16,0.0048482718118106,3.333007838504233e+16,3.370506228504697e+16,False,empirical_lmax_adversarial_audit_2026_08_13
esen_lmax4_w16_s45000,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-16-neutral-epoch-lmax4-dense0to50k/esen/run_10359676_params_1.7_million/dim_32_step_step=45000.ckpt,1,16,45000,1722258,77982751,3.370506228504697e+16,0.0048086626346166,3.370506228504697e+16,3.408259450560563e+16,False,empirical_lmax_adversarial_audit_2026_08_13
esen_lmax4_w16_s45500,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-16-neutral-epoch-lmax4-dense0to50k/esen/run_10359676_params_1.7_million/dim_32_step_step=45500.ckpt,1,16,45500,1722258,78856240,3.408259450560563e+16,0.0047675783952763,3.408259450560563e+16,3.4456132225051628e+16,False,empirical_lmax_adversarial_audit_2026_08_13
esen_lmax4_w16_s46000,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-16-neutral-epoch-lmax4-dense0to50k/esen/run_10359676_params_1.7_million/dim_32_step_step=46000.ckpt,1,16,46000,1722258,79720487,3.4456132225051628e+16,0.004728083080568,3.4456132225051628e+16,3.4830925951880596e+16,False,empirical_lmax_adversarial_audit_2026_08_13
esen_lmax4_w16_s46500,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-16-neutral-epoch-lmax4-dense0to50k/esen/run_10359676_params_1.7_million/dim_32_step_step=46500.ckpt,1,16,46500,1722258,80587640,3.4830925951880596e+16,0.0046905340204998,3.4830925951880596e+16,3.5205736534968316e+16,False,empirical_lmax_adversarial_audit_2026_08_13
esen_lmax4_w16_s47000,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-16-neutral-epoch-lmax4-dense0to50k/esen/run_10359676_params_1.7_million/dim_32_step_step=47000.ckpt,1,16,47000,1722258,81454832,3.5205736534968316e+16,0.0046543918743121,3.5205736534968316e+16,3.5581915500497356e+16,False,empirical_lmax_adversarial_audit_2026_08_13
esen_lmax4_w16_s47500,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-16-neutral-epoch-lmax4-dense0to50k/esen/run_10359676_params_1.7_million/dim_32_step_step=47500.ckpt,1,16,47500,1722258,82325190,3.5581915500497356e+16,0.0046187096950423,3.5581915500497356e+16,3.5957269373771036e+16,False,empirical_lmax_adversarial_audit_2026_08_13
esen_lmax4_w16_s48000,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-16-neutral-epoch-lmax4-dense0to50k/esen/run_10359676_params_1.7_million/dim_32_step_step=48000.ckpt,1,16,48000,1722258,83193639,3.5957269373771036e+16,0.0045874460903655,3.5957269373771036e+16,3.633260120424481e+16,False,empirical_lmax_adversarial_audit_2026_08_13
esen_lmax4_w16_s48500,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-16-neutral-epoch-lmax4-dense0to50k/esen/run_10359676_params_1.7_million/dim_32_step_step=48500.ckpt,1,16,48500,1722258,84062037,3.633260120424481e+16,0.0045575649456637,3.633260120424481e+16,3.670691387938167e+16,False,empirical_lmax_adversarial_audit_2026_08_13
esen_lmax4_w16_s49000,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-16-neutral-epoch-lmax4-dense0to50k/esen/run_10359676_params_1.7_million/dim_32_step_step=49000.ckpt,1,16,49000,1722258,84928077,3.670691387938167e+16,0.0045249863945385,3.670691387938167e+16,3.708068023885024e+16,False,empirical_lmax_adversarial_audit_2026_08_13
esen_lmax4_w16_s49500,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-16-neutral-epoch-lmax4-dense0to50k/esen/run_10359676_params_1.7_million/dim_32_step_step=49500.ckpt,1,16,49500,1722258,85792853,3.708068023885024e+16,0.0044938367994797,3.708068023885024e+16,3.745685704332046e+16,False,empirical_lmax_adversarial_audit_2026_08_13
esen_lmax4_w16_s50000,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-16-neutral-epoch-lmax4-dense0to50k/esen/run_10359676_params_1.7_million/dim_32_step_step=50000.ckpt,1,16,50000,1722258,86663206,3.745685704332046e+16,0.0044639461441436,3.745685704332046e+16,3.821081419193096e+16,False,empirical_lmax_adversarial_audit_2026_08_13
esen_lmax4_w8_s100000,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-8-neutral-epoch/esen/run_9897808_params_878.4_thousand/dim_32_step_step=100000.ckpt,1,8,100000,878434,173332014,3.821081419193096e+16,0.0039869753879658,3.821081419193096e+16,4.662811410112864e+16,False,empirical_lmax_adversarial_audit_2026_08_13
esen_lmax4_w20_s50000,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-20-neutral-epoch/esen/run_9741258_params_2.1_million/dim_32_step_step=50000.ckpt,1,20,50000,2144170,86654329,4.662811410112864e+16,0.0037390382543171,4.662811410112864e+16,4.737073263593511e+16,False,empirical_lmax_adversarial_audit_2026_08_13
