owner_id,checkpoint_path,seed,width_sphere_channels,step,N_trainable_params,D_atom_tokens,C_flops,force_mse_norm_full_neutral_val,first_budget_owned_Cflops,last_budget_owned_Cflops_exclusive,unbounded_top_owner,source
esen_lmax4_w10_s100000,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-10-neutral-epoch/esen/run_9741255_params_1.1_million/dim_32_step_step=100000.ckpt,1,10,100000,1089390,173271983,4.737073263593511e+16,0.003547296750403,4.737073263593511e+16,4.776486170530904e+16,False,empirical_lmax_adversarial_audit_2026_08_13
esen_lmax4_w8_s125000,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-8-neutral-epoch/esen/run_9897808_params_878.4_thousand/dim_32_step_step=125000.ckpt,1,8,125000,878434,216671114,4.776486170530904e+16,0.0033291185347446,4.776486170530904e+16,5.582170608011779e+16,False,empirical_lmax_adversarial_audit_2026_08_13
esen_lmax4_w24_s50000,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-24-neutral-epoch/esen/run_9721434_params_2.6_million/dim_32_step_step=50000.ckpt,1,24,50000,2566082,86683054,5.582170608011779e+16,0.0032564400120648,5.582170608011779e+16,5.731569750182585e+16,False,empirical_lmax_adversarial_audit_2026_08_13
esen_lmax4_w8_s150000,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-8-neutral-epoch/esen/run_9897808_params_878.4_thousand/dim_32_step_step=150000.ckpt,1,8,150000,878434,259995645,5.731569750182585e+16,0.0029461190215253,5.731569750182585e+16,6.686500691166221e+16,False,empirical_lmax_adversarial_audit_2026_08_13
esen_lmax4_w8_s175000,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-8-neutral-epoch/esen/run_9897808_params_878.4_thousand/dim_32_step_step=175000.ckpt,1,8,175000,878434,303313252,6.686500691166221e+16,0.0026792473271541,6.686500691166221e+16,7.49101513650794e+16,False,empirical_lmax_adversarial_audit_2026_08_13
esen_lmax4_w16_s100000,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-16-neutral-epoch/esen/run_9721383_params_1.7_million/dim_32_step_step=100000.ckpt,1,16,100000,1722258,173318169,7.49101513650794e+16,0.0026459735825432,7.49101513650794e+16,7.641793366393638e+16,False,empirical_lmax_adversarial_audit_2026_08_13
esen_lmax4_w8_s200000,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-8-neutral-epoch/esen/run_9897808_params_878.4_thousand/dim_32_step_step=200000.ckpt,1,8,200000,878434,346647268,7.641793366393638e+16,0.002492844086101,7.641793366393638e+16,8.59688829915249e+16,False,empirical_lmax_adversarial_audit_2026_08_13
esen_lmax4_w8_s225000,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-8-neutral-epoch/esen/run_9897808_params_878.4_thousand/dim_32_step_step=225000.ckpt,1,8,225000,878434,389972314,8.59688829915249e+16,0.0023409347771438,8.59688829915249e+16,9.326483661891688e+16,False,empirical_lmax_adversarial_audit_2026_08_13
esen_lmax4_w20_s100000,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-20-neutral-epoch/esen/run_9741258_params_2.1_million/dim_32_step_step=100000.ckpt,1,20,100000,2144170,173324656,9.326483661891688e+16,0.0021790023149558,9.326483661891688e+16,1.0506711183747755e+17,False,empirical_lmax_adversarial_audit_2026_08_13
esen_lmax4_w8_s275000,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-8-neutral-epoch/esen/run_9897808_params_878.4_thousand/dim_32_step_step=275000.ckpt,1,8,275000,878434,476605759,1.0506711183747755e+17,0.0021130583928166,1.0506711183747755e+17,1.1162431122242088e+17,False,empirical_lmax_adversarial_audit_2026_08_13
esen_lmax4_w24_s100000,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-24-neutral-epoch/esen/run_9721434_params_2.6_million/dim_32_step_step=100000.ckpt,1,24,100000,2566082,173336447,1.1162431122242088e+17,0.0020182388312567,1.1162431122242088e+17,1.1268708929342485e+17,False,empirical_lmax_adversarial_audit_2026_08_13
esen_lmax4_w16_s150000,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-16-neutral-epoch/esen/run_9721383_params_1.7_million/dim_32_step_step=150000.ckpt,1,16,150000,1722258,259964327,1.1268708929342485e+17,0.0019797162934754144,1.1268708929342485e+17,1.2416129743413701e+17,False,stage3b_2026_08_16_frozen_owner_reused
esen_lmax4_w8_s325000,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-8-neutral-epoch/esen/run_9897808_params_878.4_thousand/dim_32_step_step=325000.ckpt,1,8,325000,878434,563220863,1.2416129743413701e+17,0.0019471780246773,1.2416129743413701e+17,1.3371016065583917e+17,False,empirical_lmax_adversarial_audit_2026_08_13
esen_lmax4_w8_s350000,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-8-neutral-epoch/esen/run_9897808_params_878.4_thousand/dim_32_step_step=350000.ckpt,1,8,350000,878434,606536446,1.3371016065583917e+17,0.0018798745178881,1.3371016065583917e+17,1.3880051447755456e+17,False,empirical_lmax_adversarial_audit_2026_08_13
esen_lmax4_w40_s75000,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-40-neutral-epoch/esen/run_9928671_params_4.3_million/dim_32_step_step=75000.ckpt,1,40,75000,4253730,130023779,1.3880051447755456e+17,0.0018042911147106,1.3880051447755456e+17,1.3989470006137322e+17,False,empirical_lmax_adversarial_audit_2026_08_13
esen_lmax4_w20_s150000,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-20-neutral-epoch/esen/run_9741258_params_2.1_million/dim_32_step_step=150000.ckpt,1,20,150000,2144170,259982236,1.3989470006137322e+17,0.0016600938222114,1.3989470006137322e+17,1.498236631766153e+17,False,empirical_lmax_adversarial_audit_2026_08_13
esen_lmax4_w16_s200000,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-16-neutral-epoch/esen/run_9721383_params_1.7_million/dim_32_step_step=200000.ckpt,1,16,200000,1722258,346644113,1.498236631766153e+17,0.0016220254482049,1.498236631766153e+17,1.6738703951052822e+17,False,empirical_lmax_adversarial_audit_2026_08_13
esen_lmax4_w24_s150000,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-24-neutral-epoch/esen/run_9721434_params_2.6_million/dim_32_step_step=150000.ckpt,1,24,150000,2566082,259927917,1.6738703951052822e+17,0.0015107336276042,1.6738703951052822e+17,1.850320987719538e+17,False,empirical_lmax_adversarial_audit_2026_08_13
esen_lmax4_w40_s100000,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-40-neutral-epoch/esen/run_9928671_params_4.3_million/dim_32_step_step=100000.ckpt,1,40,100000,4253730,173332014,1.850320987719538e+17,0.0014520772016473,1.850320987719538e+17,1.8649009486112646e+17,False,empirical_lmax_adversarial_audit_2026_08_13
esen_lmax4_w20_s200000,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-20-neutral-epoch/esen/run_9741258_params_2.1_million/dim_32_step_step=200000.ckpt,1,20,200000,2144170,346575759,1.8649009486112646e+17,0.001402125713543,1.8649009486112646e+17,2.22413105528992e+17,False,empirical_lmax_adversarial_audit_2026_08_13
esen_lmax4_w32_s150000,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-32-neutral-epoch/esen/run_9736067_params_3.4_million/dim_32_step_step=150000.ckpt,1,32,150000,3409906,259907969,2.22413105528992e+17,0.0013179007546274,2.22413105528992e+17,2.231428238179048e+17,False,empirical_lmax_adversarial_audit_2026_08_13
esen_lmax4_w24_s200000,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-24-neutral-epoch/esen/run_9721434_params_2.6_million/dim_32_step_step=200000.ckpt,1,24,200000,2566082,346508604,2.231428238179048e+17,0.0012782568579038,2.231428238179048e+17,2.3129663148480614e+17,False,empirical_lmax_adversarial_audit_2026_08_13
esen_lmax4_w40_s125000,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-40-neutral-epoch/esen/run_9928671_params_4.3_million/dim_32_step_step=125000.ckpt,1,40,125000,4253730,216671114,2.3129663148480614e+17,0.0012586217585427,2.3129663148480614e+17,2.331154469293314e+17,False,empirical_lmax_adversarial_audit_2026_08_13
esen_lmax4_w20_s250000,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-20-neutral-epoch/esen/run_9741258_params_2.1_million/dim_32_step_step=250000.ckpt,1,20,250000,2144170,433224955,2.331154469293314e+17,0.0012416652423415,2.331154469293314e+17,2.6211738964840467e+17,False,empirical_lmax_adversarial_audit_2026_08_13
esen_lmax4_w16_s350000,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-16-neutral-epoch/esen/run_9721383_params_1.7_million/dim_32_step_step=350000.ckpt,1,16,350000,1722258,606455937,2.6211738964840467e+17,0.0011792420472759,2.6211738964840467e+17,2.775456117755479e+17,False,empirical_lmax_adversarial_audit_2026_08_13
esen_lmax4_w40_s150000,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-40-neutral-epoch/esen/run_9928671_params_4.3_million/dim_32_step_step=150000.ckpt,1,40,150000,4253730,259995645,2.775456117755479e+17,0.0011206995132278,2.775456117755479e+17,2.9954875397752614e+17,False,empirical_lmax_adversarial_audit_2026_08_13
esen_lmax4_w16_s400000,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-16-neutral-epoch/esen/run_9721383_params_1.7_million/dim_32_step_step=400000.ckpt,1,16,400000,1722258,693060161,2.9954875397752614e+17,0.0011071657874045,2.9954875397752614e+17,3.2378720068934586e+17,False,empirical_lmax_adversarial_audit_2026_08_13
esen_lmax4_w40_s175000,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-40-neutral-epoch/esen/run_9928671_params_4.3_million/dim_32_step_step=175000.ckpt,1,40,175000,4253730,303313252,3.2378720068934586e+17,0.0010277859893639,3.2378720068934586e+17,3.346812983455683e+17,False,empirical_lmax_adversarial_audit_2026_08_13
esen_lmax4_w24_s300000,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-24-neutral-epoch/esen/run_9721434_params_2.6_million/dim_32_step_step=300000.ckpt,1,24,300000,2566082,519711759,3.346812983455683e+17,0.0010254595891778,3.346812983455683e+17,3.700463062270997e+17,False,empirical_lmax_adversarial_audit_2026_08_13
esen_lmax4_w40_s200000,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-40-neutral-epoch/esen/run_9928671_params_4.3_million/dim_32_step_step=200000.ckpt,1,40,200000,4253730,346647268,3.700463062270997e+17,0.0009674087482055,3.700463062270997e+17,3.9047821847795846e+17,False,empirical_lmax_adversarial_audit_2026_08_13
esen_lmax4_w24_s350000,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-24-neutral-epoch/esen/run_9721434_params_2.6_million/dim_32_step_step=350000.ckpt,1,24,350000,2566082,606356324,3.9047821847795846e+17,0.0009632477545266,3.9047821847795846e+17,4.162958362808579e+17,False,empirical_lmax_adversarial_audit_2026_08_13
esen_lmax4_w40_s225000,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-40-neutral-epoch/esen/run_9928671_params_4.3_million/dim_32_step_step=225000.ckpt,1,40,225000,4253730,389972314,4.162958362808579e+17,0.0009234408150991,4.162958362808579e+17,4.44826211057984e+17,False,empirical_lmax_adversarial_audit_2026_08_13
esen_lmax4_w32_s300000,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-32-neutral-epoch/esen/run_9740823_params_3.4_million/dim_32_step_step=300000.ckpt,1,32,300000,3409906,519815938,4.44826211057984e+17,0.0009210995061986,4.44826211057984e+17,4.463195071890735e+17,False,empirical_lmax_adversarial_audit_2026_08_13
esen_lmax4_w24_s400000,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-24-neutral-epoch/esen/run_9721434_params_2.6_million/dim_32_step_step=400000.ckpt,1,24,400000,2566082,693069787,4.463195071890735e+17,0.0009050419401373,4.463195071890735e+17,4.625162897423004e+17,False,empirical_lmax_adversarial_audit_2026_08_13
esen_lmax4_w40_s250000,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-40-neutral-epoch/esen/run_9928671_params_4.3_million/dim_32_step_step=250000.ckpt,1,40,250000,4253730,433270122,4.625162897423004e+17,0.000874643499666,4.625162897423004e+17,5.021201379045083e+17,False,empirical_lmax_adversarial_audit_2026_08_13
esen_lmax4_w24_s450000,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-24-neutral-epoch/esen/run_9721434_params_2.6_million/dim_32_step_step=450000.ckpt,1,24,450000,2566082,779720114,5.021201379045083e+17,0.0008655196122349,5.021201379045083e+17,5.0877712569917984e+17,False,empirical_lmax_adversarial_audit_2026_08_13
esen_lmax4_w40_s275000,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-40-neutral-epoch/esen/run_9928671_params_4.3_million/dim_32_step_step=275000.ckpt,1,40,275000,4253730,476605759,5.0877712569917984e+17,0.0008361147460075,5.0877712569917984e+17,5.550244150683331e+17,False,empirical_lmax_adversarial_audit_2026_08_13
esen_lmax4_w40_s300000,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-40-neutral-epoch/esen/run_9928671_params_4.3_million/dim_32_step_step=300000.ckpt,1,40,300000,4253730,519928706,5.550244150683331e+17,0.0007995182703786,5.550244150683331e+17,6.012388360816084e+17,False,empirical_lmax_adversarial_audit_2026_08_13
esen_lmax4_w40_s325000,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-40-neutral-epoch/esen/run_9928671_params_4.3_million/dim_32_step_step=325000.ckpt,1,40,325000,4253730,563220863,6.012388360816084e+17,0.0007727222304621,6.012388360816084e+17,6.474782643733766e+17,False,empirical_lmax_adversarial_audit_2026_08_13
esen_lmax4_w40_s350000,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-40-neutral-epoch/esen/run_9928671_params_4.3_million/dim_32_step_step=350000.ckpt,1,40,350000,4253730,606536446,6.474782643733766e+17,0.0007472823645674,6.474782643733766e+17,6.93710682386059e+17,False,empirical_lmax_adversarial_audit_2026_08_13
esen_lmax4_w40_s375000,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-40-neutral-epoch/esen/run_9928671_params_4.3_million/dim_32_step_step=375000.ckpt,1,40,375000,4253730,649845462,6.93710682386059e+17,0.0007246693086998,6.93710682386059e+17,7.39985889041439e+17,False,empirical_lmax_adversarial_audit_2026_08_13
esen_lmax4_w40_s400000,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-40-neutral-epoch/esen/run_9928671_params_4.3_million/dim_32_step_step=400000.ckpt,1,40,400000,4253730,693194561,7.39985889041439e+17,0.0007056127015494,7.39985889041439e+17,7.861955105702054e+17,False,empirical_lmax_adversarial_audit_2026_08_13
esen_lmax4_w40_s425000,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-40-neutral-epoch/esen/run_9928671_params_4.3_million/dim_32_step_step=425000.ckpt,1,40,425000,4253730,736482222,7.861955105702054e+17,0.0006860078541245,7.861955105702054e+17,8.32413350789193e+17,False,empirical_lmax_adversarial_audit_2026_08_13
esen_lmax4_w40_s450000,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-40-neutral-epoch/esen/run_9928671_params_4.3_million/dim_32_step_step=450000.ckpt,1,40,450000,4253730,779777582,8.32413350789193e+17,0.000670959019072,8.32413350789193e+17,8.786362242754088e+17,False,empirical_lmax_adversarial_audit_2026_08_13
esen_lmax4_w40_s475000,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-40-neutral-epoch/esen/run_9928671_params_4.3_million/dim_32_step_step=475000.ckpt,1,40,475000,4253730,823077657,8.786362242754088e+17,0.0006551830535791,8.786362242754088e+17,9.248731097797883e+17,False,empirical_lmax_adversarial_audit_2026_08_13
esen_lmax4_w40_s500000,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-40-neutral-epoch/esen/run_9928671_params_4.3_million/dim_32_step_step=500000.ckpt,1,40,500000,4253730,866390858,9.248731097797883e+17,0.0006412297717711,9.248731097797883e+17,9.710851983033723e+17,False,empirical_lmax_adversarial_audit_2026_08_13
esen_lmax4_w40_s525000,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-40-neutral-epoch/esen/run_9928671_params_4.3_million/dim_32_step_step=525000.ckpt,1,40,525000,4253730,909680830,9.710851983033723e+17,0.000626840950674,9.710851983033723e+17,1.0328043421615299e+18,False,empirical_lmax_adversarial_audit_2026_08_13
esen_lmax4_w64_s350000,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-64-neutral-epoch/esen/run_9928673_params_6.8_million/dim_32_step_step=350000.ckpt,1,64,350000,6785202,606536446,1.0328043421615299e+18,0.0006214341292885,1.0328043421615299e+18,1.106550512032323e+18,False,empirical_lmax_adversarial_audit_2026_08_13
esen_lmax4_w64_s375000,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-64-neutral-epoch/esen/run_9928673_params_6.8_million/dim_32_step_step=375000.ckpt,1,64,375000,6785202,649845462,1.106550512032323e+18,0.0006073723225441,1.106550512032323e+18,1.180364934844419e+18,False,empirical_lmax_adversarial_audit_2026_08_13
esen_lmax4_w64_s400000,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-64-neutral-epoch/esen/run_9928673_params_6.8_million/dim_32_step_step=400000.ckpt,1,64,400000,6785202,693194561,1.180364934844419e+18,0.0005925694326203,1.180364934844419e+18,1.2540747416295767e+18,False,empirical_lmax_adversarial_audit_2026_08_13
esen_lmax4_w64_s425000,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-64-neutral-epoch/esen/run_9928673_params_6.8_million/dim_32_step_step=425000.ckpt,1,64,425000,6785202,736482222,1.2540747416295767e+18,0.0005776618714456,1.2540747416295767e+18,1.327797658196814e+18,False,empirical_lmax_adversarial_audit_2026_08_13
esen_lmax4_w64_s450000,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-64-neutral-epoch/esen/run_9928673_params_6.8_million/dim_32_step_step=450000.ckpt,1,64,450000,6785202,779777582,1.327797658196814e+18,0.0005634988220971,1.327797658196814e+18,1.401528603420046e+18,False,empirical_lmax_adversarial_audit_2026_08_13
esen_lmax4_w64_s475000,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-64-neutral-epoch/esen/run_9928673_params_6.8_million/dim_32_step_step=475000.ckpt,1,64,475000,6785202,823077657,1.401528603420046e+18,0.0005511909244114,1.401528603420046e+18,1.4752818994680056e+18,False,empirical_lmax_adversarial_audit_2026_08_13
esen_lmax4_w64_s500000,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-64-neutral-epoch/esen/run_9928673_params_6.8_million/dim_32_step_step=500000.ckpt,1,64,500000,6785202,866390858,1.4752818994680056e+18,0.0005410657215534,1.4752818994680056e+18,1.5489956414014144e+18,False,empirical_lmax_adversarial_audit_2026_08_13
esen_lmax4_w64_s525000,<CHECKPOINT_ROOT>/geometric_scaling_checkpoints_esen/esen-sphere-64-neutral-epoch/esen/run_9928673_params_6.8_million/dim_32_step_step=525000.ckpt,1,64,525000,6785202,909680830,1.5489956414014144e+18,0.0005303900841841,1.5489956414014144e+18,,True,empirical_lmax_adversarial_audit_2026_08_13
