l4_flops,l2_flops,matched_compute,domain,H_force,ci_low,ci_high,ci_note,H_force_bootstrap_M16384_ID_pool_cross_check,ci_low_bootstrap_M16384_ID_pool,ci_high_bootstrap_M16384_ID_pool,valid_match,l4_width,l4_step,l2_width,l2_step
3.408259450560563e+16,3.4426815606720916e+16,True,Neutral_val,-0.351766241337808,,,point_estimate_full_deterministic_Neutral_val_population_n27697,-0.19336717717917207,-0.1990337978651417,-0.18807371892773048,True,16,45500,20,150000
3.408259450560563e+16,3.4426815606720916e+16,True,Val_Comp_support_matched,-0.18610523387162026,-0.19642489196070514,-0.17491993582828194,paired_bootstrap_M16384_esen_irrep_ood_2026_08_22_full_frontier_eval,,,,True,16,45500,20,150000
3.4456132225051628e+16,3.4426815606720916e+16,True,Neutral_val,-0.3434475912754351,,,point_estimate_full_deterministic_Neutral_val_population_n27697,-0.1883109354174608,-0.193994252778854,-0.18305264441885016,True,16,46000,20,150000
3.4456132225051628e+16,3.4426815606720916e+16,True,Val_Comp_support_matched,-0.18157793965241664,-0.1917854149799343,-0.17043947605791612,paired_bootstrap_M16384_esen_irrep_ood_2026_08_22_full_frontier_eval,,,,True,16,46000,20,150000
3.4830925951880596e+16,3.4426815606720916e+16,True,Neutral_val,-0.33547417891610287,,,point_estimate_full_deterministic_Neutral_val_population_n27697,-0.1834699878863053,-0.1891741421964564,-0.1782386504606866,True,16,46500,20,150000
3.4830925951880596e+16,3.4426815606720916e+16,True,Val_Comp_support_matched,-0.17718053122844202,-0.1872802154811986,-0.16607432682469153,paired_bootstrap_M16384_esen_irrep_ood_2026_08_22_full_frontier_eval,,,,True,16,46500,20,150000
3.5205736534968316e+16,3.4426815606720916e+16,True,Neutral_val,-0.3277390022433355,,,point_estimate_full_deterministic_Neutral_val_population_n27697,-0.17870048917788317,-0.18443002423183985,-0.17345426570649056,True,16,47000,20,150000
3.5205736534968316e+16,3.4426815606720916e+16,True,Val_Comp_support_matched,-0.17318507966289642,-0.18322216035023747,-0.1621187998579822,paired_bootstrap_M16384_esen_irrep_ood_2026_08_22_full_frontier_eval,,,,True,16,47000,20,150000
3.5581915500497356e+16,3.4426815606720916e+16,True,Neutral_val,-0.3200431185923236,,,point_estimate_full_deterministic_Neutral_val_population_n27697,-0.17395536563728964,-0.1796411477588559,-0.16868418846525493,True,16,47500,20,150000
3.5581915500497356e+16,3.4426815606720916e+16,True,Val_Comp_support_matched,-0.16887580405928393,-0.1788990944093721,-0.15790846241122244,paired_bootstrap_M16384_esen_irrep_ood_2026_08_22_full_frontier_eval,,,,True,16,47500,20,150000
3.5957269373771036e+16,3.7218571671000376e+16,True,Neutral_val,-0.33307749475010073,,,point_estimate_full_deterministic_Neutral_val_population_n27697,-0.17789932467473735,-0.18317547725493846,-0.173033627305659,True,16,48000,16,200000
3.5957269373771036e+16,3.7218571671000376e+16,True,Val_Comp_support_matched,-0.12342464169453793,-0.13998953121883487,-0.10615502493114537,paired_bootstrap_M16384_esen_irrep_ood_2026_08_22_full_frontier_eval,,,,True,16,48000,16,200000
3.633260120424481e+16,3.7218571671000376e+16,True,Neutral_val,-0.32654251060933603,,,point_estimate_full_deterministic_Neutral_val_population_n27697,-0.17330535374095613,-0.17849690517649774,-0.1684479492151869,True,16,48500,16,200000
3.633260120424481e+16,3.7218571671000376e+16,True,Val_Comp_support_matched,-0.11917840868091467,-0.13566486235032255,-0.10198321860989125,paired_bootstrap_M16384_esen_irrep_ood_2026_08_22_full_frontier_eval,,,,True,16,48500,16,200000
3.670691387938167e+16,3.7218571671000376e+16,True,Neutral_val,-0.319368603272971,,,point_estimate_full_deterministic_Neutral_val_population_n27697,-0.1687432428768041,-0.17389207732257533,-0.16388434959725043,True,16,49000,16,200000
3.670691387938167e+16,3.7218571671000376e+16,True,Val_Comp_support_matched,-0.11480439108379281,-0.13127233928844045,-0.09765364219450995,paired_bootstrap_M16384_esen_irrep_ood_2026_08_22_full_frontier_eval,,,,True,16,49000,16,200000
3.708068023885024e+16,3.7218571671000376e+16,True,Neutral_val,-0.3124608907585902,,,point_estimate_full_deterministic_Neutral_val_population_n27697,-0.16422502131665784,-0.16939383179950845,-0.15939192228850838,True,16,49500,16,200000
3.708068023885024e+16,3.7218571671000376e+16,True,Val_Comp_support_matched,-0.11069161460101773,-0.1271049659291287,-0.0935837979800433,paired_bootstrap_M16384_esen_irrep_ood_2026_08_22_full_frontier_eval,,,,True,16,49500,16,200000
3.745685704332046e+16,3.7218571671000376e+16,True,Neutral_val,-0.3057871933796976,,,point_estimate_full_deterministic_Neutral_val_population_n27697,-0.1598314731865349,-0.16503967892806348,-0.15501620263298568,True,16,50000,16,200000
3.745685704332046e+16,3.7218571671000376e+16,True,Val_Comp_support_matched,-0.1068939358220602,-0.1232150485526077,-0.08986265452702984,paired_bootstrap_M16384_esen_irrep_ood_2026_08_22_full_frontier_eval,,,,True,16,50000,16,200000
3.821081419193096e+16,3.7218571671000376e+16,True,Neutral_val,-0.19278692816655862,,,point_estimate_full_deterministic_Neutral_val_population_n27697,-0.117915515602534,-0.12205284154337515,-0.11385755827006669,True,8,100000,16,200000
3.821081419193096e+16,3.7218571671000376e+16,True,Val_Comp_support_matched,-0.0346924983695267,-0.05851447181863911,-0.010520358380435135,paired_bootstrap_M16384_esen_irrep_ood_2026_08_22_full_frontier_eval,,,,True,8,100000,16,200000
4.662811410112864e+16,4.590062105082402e+16,True,Neutral_val,-0.2915852880168428,,,point_estimate_full_deterministic_Neutral_val_population_n27697,-0.181949355539059,-0.1872611809746407,-0.17668747124502382,True,20,50000,20,200000
4.662811410112864e+16,4.590062105082402e+16,True,Val_Comp_support_matched,-0.24782871175389598,-0.25704978132078626,-0.23932530525253579,paired_bootstrap_M16384_esen_irrep_ood_2026_08_22_full_frontier_eval,,,,True,20,50000,20,200000
4.737073263593511e+16,4.590062105082402e+16,True,Neutral_val,-0.23894269556695757,,,point_estimate_full_deterministic_Neutral_val_population_n27697,-0.1963545314907309,-0.20143920197749673,-0.19116424874166302,True,10,100000,20,200000
4.737073263593511e+16,4.590062105082402e+16,True,Val_Comp_support_matched,-0.22098671247835977,-0.2281912684470025,-0.2138643314302524,paired_bootstrap_M16384_esen_irrep_ood_2026_08_22_full_frontier_eval,,,,True,10,100000,20,200000
4.776486170530904e+16,4.590062105082402e+16,True,Neutral_val,-0.17546442558265696,,,point_estimate_full_deterministic_Neutral_val_population_n27697,-0.12055599012647278,-0.12450284833614178,-0.11625985896919555,True,8,125000,20,200000
4.776486170530904e+16,4.590062105082402e+16,True,Val_Comp_support_matched,-0.11080464054184436,-0.12471497732204118,-0.0956164162390834,paired_bootstrap_M16384_esen_irrep_ood_2026_08_22_full_frontier_eval,,,,True,8,125000,20,200000
5.582170608011779e+16,5.7370617103972936e+16,True,Neutral_val,-0.29264323192512354,,,point_estimate_full_deterministic_Neutral_val_population_n27697,-0.18894303019518244,-0.19417463824210654,-0.18361501443478231,True,24,50000,20,250000
5.582170608011779e+16,5.7370617103972936e+16,True,Val_Comp_support_matched,-0.1747913444849587,-0.1856624144671969,-0.16321459094171428,paired_bootstrap_M16384_esen_irrep_ood_2026_08_22_full_frontier_eval,,,,True,24,50000,20,250000
5.731569750182585e+16,5.7370617103972936e+16,True,Neutral_val,-0.19249737235991926,,,point_estimate_full_deterministic_Neutral_val_population_n27697,-0.13142847578298156,-0.13567321474950428,-0.12700906386185495,True,8,150000,20,250000
5.731569750182585e+16,5.7370617103972936e+16,True,Val_Comp_support_matched,-0.1530131852069747,-0.16139962714482853,-0.14389417846973207,paired_bootstrap_M16384_esen_irrep_ood_2026_08_22_full_frontier_eval,,,,True,8,150000,20,250000
6.686500691166221e+16,6.66769537986945e+16,True,Neutral_val,-0.20026928917800557,,,point_estimate_full_deterministic_Neutral_val_population_n27697,-0.1442807516786253,-0.14916402211301294,-0.1391384110644044,True,8,175000,48,125000
6.686500691166221e+16,6.66769537986945e+16,True,Val_Comp_support_matched,-0.08058501449735633,-0.08995896288201707,-0.07143972209412866,paired_bootstrap_M16384_esen_irrep_ood_2026_08_22_full_frontier_eval,,,,True,8,175000,48,125000
7.49101513650794e+16,7.194676919029494e+16,True,Neutral_val,-0.2450699336255724,,,point_estimate_full_deterministic_Neutral_val_population_n27697,-0.12394111155655896,-0.12918758888673598,-0.11854019601891451,True,16,100000,32,200000
7.49101513650794e+16,7.194676919029494e+16,True,Val_Comp_support_matched,-0.1130206749705609,-0.12156676148114316,-0.10496097256825347,paired_bootstrap_M16384_esen_irrep_ood_2026_08_22_full_frontier_eval,,,,True,16,100000,32,200000
7.641793366393638e+16,8.000936206718712e+16,True,Neutral_val,-0.23202910571640611,,,point_estimate_full_deterministic_Neutral_val_population_n27697,-0.17335670132117542,-0.17877251518762094,-0.16796038109842387,True,8,200000,48,150000
7.641793366393638e+16,8.000936206718712e+16,True,Val_Comp_support_matched,-0.10741919399716693,-0.11649274541837103,-0.09858412927710335,paired_bootstrap_M16384_esen_irrep_ood_2026_08_22_full_frontier_eval,,,,True,8,200000,48,150000
8.59688829915249e+16,8.838373743247635e+16,True,Neutral_val,-0.2332875904642684,,,point_estimate_full_deterministic_Neutral_val_population_n27697,-0.16023457170264965,-0.16575700937970717,-0.15480060022646178,True,8,225000,64,125000
8.59688829915249e+16,8.838373743247635e+16,True,Val_Comp_support_matched,-0.14394533847604052,-0.1531325360837178,-0.1357814201341998,paired_bootstrap_M16384_esen_irrep_ood_2026_08_22_full_frontier_eval,,,,True,8,225000,64,125000
9.326483661891688e+16,9.333963958913222e+16,True,Neutral_val,-0.1906553255844594,,,point_estimate_full_deterministic_Neutral_val_population_n27697,-0.13277975436140732,-0.1379676165129943,-0.1274543041509156,True,20,100000,48,175000
9.326483661891688e+16,9.333963958913222e+16,True,Val_Comp_support_matched,-0.10151535086145991,-0.10840069524587907,-0.09464906025029288,paired_bootstrap_M16384_esen_irrep_ood_2026_08_22_full_frontier_eval,,,,True,20,100000,48,175000
1.0506711183747755e+17,1.060565314731678e+17,True,Neutral_val,-0.23379429491480774,,,point_estimate_full_deterministic_Neutral_val_population_n27697,-0.17386905931070284,-0.17980302342609294,-0.16812099107895448,True,8,275000,64,150000
1.0506711183747755e+17,1.060565314731678e+17,True,Val_Comp_support_matched,-0.15342524588539241,-0.16298140923591745,-0.1448719587433704,paired_bootstrap_M16384_esen_irrep_ood_2026_08_22_full_frontier_eval,,,,True,8,275000,64,150000
1.1162431122242088e+17,1.079113959899742e+17,True,Neutral_val,-0.20820910136024828,,,point_estimate_full_deterministic_Neutral_val_population_n27697,-0.11160982168906042,-0.11719954822858394,-0.10618820572770367,True,24,100000,32,300000
1.1162431122242088e+17,1.079113959899742e+17,True,Val_Comp_support_matched,-0.06231938213758159,-0.0667620145554065,-0.0578974938847416,paired_bootstrap_M16384_esen_irrep_ood_2026_08_22_full_frontier_eval,,,,True,24,100000,32,300000
1.1268708929342485e+17,1.168966992505469e+17,True,Neutral_val,-0.2321230238754275,,,point_estimate_full_deterministic_Neutral_val_population_n27697,-0.11045076835676682,-0.1161123144284493,-0.10484166510309577,True,16,150000,32,325000
1.1268708929342485e+17,1.168966992505469e+17,True,Val_Comp_support_matched,-0.11127196204986767,-0.117155908161685,-0.10518565446730863,paired_bootstrap_M16384_esen_irrep_ood_2026_08_22_full_frontier_eval,,,,True,16,150000,32,325000
1.2416129743413701e+17,1.2372650109953526e+17,True,Neutral_val,-0.24087041264232756,,,point_estimate_full_deterministic_Neutral_val_population_n27697,-0.18253020391880348,-0.18862070036842044,-0.1763832809075106,True,8,325000,64,175000
1.2416129743413701e+17,1.2372650109953526e+17,True,Val_Comp_support_matched,-0.15726010795802559,-0.1660046283439926,-0.14939560563376286,paired_bootstrap_M16384_esen_irrep_ood_2026_08_22_full_frontier_eval,,,,True,8,325000,64,175000
1.3371016065583917e+17,1.333317181677883e+17,True,Neutral_val,-0.22344966383134324,,,point_estimate_full_deterministic_Neutral_val_population_n27697,-0.18366101329193274,-0.1898127576773076,-0.1770800809820749,True,8,350000,48,250000
1.3371016065583917e+17,1.333317181677883e+17,True,Val_Comp_support_matched,-0.10069475102065706,-0.1088341886913315,-0.09273057582169401,paired_bootstrap_M16384_esen_irrep_ood_2026_08_22_full_frontier_eval,,,,True,8,350000,48,250000
1.3880051447755456e+17,1.4140316422888406e+17,True,Neutral_val,-0.23231585690096956,,,point_estimate_full_deterministic_Neutral_val_population_n27697,-0.16747264408372953,-0.1741715226640677,-0.16110462453285201,True,40,75000,64,200000
1.3880051447755456e+17,1.4140316422888406e+17,True,Val_Comp_support_matched,-0.19472165630628435,-0.1995659794934349,-0.18961397767706525,paired_bootstrap_M16384_esen_irrep_ood_2026_08_22_full_frontier_eval,,,,True,40,75000,64,200000
1.3989470006137322e+17,1.4140316422888406e+17,True,Neutral_val,-0.14902219666451444,,,point_estimate_full_deterministic_Neutral_val_population_n27697,-0.09508079742268549,-0.10027068467749944,-0.08933219401021757,True,20,150000,64,200000
1.3989470006137322e+17,1.4140316422888406e+17,True,Val_Comp_support_matched,-0.13545144364234663,-0.1420056075280291,-0.1292315862069213,paired_bootstrap_M16384_esen_irrep_ood_2026_08_22_full_frontier_eval,,,,True,20,150000,64,200000
1.498236631766153e+17,1.5285715864632045e+17,True,Neutral_val,-0.17295071025619713,,,point_estimate_full_deterministic_Neutral_val_population_n27697,-0.06764273088391715,-0.07320062549783493,-0.06204861246758899,True,16,200000,32,425000
1.498236631766153e+17,1.5285715864632045e+17,True,Val_Comp_support_matched,-0.08142548492000667,-0.08714751225034023,-0.0754948527990393,paired_bootstrap_M16384_esen_irrep_ood_2026_08_22_full_frontier_eval,,,,True,16,200000,32,425000
1.6738703951052822e+17,1.7083007333514525e+17,True,Neutral_val,-0.15747585836545053,,,point_estimate_full_deterministic_Neutral_val_population_n27697,-0.06945257149089468,-0.07500192273577848,-0.06417626915750099,True,24,150000,32,475000
1.6738703951052822e+17,1.7083007333514525e+17,True,Val_Comp_support_matched,-0.06264261133430882,-0.06739046949961727,-0.058098860832096255,paired_bootstrap_M16384_esen_irrep_ood_2026_08_22_full_frontier_eval,,,,True,24,150000,32,475000
1.850320987719538e+17,1.8880459404874333e+17,True,Neutral_val,-0.16184312378964183,,,point_estimate_full_deterministic_Neutral_val_population_n27697,-0.08395941126603645,-0.08983437404024505,-0.07813102739405417,True,40,100000,32,525000
1.850320987719538e+17,1.8880459404874333e+17,True,Val_Comp_support_matched,-0.13713983093265902,-0.14252618986259394,-0.131705691717419,paired_bootstrap_M16384_esen_irrep_ood_2026_08_22_full_frontier_eval,,,,True,40,100000,32,525000
1.8649009486112646e+17,1.8880459404874333e+17,True,Neutral_val,-0.12683749150613988,,,point_estimate_full_deterministic_Neutral_val_population_n27697,-0.030995198176427152,-0.035762774395561414,-0.02590821229596596,True,20,200000,32,525000
1.8649009486112646e+17,1.8880459404874333e+17,True,Val_Comp_support_matched,-0.08691304085309604,-0.09294493004594029,-0.08073857237436047,paired_bootstrap_M16384_esen_irrep_ood_2026_08_22_full_frontier_eval,,,,True,20,200000,32,525000
2.22413105528992e+17,2.120874930429049e+17,True,Neutral_val,-0.11360739259691233,,,point_estimate_full_deterministic_Neutral_val_population_n27697,-0.06656538550889302,-0.07243504574929596,-0.060170852951549364,True,32,150000,64,300000
2.22413105528992e+17,2.120874930429049e+17,True,Val_Comp_support_matched,-0.11313170581477294,-0.11866475246776823,-0.10741320443779649,paired_bootstrap_M16384_esen_irrep_ood_2026_08_22_full_frontier_eval,,,,True,32,150000,64,300000
2.231428238179048e+17,2.120874930429049e+17,True,Neutral_val,-0.08306457936697687,,,point_estimate_full_deterministic_Neutral_val_population_n27697,-0.04943409939915533,-0.054648222219997614,-0.043615655288987254,True,24,200000,64,300000
2.231428238179048e+17,2.120874930429049e+17,True,Val_Comp_support_matched,-0.06408201653545831,-0.06928013368143437,-0.0589822903023115,paired_bootstrap_M16384_esen_irrep_ood_2026_08_22_full_frontier_eval,,,,True,24,200000,64,300000
2.3129663148480614e+17,2.120874930429049e+17,True,Neutral_val,-0.06758453918570861,,,point_estimate_full_deterministic_Neutral_val_population_n27697,-0.054537400550804804,-0.06001088137282351,-0.04893652318524074,True,40,125000,64,300000
2.3129663148480614e+17,2.120874930429049e+17,True,Val_Comp_support_matched,-0.11144025087880838,-0.11769680166722245,-0.10575075506591687,paired_bootstrap_M16384_esen_irrep_ood_2026_08_22_full_frontier_eval,,,,True,40,125000,64,300000
2.331154469293314e+17,2.120874930429049e+17,True,Neutral_val,-0.05402067538623179,,,point_estimate_full_deterministic_Neutral_val_population_n27697,-0.022385434303114238,-0.027349871992621642,-0.01679483320288762,True,20,250000,64,300000
2.331154469293314e+17,2.120874930429049e+17,True,Val_Comp_support_matched,-0.07519417020031671,-0.08090584570515284,-0.06945208420273352,paired_bootstrap_M16384_esen_irrep_ood_2026_08_22_full_frontier_eval,,,,True,20,250000,64,300000
2.6211738964840467e+17,2.8276549253171453e+17,True,Neutral_val,-0.11416886990644581,,,point_estimate_full_deterministic_Neutral_val_population_n27697,-0.08695417430824737,-0.09263577542735306,-0.08057280145870685,True,16,350000,64,400000
2.6211738964840467e+17,2.8276549253171453e+17,True,Val_Comp_support_matched,-0.0916956111561813,-0.09786569563531114,-0.08571411739507287,paired_bootstrap_M16384_esen_irrep_ood_2026_08_22_full_frontier_eval,,,,True,16,350000,64,400000
2.775456117755479e+17,2.8276549253171453e+17,True,Neutral_val,-0.06325002635919486,,,point_estimate_full_deterministic_Neutral_val_population_n27697,-0.060622734472003614,-0.06619528533617355,-0.05471853237465436,True,40,150000,64,400000
2.775456117755479e+17,2.8276549253171453e+17,True,Val_Comp_support_matched,-0.12072441695097513,-0.1276499071631013,-0.11466156692296134,paired_bootstrap_M16384_esen_irrep_ood_2026_08_22_full_frontier_eval,,,,True,40,150000,64,400000
2.9954875397752614e+17,2.8276549253171453e+17,True,Neutral_val,-0.05110037592954608,,,point_estimate_full_deterministic_Neutral_val_population_n27697,-0.04638623924657814,-0.05179914354514135,-0.040354302392258554,True,16,400000,64,400000
2.9954875397752614e+17,2.8276549253171453e+17,True,Val_Comp_support_matched,-0.0517173710697989,-0.057952868968868906,-0.04585547986363534,paired_bootstrap_M16384_esen_irrep_ood_2026_08_22_full_frontier_eval,,,,True,16,400000,64,400000
3.2378720068934586e+17,2.8276549253171453e+17,True,Neutral_val,0.023296065562427692,,,point_estimate_full_deterministic_Neutral_val_population_n27697,0.004553400043612044,-0.0008521641042010363,0.010206395389447917,True,40,175000,64,400000
3.2378720068934586e+17,2.8276549253171453e+17,True,Val_Comp_support_matched,-0.0661516353672873,-0.07353605387376787,-0.05945734974322421,paired_bootstrap_M16384_esen_irrep_ood_2026_08_22_full_frontier_eval,,,,True,40,175000,64,400000
3.346812983455683e+17,3.724042082098752e+17,True,Neutral_val,-0.07597922649313471,,,point_estimate_full_deterministic_Neutral_val_population_n27697,-0.05157005835615536,-0.05678203904946246,-0.045512513316923436,True,24,300000,64,525000
3.346812983455683e+17,3.724042082098752e+17,True,Val_Comp_support_matched,-0.07988174160907935,-0.08515260793529467,-0.07461374379135106,paired_bootstrap_M16384_esen_irrep_ood_2026_08_22_full_frontier_eval,,,,True,24,300000,64,525000
3.700463062270997e+17,3.724042082098752e+17,True,Neutral_val,-0.01814,-0.0626,0.0285,paired_bootstrap_n27697_configs_stage3b1_decisive_point_C_common_max,-0.015170689502890689,-0.020675397122950544,-0.009344579864239576,True,40,200000,64,525000
3.700463062270997e+17,3.724042082098752e+17,True,Val_Comp_support_matched,-0.09473590459952685,-0.10245735614057228,-0.08781639793288547,paired_bootstrap_M16384_esen_irrep_ood_2026_08_22_full_frontier_eval,,,,True,40,200000,64,525000
3.9047821847795846e+17,3.724042082098752e+17,True,Neutral_val,-0.013393708087749978,,,point_estimate_full_deterministic_Neutral_val_population_n27697,0.0009440707679546634,-0.004627593118825102,0.007146113963531778,True,24,350000,64,525000
3.9047821847795846e+17,3.724042082098752e+17,True,Val_Comp_support_matched,-0.031696514119839314,-0.037141507359773215,-0.02629658756446145,paired_bootstrap_M16384_esen_irrep_ood_2026_08_22_full_frontier_eval,,,,True,24,350000,64,525000
4.162958362808579e+17,3.724042082098752e+17,True,Neutral_val,0.028810234289792902,,,point_estimate_full_deterministic_Neutral_val_population_n27697,0.029962663814751878,0.024204564338560487,0.03563901927384362,True,40,225000,64,525000
4.162958362808579e+17,3.724042082098752e+17,True,Val_Comp_support_matched,-0.05380144846284818,-0.06160790635727853,-0.04671957114219919,paired_bootstrap_M16384_esen_irrep_ood_2026_08_22_full_frontier_eval,,,,True,40,225000,64,525000
